layer,filter_prime_q,candidate_count_before,removed_count,candidate_count_after,retention_share_initial,removed_share_initial,removed_share_layer,product_retention_baseline,product_drift_baseline,retention_minus_product_baseline,abs_retention_minus_product_baseline,log_filter_q,loglog_filter_q,log_product_decay,observed_decay,observed_decay_minus_log_product_decay,loglog_fit,theory_slope_1_overlay,residual_log_product_minus_loglog,residual_abs,residual_running_mean
12,37,30591,809,29782,0.14891074455372277,0.8510892554462772,0.026445686639861396,0.14872101216225675,0.8512789878377433,0.00018973239146602427,0.00018973239146602427,3.6109179126442243,1.2839620094543296,1.9056831297673584,1.9044081823675232,-0.0012749473998352467,1.9459963513699052,2.1827618501528354,0.6217211203130288,0.6217211203130288,0.7262133854901188
13,41,29782,711,29071,0.1453557267786339,0.8546442732213662,0.023873480625881405,0.1450936704022017,0.8549063295977983,0.0002620563764322015,0.0002620563764322015,3.713572066704308,1.3119942346184028,1.9303757423577301,1.9285712528316068,-0.0018044895261233318,1.9688593708066313,2.2107940753169086,0.6183815077393273,0.6183815077393273,0.7172273956775528
14,43,29071,660,28411,0.1420557102785514,0.8579442897214486,0.02270303739121461,0.14171939899749933,0.8582806010025007,0.0003363112810520763,0.0003363112810520763,3.7612001156935624,1.3247380861805318,1.953906239767924,1.9515359724152697,-0.0023702673526544427,1.9792532273149304,2.2235379268790374,0.6291681535873923,0.6291681535873923,0.7104536078244637
15,47,28411,592,27819,0.1390956954784774,0.8609043045215226,0.020836999753616556,0.1387040926358504,0.8612959073641496,0.00039160284262698686,0.00039160284262698686,3.8501476017100584,1.3481114856713152,1.975412444988888,1.9725931260493381,-0.0028193189395497864,1.9983165190704861,2.246911326369821,0.6273009593175727,0.6273009593175727,0.7045141329311143
16,53,27819,518,27301,0.13650568252841264,0.8634943174715873,0.018620367374815774,0.13608703428423058,0.8639129657157694,0.00041864824418205715,0.00041864824418205715,3.970291913552122,1.3788396218579066,1.9944606399595823,1.991389034978856,-0.003071604980726228,2.023378317439201,2.2776394625564125,0.6156210181016757,0.6156210181016757,0.6985879252758184
17,59,27301,461,26840,0.134200671003355,0.865799328996645,0.016885828357935607,0.13378047438110804,0.8662195256188919,0.00042019662224695997,0.00042019662224695997,4.07753744390572,1.4054932385256123,2.0115550733188825,2.0084190544320557,-0.003136018886826797,2.045116946904613,2.304293079224118,0.6060618347932702,0.6060618347932702,0.6928050446206591
18,61,26840,445,26395,0.1319756598782994,0.8680243401217006,0.01657973174366617,0.1315873518502702,0.8684126481497298,0.00038830802802919395,0.00038830802802919395,4.110873864173311,1.4136356249281932,2.028084375270093,2.025137768259957,-0.0029466070101360486,2.0517578588370036,2.3124354656266988,0.6144487503418998,0.6144487503418998,0.6881958508395556
19,67,26395,411,25984,0.129920649603248,0.870079350396752,0.015571130896003031,0.12962336152414677,0.8703766384758532,0.00029728807910123223,0.00029728807910123223,4.204692619390966,1.436201191916192,2.0431222526346335,2.040831402556269,-0.0022908500783644925,2.070162284230553,2.3350010326146977,0.6069210607184414,0.6069210607184414,0.6836805847217159
20,71,25984,390,25594,0.12797063985319926,0.8720293601468008,0.015009236453201971,0.12779768037591935,0.8722023196240807,0.00017295947727991035,0.00017295947727991035,4.2626798770413155,1.4498980416116356,2.0573068876265896,2.0559544175201325,-0.0013524701064571154,2.081333403860763,2.3486978823101414,0.607408846014954,0.607408846014954,0.6796662826845179
21,73,25594,379,25215,0.1260756303781519,0.8739243696218482,0.014808158162069235,0.12604702722008482,0.8739529727799151,2.8603158067075363e-05,2.8603158067075363e-05,4.290459441148391,1.4563938230443614,2.0711002097589257,2.070873311006848,-0.00022689875207770882,2.086631348504254,2.355193663742867,0.6147063867145643,0.6147063867145643,0.6764182878860202
22,79,25215,349,24866,0.12433062165310826,0.8756693783468917,0.013840967677969463,0.12445149522995717,0.8755485047700429,-0.00012087357684890943,0.00012087357684890943,4.3694478524670215,1.4746366515748413,2.0838392355363555,2.0848109580047907,0.0009717224684351322,2.101510158189608,2.373436492273347,0.6092025839615143,0.6092025839615143,0.6732175400800914
23,83,24866,335,24531,0.12265561327806639,0.8773443867219336,0.013472211051234617,0.12295207962477696,0.8770479203752231,-0.00029646634671057215,0.00029646634671057215,4.418840607796598,1.4858773557530183,2.0959605960687004,2.0983747426875867,0.0024141466188862815,2.1106780510915786,2.384677196451524,0.6100832403156822,0.6100832403156822,0.6703477991817092
24,89,24531,311,24220,0.12110060550302751,0.8788993944969725,0.012677836207247972,0.12157059558404912,0.8784294044159509,-0.00046999008102160955,0.00046999008102160955,4.48863636973214,1.5015489517809617,2.1072601513226337,2.1111336284105904,0.0038734770879567115,2.123459769363826,2.4003487924794675,0.605711199541672,0.605711199541672,0.6675375122408379
25,97,24220,286,23934,0.11967059835299176,0.8803294016470082,0.011808422791081751,0.12031729047493521,0.8796827095250648,-0.0006466921219434457,0.0006466921219434457,4.574710978503383,1.520543522634296,2.1176229383581804,2.123012324384212,0.005389386026031673,2.1389516983873067,2.4193433633328016,0.5970794157238843,0.5970794157238843,0.6646017582192982
26,101,23934,274,23660,0.11830059150295752,0.8816994084970424,0.011448149076627391,0.11912603017320318,0.8808739698267968,-0.0008254386702456623,0.0008254386702456623,4.61512051684126,1.5293379817722996,2.1275732692113483,2.1345265079852958,0.00695323877394749,2.146124439367761,2.4281378224708052,0.5982352874390486,0.5982352874390486,0.6619470993880883
27,103,23660,269,23391,0.1169555847779239,0.8830444152220761,0.011369399830938293,0.11796946677346334,0.8820305332265367,-0.0010138819955394507,0.0010138819955394507,4.634728988229636,1.533577726591972,2.137329444156713,2.145961033539964,0.008631589383250926,2.1495823656526554,2.4323775672904775,0.6037517175647411,0.6037517175647411,0.6597088154718057
28,107,23391,258,23133,0.11566557832789164,0.8843344216721084,0.011029883288444273,0.11686694839240294,0.883133051607597,-0.0012013700645113062,0.0012013700645113062,4.672828834461906,1.5417646344281224,2.1467191845065523,2.1570521970166032,0.01033301251005092,2.1562595891655607,2.440564475126628,0.6049545500784299,0.6049545500784299,0.6576808797164954
29,109,23133,254,22879,0.11439557197785989,0.8856044280221401,0.01097998530238188,0.11579477455394054,0.8842052254460595,-0.0013992025760806437,0.0013992025760806437,4.6913478822291435,1.5457199360997627,2.1559358396114763,2.1680929072727935,0.012157067661317189,2.1594855242623123,2.4445197767982685,0.6102159035117136,0.6102159035117136,0.6559857019948961
30,113,22879,245,22634,0.11317056585282927,0.8868294341471707,0.010708509987324621,0.11477004203576407,0.885229957964236,-0.0015994761829348086,0.0015994761829348086,4.727387818712341,1.5533727917527633,2.164824787028722,2.1788591659917866,0.014034378963064587,2.165727176022632,2.452172632451269,0.6114519952759587,0.6114519952759587,0.6544500569356223
31,127,22634,218,22416,0.11208056040280201,0.887919439597198,0.009631527790050366,0.11386634091737223,0.8861336590826278,-0.0017857805145702205,0.0017857805145702205,4.844187086458591,1.5777794472527427,2.1727299665358353,2.1885373769408853,0.01580741040505007,2.1856331890421288,2.4765792879512483,0.5949505192830926,0.5949505192830926,0.6524667390138714
32,131,22416,210,22206,0.11103055515277577,0.8889694448472243,0.00936830835117773,0.11299713220807932,0.8870028677919207,-0.0019665770553035505,0.0019665770553035505,4.875197323201151,1.5841605801847392,2.1803928392814043,2.1979498439034626,0.017557004622058336,2.1908376266277525,2.482960420883245,0.5962322590966651,0.5962322590966651,0.6506527235326712
33,137,22206,200,22006,0.11003055015275076,0.8899694498472492,0.009006574799603711,0.11217233562261889,0.8878276643773811,-0.002141785469868124,0.002141785469868124,4.919980925828125,1.5933046536324995,2.1877188793734774,2.2069972230878157,0.01927834371433823,2.198295512248439,2.4921044943310053,0.5944142257409779,0.5944142257409779,0.6488952704766808
34,139,22006,194,21812,0.10906054530272652,0.8909394546972735,0.008815777515223121,0.11136534040231227,0.8886346595976877,-0.0023047950995857547,0.0023047950995857547,4.9344739331306915,1.5962460680403698,2.1949391273469643,2.2158520894717215,0.02091296212475724,2.200694523186208,2.4950459087388754,0.5986930593065944,0.5986930593065944,0.6473739913503146
35,149,21812,183,21629,0.10814554072770363,0.8918544592722963,0.008389877131854025,0.11061792201035045,0.8893820779896495,-0.0024723812826468183,0.0024723812826468183,5.003946305945459,1.6102268623203686,2.2016731595283083,2.224277359724372,0.022604200196063573,2.212097227377317,2.509026703018874,0.5914462972079397,0.5914462972079397,0.6457290591696564
36,151,21629,181,21448,0.10724053620268101,0.892759463797319,0.00836839428545009,0.10988535299041435,0.8901146470095856,-0.002644816787733345,0.002644816787733345,5.017279836814924,1.612887921665338,2.208317702246977,2.2326809656018787,0.024363263354901576,2.2142675813599286,2.511687762363844,0.5954297805816391,0.5954297805816391,0.6442919369242845
37,157,21448,169,21279,0.10639553197765989,0.8936044680223401,0.007879522566206639,0.10918544628346905,0.890814553716531,-0.0027899143058091602,0.0027899143058091602,5.056245805348308,1.6206242722269526,2.214707500345748,2.240591695647477,0.02588419530172903,2.2205773313788537,2.519424112925458,0.5940832281187955,0.5940832281187955,0.6428972505685765
38,163,21279,163,21116,0.10558052790263951,0.8944194720973605,0.0076601344048122565,0.10851559691976678,0.8914844030802332,-0.0029350690171272703,0.0029350690171272703,5.093750200806762,1.6280143374292215,2.2208613659201264,2.2482813195741667,0.027419953654040263,2.2266046518419715,2.526814178127727,0.5928470284909049,0.5928470284909049,0.6415445418637745
39,167,21116,158,20958,0.10479052395261976,0.8952094760473802,0.0074824777419965904,0.10786580292623524,0.8921341970737647,-0.0030752789736154806,0.0030752789736154806,5.117993812416755,1.6327625287522542,2.226867389980338,2.255791931482787,0.02892454150244861,2.2304772659449337,2.53156236945076,0.5941048612280839,0.5941048612280839,0.640296129215467
40,173,20958,152,20806,0.10403052015260077,0.8959694798473993,0.007252600438973185,0.10724230117521653,0.8927576988247835,-0.0032117810226157673,0.0032117810226157673,5.153291594497779,1.639635655072424,2.2326645076646643,2.263070959886833,0.030406452222168756,2.236082972225094,2.53843549577093,0.5930288525922403,0.5930288525922403,0.6390841477635893
41,179,20806,147,20659,0.1032955164775824,0.8967044835224176,0.007065269633759493,0.10664318217423767,0.8933568178257624,-0.003347665696655275,0.003347665696655275,5.187385805840755,1.6462298719826172,2.238266763213334,2.270161306726045,0.031894543512710705,2.2414612006213526,2.545029712681123,0.592036891230717,0.592036891230717,0.6379079663502675
42,181,20659,144,20515,0.10257551287756439,0.8974244871224356,0.006970327702212111,0.1060539933224463,0.8939460066775538,-0.003478480444881915,0.003478480444881915,5.198497031265826,1.6483695513605736,2.2438069435889494,2.2771560406413873,0.03334909705243794,2.2432063182821964,2.547169392059079,0.5954373922283758,0.5954373922283758,0.6368720986887579
43,191,20515,133,20382,0.10191050955254777,0.8980894904474522,0.006483061174750183,0.10549873681290471,0.8945012631870953,-0.0035882272603569437,0.0035882272603569437,5.25227342804663,1.6586610167850495,2.249056299475093,2.2836602081290347,0.034603908653941584,2.2516000142037655,2.557460857483555,0.5903952826900436,0.5903952826900436,0.6357655078316456
44,193,20382,131,20251,0.10125550627753138,0.8987444937224687,0.0064272397213227354,0.10495211123356324,0.8950478887664368,-0.003696604956031857,0.003696604956031857,5.262690188904886,1.6606423387649303,2.2542511163521968,2.290108191486225,0.03585707513402836,2.2532159759289336,2.559442179463436,0.5936087775872665,0.5936087775872665,0.634785118756195
45,197,20251,126,20125,0.10062550312751564,0.8993744968724844,0.006221914967162115,0.10441935939989033,0.8955806406001097,-0.0037938562723746905,0.0037938562723746905,5.2832037287379885,1.6645326805160583,2.259340185859668,2.2963495432309093,0.037009357371241336,2.2563889298614503,2.563332521214564,0.5948075053436097,0.5948075053436097,0.6338765366331818
46,199,20125,123,20002,0.10001050005250026,0.8999894999474998,0.006111801242236025,0.1038946390008959,0.8961053609991041,-0.003884138948395649,0.003884138948395649,5.293304824724492,1.666442781379039,2.2643779798896255,2.3024800979812126,0.038102118091587034,2.257946803804772,2.5652426220775446,0.5979351985105865,0.5979351985105865,0.6330778402304574
47,211,20002,115,19887,0.09943549717748588,0.9005645028225141,0.0057494250574942505,0.10340224734686322,0.8965977526531368,-0.003966750169377337,0.003966750169377337,5.351858133476067,1.677443815276561,2.2691285826482233,2.3082461146081723,0.03911753195994905,2.2669192221679593,2.5762436559750665,0.5916847673716623,0.5916847673716623,0.6321779908204835
48,223,19887,107,19780,0.09890049450247251,0.9010995054975275,0.005380399255795243,0.10293856013902976,0.8970614398609702,-0.004038065636557245,0.004038065636557245,5.407171771460119,1.6877261782437236,2.2736229722360624,2.3136410403409706,0.040018068104908266,2.275305494145933,2.586526018942229,0.5858967939923387,0.5858967939923387,0.6311932845049911
49,227,19780,104,19676,0.09838049190245951,0.9016195080975404,0.0052578361981799795,0.10248508630581817,0.8975149136941818,-0.004104594403358655,0.004104594403358655,5.424950017481403,1.6910086860165965,2.2780379904451795,2.318912747602443,0.04087475715726363,2.2779827000606665,2.5898085267151023,0.587029304428583,0.587029304428583,0.6302732015867326
50,229,19676,101,19575,0.09787548937744689,0.902124510622553,0.005133157145761334,0.10203755317784516,0.8979624468221549,-0.004162063800398269,0.004162063800398269,5.43372200355424,1.69262435098263,2.2824143650449784,2.3240591246586697,0.041644759613691296,2.279300432752433,2.591424191681136,0.5897900140623484,0.5897900140623484,0.629447014086235
51,233,19575,98,19477,0.09738548692743464,0.9026145130725653,0.0050063856960408685,0.1015996237650647,0.8984003762349353,-0.00421413683763007,0.00421413683763007,5.4510384535657,1.6958061324630038,2.2867154469443687,2.329078084287774,0.042362637343405396,2.2818954865308405,2.5946059731615096,0.5909093144813649,0.5909093144813649,0.6286762600941376
52,239,19477,94,19383,0.09691548457742288,0.9030845154225771,0.004826205267751707,0.101174520736759,0.898825479263241,-0.0042590361593361215,0.0042590361593361215,5.476463551931511,1.700459555401444,2.2909083252044047,2.3339159732913988,0.04300764808699409,2.2856908077536886,2.5992593960999497,0.5904487698029608,0.5904487698029608,0.6279267014609772
53,241,19383,93,19290,0.09645048225241126,0.9035495177475887,0.004798018882525925,0.10075470944739486,0.8992452905526052,-0.0043042271949835925,0.0043042271949835925,5.484796933490655,1.701980070888831,2.2950663353530687,2.338725539617899,0.043659204264830276,2.2869309367458936,2.600779911587337,0.5930862644642376,0.5930862644642376,0.6272566930571938
54,251,19290,85,19205,0.09602548012740064,0.9039745198725994,0.0044064282011404875,0.10035329626234547,0.8996467037376545,-0.004327816134944831,0.004327816134944831,5.5254529391317835,1.7093652239769999,2.2990583566226057,2.3431417047376684,0.04408334811506265,2.292954250899862,2.6081650646755055,0.5896931326456059,0.5896931326456059,0.6265479466343337
55,257,19205,83,19122,0.09561047805239026,0.9043895219476097,0.004321791200208279,0.09996281651035191,0.9000371834896481,-0.004352338457961652,0.004352338457961652,5.54907608489522,1.7136314427104262,2.302956997038263,2.347472861872282,0.04451586483401915,2.296433769248932,2.612431283408932,0.5893255543278368,0.5893255543278368,0.6258586430731022
56,263,19122,79,19043,0.09521547607738039,0.9047845239226197,0.0041313670118188475,0.09958272975555969,0.9004172702444403,-0.004367253678179306,0.004367253678179306,5.572154032177765,1.7177816995013306,2.306766525454931,2.351612786558857,0.044846261103925755,2.29981870929998,2.6165815401998365,0.5889848259536006,0.5889848259536006,0.6251882100345659
57,269,19043,76,18967,0.09483547417737088,0.9051645258226291,0.003990967809693851,0.09921253373416355,0.9007874662658364,-0.00437705955679267,0.00437705955679267,5.594711379601839,1.7218217550180943,2.3104909245459133,2.355611739533351,0.04512081498743781,2.303113769441106,2.6206215957166,0.588669169527819,0.588669169527819,0.6245360843112311
58,271,18967,73,18894,0.09447047235236176,0.9055295276476383,0.0038487900036906207,0.09884643582370539,0.9011535641762947,-0.004375963471343627,0.004375963471343627,5.602118820879701,1.723144887052054,2.3141877864272398,2.359467955188594,0.04528016876135421,2.304192912935164,2.62194472775056,0.5910428993751857,0.5910428993751857,0.623948484575511
59,277,18894,70,18824,0.09412047060235301,0.9058795293976469,0.003704879856038954,0.09848958948499165,0.9015104105150084,-0.004369118882638634,0.004369118882638634,5.6240175061873385,1.7270462672679818,2.3178044268974283,2.3631797151104754,0.04537528821304715,2.3073748698146033,2.6258461079664874,0.5907581596294464,0.5907581596294464,0.6233762375936822
60,281,18824,68,18756,0.09378046890234451,0.9062195310976555,0.003612409689757756,0.09813909272525859,0.9018609072747414,-0.004358623822914076,0.004358623822914076,5.638354669333745,1.729592297654431,2.3213694930619244,2.3667986653081967,0.0454291722462723,2.3094514064388343,2.6283921383529365,0.5917771954074935,0.5917771954074935,0.6228406606074757
61,283,18756,66,18690,0.09345046725233626,0.9065495327476637,0.0035188739603326936,0.09779231147887958,0.9022076885211204,-0.004341844226543323,0.004341844226543323,5.645446897643238,1.7308493614553722,2.3249093197670483,2.3703237450680654,0.045414425301017136,2.3104766648314845,2.6296492021538778,0.5940599583116761,0.5940599583116761,0.622360982235879
62,293,18690,62,18628,0.0931404657023285,0.9068595342976715,0.003317281968967362,0.09745854932366156,0.9025414506763384,-0.004318083621333055,0.004318083621333055,5.680172609017068,1.736981621182782,2.3283281265158338,2.3736465414154058,0.045318414899572,2.3154781219943823,2.6357814618812876,0.5913465053330518,0.5913465053330518,0.6218525481882917
63,307,18628,56,18572,0.0928604643023215,0.9071395356976785,0.003006227184882972,0.09714109476560404,0.9028589052343959,-0.004280630463282531,0.004280630463282531,5.726847747587197,1.7451652480377626,2.3315907721506504,2.3766572963778616,0.045066524227211247,2.3221526695464667,2.6439650887362682,0.5864255241128877,0.5864255241128877,0.6212811445741723
64,311,18572,54,18518,0.09259046295231477,0.9074095370476852,0.0029076028429894465,0.09682874397857637,0.9031712560214237,-0.0042382810262616005,0.0042382810262616005,5.739792912179234,1.7474231316630926,2.3348113868506926,2.379569134509681,0.044757747658988656,2.323994194324098,2.646222972361598,0.5873882551876,0.5873882551876,0.6207431622029569
65,313,18518,51,18467,0.09233546167730838,0.9076645383226916,0.0027540771141591966,0.09651938696906015,0.9034806130309398,-0.004183925291751767,0.004183925291751767,5.746203190540153,1.7485393220168293,2.3380113895813635,2.382327011071801,0.04431562149043744,2.324904556651855,2.647339162715335,0.5894720675645342,0.5894720675645342,0.6202545513492315
66,317,18467,49,18418,0.09209046045230226,0.9079095395476977,0.0026533817079114094,0.09621490940764356,0.9037850905923565,-0.004124448955341295,0.004124448955341295,5.75890177387728,1.750746792271643,2.341170949871732,2.3849839192363613,0.04381296936462942,2.3267049643985254,2.6495466329701487,0.5904241576000888,0.5904241576000888,0.6197956222146292
67,331,18418,44,18374,0.09187045935229676,0.9081295406477032,0.0023889673145835594,0.09592422992302832,0.9040757700769717,-0.0040537705707315574,0.0040537705707315574,5.802118375377063,1.7582230880035041,2.3441966707882687,2.387375744686262,0.04317907389799336,2.3328026142865306,2.65702292870201,0.5859735827847645,0.5859735827847645,0.6192831670717526
68,337,18374,41,18333,0.09166545832729163,0.9083345416727083,0.002231413954500925,0.09563958829120925,0.9043604117087908,-0.003974129963917619,0.003974129963917619,5.820082930352362,1.7613145108432642,2.347168441177426,2.3896096519546486,0.042441210777222516,2.335323971762039,2.66011435154177,0.5858539303341619,0.5858539303341619,0.6187842232398483
69,347,18333,37,18296,0.09148045740228701,0.908519542597713,0.002018218513063874,0.09536396988114812,0.9046360301188519,-0.003883512478861109,0.003883512478861109,5.849324779946859,1.7663262323508007,2.350054446066561,2.3916299098150566,0.04157546374849552,2.3394115204873938,2.6651260730493065,0.5837282137157604,0.5837282137157604,0.6182686936880234
70,349,18296,36,18260,0.09130045650228251,0.9086995434977175,0.0019676432006996065,0.09509072068378094,0.904909279316219,-0.003790264181498429,0.003790264181498429,5.855071922202427,1.7673082808687564,2.352923888494514,2.393599491368714,0.040675602874200134,2.340212477037308,2.666108121567262,0.5856156076257577,0.5856156076257577,0.6177954605566862
71,353,18260,33,18227,0.09113545567727839,0.9088645443227216,0.0018072289156626507,0.09482134187164558,0.9051786581283544,-0.0036858861943671883,0.0036858861943671883,5.8664680569332965,1.7692527588711147,2.355760769829714,2.3954083552927403,0.03964758546302649,2.341798388897747,2.6680525995696205,0.5865080109585992,0.5865080109585992,0.6173484969909993
72,359,18227,31,18196,0.09098045490227451,0.9090195450977255,0.0017007735776595162,0.09455721557116746,0.9054427844288325,-0.003576760668892953,0.003576760668892953,5.883322388488279,1.7721216343958586,2.358550171917292,2.397110576827779,0.038560404910486845,2.3441382372865163,2.670921475094364,0.5864285375214335,0.5864285375214335,0.616913004604104
73,367,18196,28,18168,0.090840454202271,0.909159545797729,0.0015387997362057595,0.09429956648241768,0.9057004335175823,-0.00345911228014667,0.00345911228014667,5.905361848054571,1.7758607260199126,2.3612786865704964,2.3986505617322793,0.037371875161782864,2.3471878319575095,2.6746605667184182,0.5854179605505838,0.5854179605505838,0.616475573436694
74,373,18168,26,18142,0.09071045355226776,0.9092895464477322,0.0014310876265962132,0.09404675263125838,0.9059532473687416,-0.0033362990789906205,0.0033362990789906205,5.921578419643816,1.7786030382976357,2.3639632519411653,2.400082674342784,0.036119422401618806,2.349424455648286,2.6774028789961415,0.5853602136435296,0.5853602136435296,0.6160493356313081
75,379,18142,25,18117,0.09058545292726464,0.9094145470727354,0.0013780178591114541,0.09379860816521284,0.9062013918347872,-0.003213155237948198,0.003213155237948198,5.937536205082426,1.7812942670402616,2.366605261404004,2.401461642541663,0.034856381137658765,2.3516194157233854,2.680094107738767,0.5853109943637425,0.5853109943637425,0.6156339526412059
76,383,18117,23,18094,0.09047045235226177,0.9095295476477382,0.001269525859689794,0.09355370318305824,0.9064462968169418,-0.003083250830796469,0.003083250830796469,5.948034989180646,1.783060911092484,2.369219641978075,2.402731974931987,0.03351233295391198,2.353060286616343,2.68186075179099,0.5861587308855909,0.5861587308855909,0.6152409496844643
77,389,18094,21,18073,0.09036545182725914,0.9096345481727408,0.0011606057256549132,0.09331320523143083,0.9066867947685692,-0.0029477534041716935,0.0029477534041716935,5.963579343618446,1.785670861822471,2.3717936459732476,2.403893254682035,0.032099608708787475,2.3551889565281794,2.6844707025209766,0.5861227841507766,0.5861227841507766,0.6148578159274422
78,397,18073,19,18054,0.09027045135225677,0.9097295486477432,0.0010512919825153544,0.09307815937442471,0.9069218406255752,-0.00280770802216794,0.00280770802216794,5.983936280687191,1.7890785923345989,2.3743157154059578,2.4049450996595736,0.030629384253615832,2.3579682938258033,2.6878784330331045,0.5852371230713589,0.5852371230713589,0.6144731316046359
79,401,18054,16,18038,0.09019045095225477,0.9098095490477452,0.0008862301982940069,0.0928460442637653,0.9071539557362347,-0.0026555933115105373,0.0026555933115105373,5.993961427306569,1.7907525336563095,2.3768125956045445,2.40583172279202,0.02901912718747557,2.359333556581443,2.689552374354815,0.586060061948235,0.586060061948235,0.6141088614808359
80,409,18038,14,18024,0.09012045060225302,0.909879549397747,0.0007761392615589311,0.09261903682057762,0.9073809631794224,-0.0024985862183246055,0.0024985862183246055,6.013715156042802,1.7940427199665683,2.3792605772431847,2.4066081634055934,0.02734758616240862,2.3620170250939,2.692842560665074,0.5852178572766165,0.5852178572766165,0.6137431525668584
81,419,18024,11,18013,0.09006545032725163,0.9099345496727483,0.0006102973812694186,0.09239798900000344,0.9076020109999966,-0.0023325386727518077,0.0023325386727518077,6.037870919922137,1.7980514531035248,2.3816500646405663,2.4072186470941155,0.025568582453549205,2.365286538772905,2.6968512938020304,0.5835986115370415,0.5835986115370415,0.6133663458039857
82,421,18013,10,18003,0.09001545007725038,0.9099845499227496,0.0005551546105590407,0.09217851634204619,0.9078214836579538,-0.0021630662647958016,0.0021630662647958016,6.042632833682381,1.7988398165863733,2.3840281870455335,2.4077739558600513,0.02374576881451773,2.3659295262462887,2.697639657284879,0.5851883704591603,0.5851883704591603,0.6130184695651607
83,431,18003,8,17995,0.08997544987724938,0.9100245501227506,0.0004443703827139921,0.09196464507443124,0.9080353549255687,-0.0019891951971818533,0.0019891951971818533,6.066108090103747,1.8027172281158337,2.386351068461673,2.408218425004543,0.021867356542869754,2.369091934319261,2.7015170688143395,0.5836338403458394,0.5836338403458394,0.6126601204283397
