p,next_p,gap,log_x,z_gap_over_logx
761669,761671,2,13.54326735709497,0.14767485181131357
762367,762371,4,13.544183346020171,0.2953297292136378
762499,762529,30,13.544356475987433,2.2149446563361286
762557,762563,6,13.544432538768117,0.4429864435314104
762899,762901,2,13.544880929289679,0.14765725962752219
763111,763123,12,13.545158778060477,0.8859253846058106
763123,763141,18,13.545174503041052,1.3288865341645313
763223,763237,14,13.545305534930469,1.0335684170354793
763303,763307,4,13.545410348081472,0.29530297696492797
763339,763349,10,13.545457510415543,0.7382548719606314
763699,763739,40,13.545929011460927,2.9529167003722545
763897,763901,4,13.546188242306135,0.29528601909632335
764131,764143,12,13.546494519418635,0.8858380286352484
764233,764249,16,13.546627995475584,1.1811057338655653
764249,764251,2,13.546648931279867,0.14763798856423477
764539,764551,12,13.547028316784564,0.8858031237103255
765227,765229,2,13.547927800818576,0.14762405213579294
765353,765379,26,13.548092444287438,1.9190893557094761
765379,765383,4,13.548126414962908,0.2952437759646451
765581,765587,6,13.548390301676045,0.44285703809830096
765913,765931,18,13.54882386524887,1.32852859990068
765949,765953,4,13.548870866871741,0.295227553594918
766111,766127,16,13.549082346840677,1.1808917822195404
766373,766387,14,13.549424275373115,1.033254233941573
766393,766399,6,13.549450371985385,0.44282239022813047
766891,766901,10,13.550099958125346,0.7380019358457558
767093,767101,8,13.550363324628735,0.5903900735605694
767489,767509,20,13.550879426093225,1.4759189696196775
767521,767527,6,13.550921119632687,0.4427743285515219
767623,767633,10,13.551054006189453,0.737949977576098
767749,767759,10,13.551218135794894,0.7379410396756494
767867,767869,2,13.551371820049594,0.14758653415744596
767909,767951,42,13.55142651552603,3.0993047080231815
768221,768241,20,13.551832731151388,1.4758151459489541
768259,768263,4,13.551882194860656,0.2951619518591254
768541,768563,22,13.55224919122084,1.6233467736301381
768773,768787,14,13.552551016354496,1.033015849422411
768787,768793,6,13.55256922702595,0.44272048343682746
768811,768841,30,13.552600444548348,2.213597318296782
768851,768853,2,13.552652471586812,0.1475725880371394
768983,769003,20,13.552824141611437,1.4757071877435275
769273,769289,16,13.553201191989833,1.18053290682767
769459,769463,4,13.553442949490043,0.29512796231237337
769469,769487,18,13.553455945549636,1.3280745569479948
769739,769751,12,13.553806775330628,0.8853601205117723
770191,770207,16,13.55439381501812,1.1804290341831574
770353,770359,6,13.554604130336083,0.44265401942441174
770359,770387,28,13.554611918942909,2.0657175703325965
770587,770591,4,13.554907841060444,0.2950960675574071
770639,770641,2,13.554975319807909,0.14754729926194676
770839,770843,4,13.555234811024938,0.2950889494549119
770897,770909,12,13.555310050884456,0.8852619346185316
771359,771389,30,13.555909173227075,2.213057023076697
771427,771431,4,13.555997325440078,0.295072350928643
771437,771439,2,13.556010288345428,0.1475360343831746
771503,771509,6,13.556095839306632,0.44260530990070723
771769,771781,12,13.556440561432913,0.8851881100809844
771887,771889,2,13.556593445236338,0.1475296879027365
772147,772159,12,13.556930225388143,0.8851561378937784
772349,772367,18,13.55719179939177,1.3277085893855651
772367,772379,12,13.557215104646588,0.8851375380100837
772843,772847,4,13.557831202154443,0.2950324384747001
772847,772853,6,13.5578363778365,0.44254848876981756
773501,773533,32,13.558682241819245,2.3601113610658953
773723,773767,44,13.558969207380176,3.2450844401985
774161,774173,12,13.559535141276632,0.8849860909664046
774283,774289,6,13.559692718819315,0.4424879032599817
774601,774629,28,13.560103337050853,2.0648810192688134
774703,774733,30,13.560235009079257,2.2123510381577822
775441,775451,10,13.561187178756084,0.737398567557952
776357,776389,32,13.56236774492048,2.3594700130428903
777013,777031,18,13.563212360226554,1.3271192341413236
777473,777479,6,13.563804195744439,0.44235377578529655
777911,777919,8,13.56436740072993,0.5897805451339737
778097,778109,12,13.56460647405203,0.884655225564782
778213,778223,10,13.564755544610227,0.7372045863350162
778511,778513,2,13.565138399893039,0.14743675597263128
778513,778523,10,13.565140968896472,0.7371836402532795
778559,778567,8,13.565200054153946,0.5897443434717524
778643,778663,20,13.565307939964626,1.4743491329878469
778727,778733,6,13.565415814137214,0.4423012226243071
778819,778831,12,13.565533948690039,0.8845947417468801
778979,778993,14,13.565739366851524,1.0320115713124793
779063,779069,6,13.56584719449684,0.4422871578882281
780421,780433,12,13.567588796646339,0.8844607674848004
780523,780553,30,13.567719486793,2.211130619939659
780973,780991,18,13.56829585716149,1.3266220157264195
782113,782123,10,13.569754510366916,0.736933007325982
782191,782209,18,13.569854235228663,1.3264696648892695
782993,783007,14,13.570879034958521,1.0316207199206526
783149,783151,2,13.5710782506114,0.14737222518851048
783329,783337,8,13.571308065522038,0.5894789184193697
783337,783359,22,13.57131827829234,1.6210658057581293
783407,783413,6,13.5714076355837,0.44210594516874097
783793,783799,6,13.57190023385808,0.44208989873294857
784211,784213,2,13.57243339577591,0.14735751074840062
785107,785119,12,13.573575293208247,0.8840706844573507
785299,785303,4,13.573819815963454,0.2946849195165985
785549,785569,20,13.574138115381489,1.4733900473089387
785753,785773,20,13.574397772660797,1.4733618636312942
786047,786053,6,13.574771866061267,0.44199637822281174
786449,786469,20,13.575283155131329,1.473265770698874
786589,786613,24,13.575461154646113,1.7678957441372927
786697,786701,4,13.575598446912325,0.29464631085267345
787187,787207,20,13.576221110356178,1.4731639855764909
787489,787513,24,13.5766046813304,1.7677468382800545
787711,787747,36,13.576886550301285,2.651565207282455
787783,787793,10,13.576977950205126,0.736540932501766
788173,788189,16,13.577472887891155,1.178422533568035
788287,788309,22,13.577617515728459,1.6203137240031222
788309,788317,8,13.57764542395606,0.5892037794627483
788399,788413,14,13.577759585868218,1.0310979445070785
788413,788419,6,13.57777734321659,0.4418985411480163
788497,788521,24,13.577883880685539,1.7675802953463067
788789,788813,24,13.57825413694006,1.7675320963913363
788947,788959,12,13.578454423934245,0.8837530123346026
789031,789067,36,13.57856088929698,2.651238249288719
789109,789121,12,13.57865973984264,0.8837396495612508
789589,789611,22,13.579267835900014,1.6201168034875773
789851,789857,6,13.579599599059618,0.4418392424777751
790199,790201,2,13.580040091456222,0.1472749702159042
790333,790351,18,13.580209654616375,1.3254581820009816
791227,791233,6,13.581340184087553,0.4417826163451706
791411,791419,8,13.581572707255617,0.5890334037475792
791789,791797,8,13.582050221160596,0.5890126946766947
791827,791849,22,13.582098212592873,1.6197791869596647
791887,791891,4,13.582173983849588,0.29450366375488607
791899,791909,10,13.582189137412001,0.7362583379475333
792031,792037,6,13.5823558114447,0.441749581832064
792107,792109,2,13.582451762681345,0.1472488203856632
792263,792277,14,13.58264868638036,1.0307267988193
792481,792487,6,13.582923809682766,0.44173110915359926
792643,792647,4,13.583128210096316,0.2944829746233866
792731,792751,20,13.583239224910601,1.4724028391785635
793333,793337,4,13.583998336811392,0.2944641114362011
793493,793511,18,13.58419999723357,1.325068830234074
793699,793711,12,13.584459575156288,0.8833623401512416
793777,793787,10,13.584557844358548,0.7361299583374251
793981,793999,18,13.584814810471926,1.3250088610795494
794011,794023,12,13.58485259403759,0.8833367838872845
794743,794749,6,13.585774070933065,0.44163843507725303
794999,795001,2,13.586096135774042,0.14720932194302142
795139,795149,10,13.586272221120549,0.7360370701578093
795329,795337,8,13.586511144507758,0.588819301357872
795713,795727,14,13.586993847047925,1.03039716935191
795761,795763,2,13.587054168485805,0.14719894211056112
796001,796009,8,13.587355721107137,0.5887827009321971
796181,796189,8,13.587581825912702,0.5887729032654878
796391,796409,18,13.587845550254482,1.324713320697326
796633,796657,24,13.588149374932403,1.7662449343010254
796711,796751,40,13.588247282226826,2.9437203466498034
796751,796759,8,13.588297487377634,0.588741894076967
797119,797131,12,13.588759256538907,0.8830828314384629
797273,797281,8,13.588952433625193,0.5887135185052524
797399,797417,18,13.58911045985286,1.3245900129503327
797729,797743,14,13.589524219757655,1.0302053091487602
797897,797911,14,13.589734795419647,1.030189345911197
797933,797947,14,13.589779913007368,1.030185925719076
798293,798319,26,13.590230976962099,1.9131389336998543
798481,798487,6,13.590466451739205,0.44148595056000933
798937,798943,6,13.591037373078999,0.44146740497415926
799217,799219,2,13.591387777361522,0.14715200778328888
799961,799979,18,13.592318255461745,1.3242774088788816
800221,800231,10,13.59264321850006,0.735692082787081
800237,800243,6,13.592663212776698,0.44141460036765856
800623,800647,24,13.593145453581617,1.765595761625306
800743,800759,16,13.593295325628636,1.1770508634380799
800971,800977,6,13.593580020651018,0.4413848295213589
801011,801019,8,13.59362995879016,0.5885109440416166
801079,801103,24,13.593714847903806,1.7655218068444973
801469,801487,18,13.594201572804026,1.3240939457606709
801551,801557,6,13.594303879699849,0.4413613270010612
801631,801641,10,13.59440368121966,0.735596811341917
801761,801791,30,13.59456583744881,2.206764111389222
802979,802987,8,13.59608384065667,0.5884047269609668
803041,803053,12,13.596161050155967,0.8826020783169778
803323,803333,10,13.596512153645458,0.7354827390286874
803417,803441,24,13.596629160753151,1.7651433834259682
803813,803819,6,13.59712193404386,0.44126985321632445
804059,804073,14,13.597427928553273,1.0296064868710475
804337,804341,4,13.597773614569364,0.2941658034160968
804367,804371,4,13.597810911673125,0.29416499655589234
804383,804409,26,13.597830802893016,1.9120696805896682
804613,804619,6,13.598116695463995,0.44123757240599765
804901,804913,12,13.598474567471413,0.8824519206518144
804913,804919,6,13.598489476026066,0.4412254765926694
805397,805403,6,13.59909060253534,0.4412059729112617
805463,805471,8,13.5991725463418,0.5882710858133802
805789,805799,10,13.599577200616176,0.7353169773209505
805843,805853,10,13.599644213433022,0.7353133540157264
806903,806917,14,13.600958741762517,1.0293392007000364
807011,807017,6,13.601092577890292,0.441141030813473
807077,807083,6,13.601174357818072,0.44113837836003833
807281,807299,18,13.601427089865222,1.3233905443210638
807493,807509,16,13.601689665310724,1.1763244415733027
807817,807869,52,13.602090826703083,3.8229416831944447
807907,807923,16,13.602202231868931,1.1762801145915336
808579,808589,10,13.603033665037808,0.7351301368680547
808991,808993,2,13.60354307113326,0.14702052175245456
809063,809087,24,13.60363206692703,1.7642347192224113
809437,809443,6,13.604094223252835,0.44104369622377976
809461,809491,30,13.60412387305165,2.2052136749083027
809707,809719,12,13.604427732814063,0.8820657682686526
810269,810281,12,13.605121570281465,0.8820207844531405
810391,810401,10,13.605272126228092,0.7350091866756646
810427,810437,10,13.605316548242168,0.7350067868352551
810643,810653,10,13.605583038894983,0.7349923903600811
810923,810941,18,13.605928384077087,1.322952722657666
811163,811171,8,13.60622429933898,0.5879662001741848
811171,811183,12,13.606234161673123,0.8819486609897056
811337,811351,14,13.606438783161066,1.028924630692198
811691,811697,6,13.606875004847462,0.44095356192090357
811879,811897,18,13.607106593261685,1.3228381711152097
812057,812081,24,13.607325813724453,1.7637558127544368
812281,812297,16,13.60760161839247,1.175813376133373
812297,812299,2,13.607621315815434,0.14697645926371447
812477,812491,14,13.607842885093051,1.0288184628686847
812639,812641,2,13.608042255477118,0.14697191281832017
813121,813133,12,13.608635208943955,0.8817930538775323
813133,813157,24,13.608649966786212,1.7635841952416524
813209,813217,8,13.608743428063182,0.5878573611361393
813511,813529,18,13.60911472736911,1.3226429757257052
813577,813583,6,13.609195853897038,0.44087836374857375
813863,813871,8,13.609547326151553,0.5878226371737968
813907,813931,24,13.609601387843329,1.763460906462537
814049,814061,12,13.609775839733134,0.8817191510947987
814061,814063,2,13.609790580751861,0.1469530326813825
814067,814069,2,13.60979795117974,0.14695295309851633
814069,814081,12,13.60980040797696,0.8817175594262627
814367,814379,12,13.610166403328728,0.8816938488764605
814579,814601,22,13.61042669434046,1.6164078095470824
814633,814643,10,13.610492984056002,0.7347272440252157
814741,814747,6,13.610625550305565,0.44083205270938464
815047,815053,6,13.61100105927188,0.4408198907539406
815411,815413,2,13.6114475595878,0.1469351434698226
815417,815431,14,13.611454917813193,1.0285454482663952
815453,815459,6,13.61149906602857,0.4408037623846101
815671,815681,10,13.611766366370295,0.7346585102067539
815851,815869,18,13.611987019233977,1.3223638822580188
816037,816043,6,13.61221497605553,0.44078057910150975
816329,816341,12,13.612572738963008,0.8815379891894078
816401,816427,26,13.612660934806836,1.9099866017759546
816821,816839,18,13.613175255590242,1.3222484587207757
816857,816859,2,13.613219327922742,0.1469160197762848
816869,816883,14,13.613234018268614,1.0284110286514105
817123,817127,4,13.6135449133061,0.2938250121825605
817321,817331,10,13.613787197533602,0.7345494574655678
817379,817403,24,13.613858158566238,1.7629095088594335
817519,817529,10,13.614029423073678,0.7345363881064885
817877,817889,12,13.614467237530505,0.8814153202352302
818021,818093,72,13.614643287626993,5.288423536254799
818281,818287,6,13.614961077377526,0.44069167483479155
818509,818561,52,13.61523967145676,3.81924969774963
818603,818621,18,13.615354507827274,1.3220368217112566
818707,818717,10,13.615481545468453,0.7344580481127552
818887,818897,10,13.615701380178065,0.734446189790718
819173,819187,14,13.616050573739846,1.028198296134464
819187,819229,42,13.61606766400084,3.0845910167619603
819311,819317,6,13.616219022135224,0.4406509611990004
819739,819761,22,13.616741275891641,1.6156582220557327
819781,819787,6,13.616792510399314,0.44063240263209746
819937,819943,6,13.616982787020623,0.4406262454645279
820333,820343,10,13.617465634366114,0.7343510362723595
820957,820969,12,13.618226011910686,0.881172040286645
821153,821167,14,13.61846472917193,1.0280160266531946
821497,821507,10,13.618883564596432,0.7342745793051598
821663,821677,14,13.619085614306217,1.0279691600802958
821809,821819,10,13.619263286941203,0.7342541067980142
822161,822163,2,13.619691518606476,0.14684620406179608
822229,822233,4,13.619774224047447,0.2936906246902016
823127,823129,2,13.620865781241347,0.14683354436649684
823351,823357,6,13.62113787719572,0.44049183365547595
823787,823789,2,13.62166728033035,0.14682490467873888
823969,823981,12,13.621888186824684,0.8809351416939832
824147,824179,32,13.62210419103882,2.3491231274718127
824741,824749,8,13.622824676633591,0.5872497216911201
825229,825241,12,13.62341620255737,0.8808363351438514
826289,826303,14,13.62469987024438,1.0275455704220873
826453,826477,24,13.624898328322576,1.7614810343289182
826541,826549,8,13.6250048017884,0.5871557563744807
826549,826559,10,13.625014480632263,0.7339441740935276
826799,826807,8,13.625316897306677,0.587142307242877
826831,826849,18,13.625355600039457,1.3210664388053017
827327,827347,20,13.625955300932437,1.4677869960891021
827539,827549,10,13.626211515032141,0.7338796986211624
827693,827699,6,13.626397591667253,0.4403218062321248
828013,828029,16,13.626784133727238,1.1741581757649546
828691,828697,6,13.627602626394426,0.44028287032518737
829057,829063,6,13.628044189292945,0.4402686046992701
829267,829273,6,13.628297457051383,0.4402604227643678
830117,830131,14,13.629321933693731,1.0271971025491662
830279,830293,14,13.629517067867162,1.0271823961397932
830387,830411,24,13.629647136165246,1.7608673034768303
830441,830447,6,13.629712163970677,0.4402147255802392
830873,830887,14,13.630232234240038,1.0271285007771973
830891,830899,8,13.630253897966055,0.5869296390138251
830923,830939,16,13.630292410097983,1.1738559613105894
831287,831301,14,13.630730381239799,1.0270909634650565
831683,831697,14,13.631206637585356,1.0270550782641479
831847,831851,4,13.63140380866196,0.2934400635581079
832331,832339,8,13.631985477225834,0.5868550852966455
832499,832519,20,13.632187299634813,1.46711599249636
832639,832673,34,13.63235545386627,2.4940664227147384
832889,832913,24,13.63265565896865,1.760478706451511
832963,832969,6,13.632744502395374,0.44011680839069167
832969,832973,4,13.632751705570534,0.29341105056329486
833269,833281,12,13.633111798190246,0.8802099020117302
833449,833453,4,13.633327791538491,0.293398652270548
833689,833711,22,13.633615710117105,1.6136585090684672
833947,833977,30,13.633925130160879,2.2003934826981113
834013,834023,10,13.634004268749376,0.7334602368374704
834593,834599,6,13.634699459853039,0.4400537039827551
834671,834703,32,13.63479291421383,2.3469370016350624
834893,834913,20,13.63505885190931,1.466807016912832
835099,835117,18,13.635305559679223,1.3201024297708117
835663,835673,10,13.635980700748295,0.733353927338078
835831,835841,10,13.636181718521097,0.7333431166011583
835841,835847,6,13.636193682590603,0.4400054839100907
835993,835997,4,13.636375518826041,0.293333077728587
836327,836347,20,13.636774963913634,1.4666224274379442
836347,836351,4,13.636798877718716,0.2933239711070048
836609,836611,2,13.63711209576168,0.1466586170118515
836683,836699,16,13.637200544161658,1.1732613264860947
836761,836789,28,13.637293765088149,2.0531932861694875
837203,837257,54,13.63782185292071,3.9595765791907027
837307,837313,6,13.637946068362998,0.4399489461187023
837409,837413,4,13.638067880061373,0.2932966777389291
837497,837503,6,13.63817296058539,0.43994162688361027
837533,837583,50,13.638215944890156,3.666168669131064
838561,838571,10,13.639442606555793,0.7331677905366532
838951,838963,12,13.639907580883282,0.8797713568688941
838991,838993,2,13.639955258335789,0.1466280469488886
839269,839303,34,13.640286553847263,2.4926162559547
839429,839437,8,13.640477177771857,0.586489746343814
839653,839669,16,13.640743990234059,1.1729565492509078
839963,839981,18,13.641113122230324,1.3195404098413486
839981,839999,18,13.641134551516062,1.3195383369339684
840137,840139,2,13.641320252759009,0.14661337487443654
840163,840179,16,13.641351199613739,1.1729043381313318
841237,841241,4,13.642628706627022,0.2931986266002362
841283,841289,6,13.64268338651197,0.43979617718989095
841597,841601,4,13.643056556320445,0.29318943181738205
841879,841889,10,13.643391577434661,0.7329555809670809
841927,841931,4,13.643448591128653,0.2931810072272278
842111,842113,2,13.64366711351441,0.1465881557619467
842173,842183,10,13.643740735302693,0.7329368238525199
842587,842599,12,13.64423219997224,0.8794925081987695
842599,842617,18,13.644246441723595,1.3192373852876678
842923,842939,16,13.644630892361429,1.1726224128904184
842981,842987,6,13.644699698177208,0.4397311874003016
843131,843137,6,13.644877622301342,0.4397254534693321
843383,843397,14,13.645176463582084,1.0260035872284181
843457,843461,4,13.645264201601158,0.29314199717222283
844013,844043,30,13.645923176303073,2.1984588079827914
844069,844087,18,13.645989523790957,1.3190688713792496
844321,844351,30,13.646288033023861,2.1984000284473217
844511,844513,2,13.646513040604013,0.14655758537358032
844609,844619,10,13.646629077357009,0.7327816960008365
844847,844861,14,13.646910824856292,1.0258731942836907
844891,844897,6,13.646962903936018,0.4396582625918546
845183,845197,14,13.647308450939175,1.0258433045848359
845209,845219,10,13.647339213034595,0.73274356589957
845219,845231,12,13.647351044357787,0.879291516793008
845279,845287,8,13.647422029357504,0.586191295527528
845881,845893,12,13.648133966756008,0.8792410764159763
846187,846217,30,13.648495654351702,2.198044440922305
846323,846341,18,13.648656362412858,1.3188111358397403
846427,846437,10,13.648779239388348,0.732666257150785
846751,846757,6,13.649161951665445,0.4395874282426469
846779,846823,44,13.649195018691128,3.223633330738308
846931,846943,12,13.649374506325266,0.879161165549313
848123,848131,8,13.650780951425528,0.5860470568289775
848251,848269,18,13.650931861543512,1.3185913007674144
848473,848489,16,13.651193542289782,1.1720586885266766
848489,848531,42,13.65121239951817,3.0766498074180153
849161,849179,18,13.652004082179612,1.3184877393565948
849581,849587,6,13.652498565754586,0.4394799948963316
849839,849857,18,13.652802198761119,1.3184106630969394
850181,850189,8,13.653204546974216,0.5859430269630683
850229,850243,14,13.653261003946373,1.0253960570997218
850891,850897,6,13.654039314745631,0.4394304030983946
851303,851321,18,13.654523395888022,1.318244473140717
851419,851423,4,13.654659648312293,0.2929402931324178
851507,851519,12,13.654762999837937,0.8788142276905446
851671,851677,6,13.654955581001511,0.4394009167153904
851731,851749,18,13.655026028259439,1.3181959494437083
851797,851801,4,13.655103514511538,0.2929307709567433
851821,851831,10,13.655131689841925,0.7323254163443196
851891,851899,8,13.655213863354865,0.5858568075208842
852167,852179,12,13.655537795993794,0.8787643649978041
852289,852301,12,13.655680950173435,0.8787551528030971
852581,852583,2,13.656023498288958,0.14645551834694717
852623,852641,18,13.656072759257157,1.3180949103978805
853091,853103,12,13.656621503081437,0.8786946315596692
853637,853663,26,13.657261323859705,1.9037491766066674
853733,853739,6,13.657373777516618,0.43932311568403215
853759,853763,4,13.657404231539246,0.29288142403830597
854089,854093,4,13.657790682797328,0.2928731368711193
854093,854099,6,13.657795366139032,0.4393095546646896
854363,854383,20,13.658111441006923,1.46433129399957
854897,854899,2,13.658736272825807,0.1464264306778527
854951,854957,6,13.6587994363351,0.4392772606382093
855059,855061,2,13.658925751386057,0.14642439942958527
855221,855229,8,13.659115194050981,0.5856894744898468
855307,855311,4,13.659215747798214,0.292842581437721
855391,855397,6,13.659313953326095,0.4392607140081861
855727,855731,4,13.659706679022767,0.2928320566460484
855983,855989,6,13.660005795113586,0.43923846665909183
855989,855997,8,13.660012804574022,0.5856509883593388
856369,856381,12,13.6604566370042,0.8784479405683802
856417,856421,4,13.660512686037778,0.29281477876656453
856571,856627,56,13.66069248881563,4.099352946115189
857053,857069,16,13.661255039308285,1.171195468788359
857083,857099,16,13.661290042365222,1.171192467942791
857099,857107,8,13.66130871016129,0.5855954337705285
857267,857273,6,13.661504700983015,0.4391902745213907
857431,857453,22,13.661695988312328,1.6103417920308831
857459,857471,12,13.661728643468056,0.8783661506655264
857687,857707,20,13.66199451004891,1.4639150956538043
857711,857713,2,13.662022491893358,0.14639120973389855
857827,857839,12,13.662157726438064,0.8783385641038552
858167,858217,50,13.662553998225086,3.6596378690613443
858217,858223,6,13.662612260245721,0.43915467157465027
858899,858911,12,13.663406615473745,0.8782582805089073
859181,859189,8,13.663734888898187,0.5854914534751414
859567,859577,10,13.664184053064766,0.7318402592621022
859657,859667,10,13.664288751463674,0.7318346517617927
860059,860063,4,13.664756270527661,0.2927238452563736
860323,860333,10,13.665063179112002,0.7317931771647931
860441,860479,38,13.665200327495144,2.780786164074147
860501,860507,6,13.665270056748104,0.4390692591572396
861083,861089,6,13.665946178299155,0.43904753624214493
861299,861317,18,13.666196993740947,1.3171184352343168
861391,861433,42,13.666303803439833,3.0732523295310124
861541,861547,6,13.666477925228017,0.43903045340776004
861563,861571,8,13.666503460541035,0.5853728441293127
861589,861599,10,13.666533637797599,0.7317144394495874
861659,861691,32,13.666614879731481,2.3414722871468467
862033,862061,28,13.667048831975697,2.0487231987121204
862231,862241,10,13.667278495183734,0.7316745615101017
862259,862261,2,13.667310968552673,0.1463345646120024
862573,862583,10,13.667675061987245,0.7316533320149057
862633,862649,16,13.667744618898158,1.1706393736591385
863131,863143,12,13.668321754605964,0.8779424581482528
863393,863479,86,13.668625254588601,6.2917812434084786
863491,863497,6,13.668738753816234,0.4389578371541291
863539,863561,22,13.668794340575017,1.6095055241773801
863711,863729,18,13.668993501090947,1.31684896906004
863729,863743,14,13.669014341178013,1.0242143032819047
863897,863899,2,13.6692088277168,0.1463142472404575
863917,863921,4,13.669231978356859,0.2926279988761175
863959,863983,24,13.669280592956527,1.75576174889311
864137,864151,14,13.669486600030936,1.024178918319311
864449,864491,42,13.669847588727349,3.0724556164499393
864631,864641,10,13.670058105303415,0.7315257859891916
865247,865253,6,13.67077029428557,0.43889260596442187
865829,865847,18,13.671442708462566,1.3166130586099793
865867,865871,4,13.671486596073331,0.2925797404613529
865877,865889,12,13.671498145124461,0.8777384799104441
866009,866011,2,13.67165058010027,0.1462881155630977
866011,866029,18,13.671652889542424,1.3165928176664263
866161,866183,22,13.671826082505218,1.6091486146208154
866183,866197,14,13.671851481617637,1.0240017614895518
866849,866851,2,13.672620076811246,0.14627774258073611
867173,867203,30,13.672993774496478,2.1941061697810054
867259,867263,4,13.67309294240859,0.29254536752204496
867337,867343,6,13.673182876894836,0.43881516498538875
867389,867397,8,13.673242828725863,0.5850843212696367
867487,867509,22,13.673355805100089,1.6089685892466952
867509,867511,2,13.673381165389104,0.14626960046009116
867641,867653,12,13.673533313618657,0.8776078373282025
867947,867959,12,13.673885931870421,0.8775852058287974
868267,868271,4,13.67425455002881,0.2925205162274511
868271,868277,6,13.674259156896035,0.43878062651563493
868327,868331,4,13.67432365080887,0.29251903802667345
868331,868337,6,13.67432825735777,0.4387784092261768
868459,868487,28,13.67447565571938,2.047610504779314
868909,868937,28,13.674993680697467,2.0475329388650887
868957,868993,36,13.67504892085984,2.632531715852644
869251,869257,6,13.675387200286472,0.4387444327627017
869467,869471,4,13.675635659209783,0.2924909744364403
869879,869887,8,13.676109400498412,0.584961685061429
869887,869893,6,13.676118597137501,0.4387209687736869
870301,870323,22,13.676594407806016,1.6085875872317554
871463,871477,14,13.677928687504519,1.0235467898578612
871727,871763,36,13.678231580478915,2.631919176699561
871987,871993,6,13.678529794523106,0.43864363276836993
872017,872023,6,13.678564198113927,0.43864252951543786
872161,872173,12,13.67872931887606,0.8772744690137639
872203,872227,24,13.678777473962967,1.754542761272569
872959,872999,40,13.67964386922861,2.924052729908939
873133,873139,6,13.67984317144244,0.4386015193891542
873427,873437,10,13.680179833226493,0.730984542740582
873553,873569,16,13.680324082159185,1.1695629360759046
873619,873641,22,13.680399632820519,1.6081401560243902
873991,874001,10,13.680825357101815,0.7309500515485294
874249,874267,18,13.681120511087393,1.3156817078990366
874427,874457,30,13.681324093684301,2.19277021687169
874583,874597,14,13.681502480314924,1.0232794256437356
874711,874721,10,13.681648825069127,0.7309060572930964
874777,874799,22,13.681724275715293,1.6079844584391625
875141,875183,42,13.68214029521478,3.0696951714995326
875417,875419,2,13.682455623244227,0.14617259175336414
875509,875513,4,13.682560710495299,0.29234293818493884
875579,875591,12,13.682640660789101,0.8770236899072331
875717,875731,14,13.682798258362881,1.0231825198068125
876181,876191,10,13.683327969579915,0.7308163644276813
876611,876619,8,13.683818615370889,0.5846321282725631
876761,876769,8,13.683989714259619,0.5846248182767539
876817,876823,6,13.68405358367406,0.4384665671843304
877199,877213,14,13.68448915553434,1.0230560922574197
877213,877223,10,13.684505115297497,0.7307534993590159
877573,877577,4,13.68491542174518,0.292292635849546
877843,877853,10,13.685223041138109,0.7307151640817077
877907,877909,2,13.685295944455811,0.14614225429375827
878609,878621,12,13.686095254040666,0.8768023148499667
879401,879413,12,13.686996272867159,0.8767445947061864
879553,879581,28,13.687169102856322,2.0457115558071677
879673,879679,6,13.687305526488288,0.4383623926848517
879839,879859,20,13.68749421517071,1.4611878321623502
879859,879863,4,13.687516946343901,0.29223708110684365
879979,880001,22,13.687653322533285,1.6072879318021975
880031,880043,12,13.68771241310665,0.8766987234849716
880109,880127,18,13.687801042420286,1.3150395702140647
880487,880513,26,13.68823044247096,1.8994420140187642
880699,880703,4,13.688471189332477,0.29221670884015366
880819,880823,4,13.688607435456769,0.29221380033436
881099,881119,20,13.688925270909222,1.4610350779328636
881207,881219,12,13.689047837591893,0.8766131978183647
881681,881707,26,13.689585591563128,1.8992539858930253
881983,881987,4,13.689928060426759,0.29218561137386334
882029,882031,2,13.689980214266994,0.1460922491265329
882239,882241,2,13.690218273338507,0.14608970872984325
882367,882377,10,13.690363348216668,0.7304408031874932
882697,882701,4,13.690737272339357,0.2921683412975548
882907,882913,6,13.690975151275959,0.43824489736516814
883049,883061,12,13.691135970685169,0.8764794992682746
883307,883327,20,13.691428097529174,1.4607679971389766
883627,883639,12,13.691790306874287,0.8764376119589793
884183,884201,18,13.692419333770088,1.3145960228961129
884483,884489,6,13.692758572499026,0.43818781790621736
884693,884699,6,13.692995971153524,0.4381802209421485
884813,884827,14,13.693131602228167,1.0224103884112163
884857,884881,24,13.693181329013397,1.7526971580481667
884921,884951,30,13.693253654468938,2.190859875746856
884987,884999,12,13.693328234616642,0.8763391773275456
885041,885061,20,13.693389250600589,1.4605587874545234
885553,885589,36,13.693967587604183,2.62889478667872
885821,885823,2,13.694270177573376,0.1460464832419715
885947,885959,12,13.694412408384872,0.8762697983779567
886021,886031,10,13.694495931337933,0.7302203783285227
886493,886511,18,13.69502850824413,1.3143455662881143
886549,886583,34,13.695091676516533,2.482641285147512
886867,886891,24,13.695450306418833,1.7524067820356075
886987,886993,6,13.695585605040007,0.4380973675044597
887057,887059,2,13.695664520782838,0.14603161438169346
887569,887573,4,13.69624154378848,0.29205092413210837
887669,887671,2,13.69635420473885,0.14602426091667614
887867,887903,36,13.69657723598217,2.628393895770155
888287,888313,26,13.697050167955219,1.8982189362807482
888373,888389,16,13.697146978825128,1.16812647369083
888413,888427,14,13.697192003943524,1.0221073046190268
