p,next_p,gap,log_x,z_gap_over_logx
178351,178361,10,12.09150879772394,0.8270266488068356
178361,178393,32,12.091564865363955,2.646473004636758
178793,178799,6,12.09398399106703,0.496114432136819
178951,178973,22,12.094867304331673,1.8189533995235225
178987,179021,34,12.095068456487194,2.811063047912233
179021,179029,8,12.095258396377377,0.6614162126867882
179033,179041,8,12.095325425373028,0.6614125472984762
179107,179111,4,12.095738671595473,0.33069497519760693
179203,179209,6,12.096274520454266,0.49602048877563626
179213,179233,20,12.09633032153459,1.653394002013556
179281,179287,6,12.096709686326276,0.4960026449822304
179317,179321,4,12.096910468261038,0.3306629416242187
179563,179573,10,12.09828140026354,0.8265636803407604
179807,179813,6,12.09963933240865,0.4958825494846872
179999,180001,2,12.100706574301359,0.16527960476683742
180241,180247,6,12.102050123248747,0.49578376712170846
180533,180539,6,12.103668865529295,0.49571746109873593
180667,180679,12,12.104410836770422,0.9913741496237681
181193,181199,6,12.107318040498228,0.4955680506558407
181199,181201,2,12.10735115381199,0.16518889842971982
181421,181439,18,12.10857557622518,1.4865497503556448
181459,181499,40,12.108785011852047,3.3033867527458867
181501,181513,12,12.109016442313738,0.9909970852849129
181711,181717,6,12.110172791902407,0.4954512295656064
181889,181891,2,12.111151889890415,0.16513705865331169
181919,181927,8,12.111316812047532,0.6605392397994355
181967,181981,14,12.111580630937395,1.1559184904601876
182089,182099,10,12.112250857521035,0.825610377264483
182233,182239,6,12.11304136705655,0.49533389824937013
182339,182341,2,12.113622870863681,0.16510337339380976
182503,182509,6,12.11452189022574,0.4952733631890938
182641,182653,12,12.11527775644055,0.9904849266555802
182713,182747,34,12.115671894733449,2.8062826639255087
182933,182953,20,12.116875244566609,1.650590568634294
183023,183037,14,12.117367106986213,1.1553664980512444
183059,183067,8,12.11756378423402,0.6601987117582727
183299,183301,2,12.118873978275545,0.16503183411142214
183503,183509,6,12.119986295116965,0.4950500647362404
183509,183511,2,12.120018991595556,0.16501624307576332
183661,183683,22,12.120846945996423,1.815054682071265
184189,184199,10,12.123717683322017,0.8248295004226709
184409,184417,8,12.124911395855042,0.6597986359500192
184477,184487,10,12.125280073445248,0.8247232178908857
184571,184577,6,12.125789492285252,0.4948131421725042
184649,184651,2,12.126212004614812,0.16493196715007705
184721,184727,6,12.126601857612684,0.4947799944659184
184777,184823,46,12.126904971569614,3.7932184764243364
185057,185063,6,12.128419164713014,0.49470585725274724
185267,185291,24,12.12955330682916,1.9786384043085543
185323,185327,4,12.129855527614536,0.32976485094102703
185369,185371,2,12.13010371209241,0.16487905194134614
185429,185441,12,12.130427338436261,0.9892479189069464
185681,185683,2,12.131785426543468,0.1648561963207942
185821,185831,10,12.132539123732863,0.8242297756484187
186113,186119,6,12.134109295107313,0.4944738714706736
186119,186149,30,12.134141533066437,2.4723627887681854
186481,186551,70,12.136084636200623,5.767922859667409
187111,187123,12,12.139457302623786,0.9885120644896008
187129,187133,4,12.13955349757897,0.329501410475907
187211,187217,6,12.139991601983048,0.49423427929059766
187379,187387,8,12.140888582742086,0.6589303530362484
187469,187471,2,12.141368777390207,0.16472607303753284
187631,187633,2,12.142232547105335,0.16471435481416413
187883,187897,14,12.143574707652368,1.1528730490847798
187927,187931,4,12.143808868532606,0.32938594828883694
188291,188299,8,12.145743917432874,0.6586669416368595
188333,188351,18,12.145966951547397,1.4819734049833553
188527,188533,6,12.146996511687165,0.4939492650901096
188911,188927,16,12.149031283662906,1.3169774302512156
189011,189017,6,12.149560493406364,0.49384502453864354
189257,189271,14,12.150861158726617,1.1521817110012282
189307,189311,4,12.151125314854989,0.3291876181303078
189337,189347,10,12.15128377504484,0.8229583133048918
189391,189401,10,12.151568940125667,0.8229390006568637
189493,189509,16,12.15210736350836,1.3166440619218442
189823,189851,28,12.153847338005912,2.3037972438934693
190031,190051,20,12.154942495728559,1.6454211944670507
190321,190331,10,12.156467399271568,0.8226073966684774
190387,190391,4,12.156814121697476,0.32903357408918527
190537,190543,6,12.157601680411304,0.49351838937669606
190543,190573,30,12.15763316986234,2.4675855555806088
190711,190717,6,12.158514472148342,0.4934813388382498
190753,190759,6,12.158734676414904,0.4934724015023203
190913,190921,8,12.159573105876122,0.6579178339849772
191123,191137,14,12.160672478820823,1.1512521223133485
192029,192037,8,12.165401681270941,0.6576026184417961
192037,192043,6,12.165443340777387,0.49320027490396356
192103,192113,10,12.16578696550092,0.8219772406304219
192319,192323,4,12.16691073064824,0.32876052833395647
192581,192583,2,12.168272123428006,0.16436187321528822
192613,192617,4,12.168438273472262,0.3287192579774332
192931,192949,18,12.170087891010663,1.4790361549726814
193093,193133,40,12.170927217112203,3.2865203518562165
193441,193447,6,12.172727835396879,0.4929051303153839
193469,193493,24,12.17287257189916,1.9715970785238919
193597,193601,4,12.173533957836783,0.3285816603341363
193813,193841,28,12.174649055652441,2.2998609546778
194027,194057,30,12.17575260361922,2.4639134003989662
194371,194377,6,12.177523982925754,0.4927109984273214
194431,194443,12,12.177832623315856,0.9853970218825824
194659,194671,12,12.179004588805057,0.985302198755258
194713,194717,4,12.179281958520118,0.32842658652809714
194819,194827,8,12.179826201368543,0.6568238222562739
195043,195047,4,12.180975326057018,0.3283809295174724
195443,195457,14,12.183024055793346,1.149139978373648
195733,195737,4,12.184506764615607,0.3282857547928154
195817,195863,46,12.184935828598693,3.775153242254715
196331,196337,6,12.187557289344907,0.492305378145427
196583,196597,14,12.188840012966631,1.1485916613153209
197207,197221,14,12.192009217478073,1.1482930951143022
197257,197261,4,12.19226272603788,0.32807691975481895
197279,197293,14,12.192374249447774,1.1482587159456739
197347,197359,12,12.19271887955665,0.9841939372620343
197891,197893,2,12.195471653042627,0.16399529734473398
198241,198251,10,12.197238741240884,0.8198576917403727
198251,198257,6,12.197289183620564,0.49191258071156096
198301,198313,12,12.197541357359519,0.9838048216790566
198413,198427,14,12.19810599587984,1.1477191626904033
198461,198463,2,12.198347886254288,0.16395662909841263
198817,198823,6,12.200140082627046,0.49179763177834146
199289,199313,24,12.20251131150157,1.9668082567052092
199321,199337,16,12.202671869440753,1.3111882521457392
199357,199373,16,12.202852466313908,1.3111688471337464
199721,199729,8,12.204676671611825,0.6554864348523106
199751,199753,2,12.204826869873813,0.16386959203303128
199909,199921,12,12.205617541986264,0.9831538599928306
200009,200017,8,12.206117644517704,0.6554090524920629
200023,200029,6,12.20618763891818,0.49155397061647765
200191,200201,10,12.207027189807794,0.8192002724749772
200231,200237,6,12.207226979030828,0.49151211903461794
200461,200467,6,12.208374993092804,0.49146589971184956
200579,200587,8,12.208963463087843,0.6552562815170119
200789,200797,8,12.210009884422691,0.6552001247932039
201007,201011,4,12.211095012305453,0.3275709505141915
201251,201281,30,12.212308164212564,2.456538075898969
201281,201287,6,12.21245722068537,0.49130161863226385
201653,201661,8,12.214303677453433,0.6549697969903369
201743,201757,14,12.214749889123818,1.1461552735079572
201973,201979,6,12.21588930408326,0.49116358626419865
202343,202357,14,12.217719556179572,1.1458766863672993
202661,202667,6,12.219289911362976,0.4910268962863769
202747,202751,4,12.219714175320718,0.3273398986760684
202751,202753,2,12.219733904147986,0.1636696850920052
202753,202757,4,12.219743768415663,0.3273391059425312
202921,202931,10,12.220572019718947,0.8182923012003152
202967,202973,6,12.220798683233005,0.49096627442460283
203311,203317,6,12.222492105383388,0.4908982512132124
203321,203323,2,12.222541289904045,0.1636320919326345
203419,203429,10,12.223023170230034,0.8181282045145467
203641,203653,12,12.224113918630811,0.9816662442674688
203659,203663,4,12.224202305569243,0.32721971544741485
204299,204301,2,12.22733988603113,0.16356787483145524
204437,204439,2,12.2280151385425,0.16355884232560633
204719,204733,14,12.229393586101146,1.1447828464619185
204979,204983,4,12.23066281384892,0.32704687071176175
205111,205129,18,12.23130657499676,1.4716334587504827
206027,206033,6,12.235762507144228,0.4903658432808511
206203,206209,6,12.236616399440733,0.49033162470257924
206347,206351,4,12.237314496669423,0.326869101965849
206501,206519,18,12.238060533986511,1.4708212914956513
207521,207523,2,12.242987818351304,0.16335881646489533
207589,207593,4,12.243315442357511,0.3267088901558008
207797,207799,2,12.244316920584437,0.1633410841104346
207821,207833,12,12.244432411251475,0.9800372607694853
207869,207877,8,12.244663352578971,0.6533458511388996
207877,207923,46,12.244701837615512,3.7567268366379323
207947,207953,6,12.245038518522152,0.48999437534837065
208073,208099,26,12.245644258649321,2.1232039287468054
208099,208111,12,12.245769206988152,0.9799302760950368
208121,208129,8,12.245874920312934,0.6532812111880991
208291,208309,18,12.246691419402511,1.46978472663094
208441,208457,16,12.2474113065553,1.3063985196150116
208459,208463,4,12.247497658198434,0.32659732719543844
208519,208529,10,12.247785443167492,0.816474132928134
208799,208807,8,12.249127345707121,0.6531077499821824
209089,209123,34,12.250515277624542,2.7753934613755145
209173,209179,6,12.250916939746032,0.4897592587975201
209701,209707,6,12.253437985595856,0.48965849478759443
209861,209887,26,12.254200685782031,2.1217214134714286
210071,210097,26,12.255200847796385,2.1215482571772846
210157,210169,12,12.255610149419317,0.9791434170716153
210323,210347,24,12.256399723280733,1.9581606786544816
210481,210487,6,12.257150666748117,0.48951017762041016
210527,210533,6,12.257369189912444,0.48950145068142953
210599,210601,2,12.257711130332657,0.16316259852549836
211073,211093,20,12.259959324187824,1.6313267826706208
211369,211373,4,12.261360700227335,0.32622806699796675
211597,211619,22,12.262438801172015,1.7940966194993195
211639,211643,4,12.26263727200218,0.32619410582523906
211643,211657,14,12.262656171931779,1.1416776107646938
211693,211711,18,12.262892390917324,1.4678429383700653
211997,212029,32,12.264327402610627,2.6091932276032006
212029,212039,10,12.264478336751745,0.8153628491506233
213091,213097,6,12.26947458350174,0.4890184953859356
213253,213263,10,12.270234533250283,0.8149803471891
213539,213553,14,12.271574764757949,1.140847875547792
214051,214063,12,12.273969583367832,0.9776788119355386
214129,214133,4,12.274333916129114,0.3258832639988547
214243,214259,16,12.274866163814263,1.3034765337944996
214363,214373,10,12.275426118659205,0.8146356715714778
214457,214463,6,12.275864531053708,0.4887639469156789
214967,214987,20,12.278239806957162,1.628897978411164
215497,215503,6,12.28070226731535,0.48857140816521427
215617,215653,36,12.28125896463021,2.931295570240747
215687,215689,2,12.281583561669025,0.16284544985241356
215959,215981,22,12.282843853834375,1.7911161504452562
216127,216133,6,12.283621476846765,0.48845529889612116
216133,216149,16,12.283649237916494,1.302544519963341
216791,216803,12,12.286689034770815,0.9766666972721865
217001,217003,2,12.28765724080691,0.1627649568021856
217033,217057,24,12.287804694693278,1.9531560434358837
217207,217219,12,12.288606094883553,0.9765143342820862
217223,217229,6,12.288679754621633,0.4882542404722906
217339,217351,12,12.289213625520402,0.9764660592342698
217573,217577,4,12.290289705382902,0.32546018815553873
217619,217643,24,12.29050110632856,1.9527275407543838
218279,218287,8,12.293529340017914,0.650748843455263
218681,218711,30,12.295369325890377,2.4399429740454366
218971,218987,16,12.296694579938999,1.3011626739191056
219143,219169,26,12.297479763744295,2.1142543431259617
219293,219301,8,12.298164014151892,0.6505036028787828
219679,219683,4,12.299922668915691,0.3252052966242448
219943,219953,10,12.301123700855559,0.8129338622376822
220057,220063,6,12.301641882685336,0.4877397714239308
220411,220421,10,12.30324926427137,0.8127934162107887
220889,220897,8,12.305415591880418,0.6501202613001307
221173,221197,24,12.306700479697387,1.9501571554124753
221209,221219,10,12.306863234963558,0.8125547354414564
221251,221261,10,12.307053082633972,0.8125422010335382
221567,221581,14,12.308480305798524,1.1374271764000468
221603,221621,18,12.308642771669767,1.4623870668689618
221813,221827,14,12.309589963542413,1.1373246421257013
222059,222067,8,12.310698391310718,0.6498412799753631
222199,222247,48,12.311328655727495,3.898848072557089
222311,222317,6,12.311832581409123,0.4873360614942088
222379,222389,10,12.312138412439863,0.8122065936081633
222419,222437,18,12.312318269364164,1.4619505121783667
222533,222553,20,12.31283068419765,1.62432185684711
222643,222647,4,12.313324870776615,0.324851333167799
222713,222731,18,12.313639226036571,1.4617936801282845
222967,222977,10,12.31477905742905,0.812032433011242
223019,223037,18,12.31501224860651,1.4616307021567734
223063,223087,24,12.315209521754241,1.9488097183896973
223103,223129,26,12.31538882721502,2.1111797901617364
223273,223277,4,12.316150516948426,0.3247768037988448
223313,223319,6,12.316329653778093,0.4871581200458914
223507,223529,22,12.317198012455817,1.7861205103427265
223667,223679,12,12.317913617597565,0.9741909525048634
223753,223757,4,12.318298043868447,0.3247201834015568
223843,223849,6,12.318700192239804,0.4870643741926372
224047,224057,10,12.31961113025631,0.811713932710143
224131,224149,18,12.31998598132434,1.4610406235271614
224239,224251,12,12.320467726321056,0.9739889967296924
224317,224327,10,12.320815508987149,0.8116345864204946
224351,224359,8,12.320967068715346,0.6492996820284599
224473,224491,18,12.32151071167118,1.4608598264618673
224491,224501,10,12.321590896273998,0.8115835109428898
224617,224629,12,12.32215200853789,0.9738558647617175
224629,224633,4,12.322205431384182,0.3246172142051904
224993,225023,30,12.323824569591485,2.4343092382233134
225133,225143,10,12.324446617660312,0.8113954573563168
225341,225343,2,12.325370089446839,0.16226693279680332
225613,225619,6,12.326576421059311,0.48675315797736946
225689,225697,8,12.326913224356076,0.6489864781552316
225769,225779,10,12.327267631635767,0.8112097748520326
226013,226027,14,12.328347798723982,1.135594179249959
226103,226123,20,12.328745926643316,1.6222250112867154
226241,226267,26,12.329356081765441,2.1087881498087984
226463,226483,20,12.33033685515289,1.622015702810417
226621,226631,10,12.33103429759802,0.810961980857349
226819,226823,4,12.331907621577308,0.32436181998323965
226907,226913,6,12.332295520887039,0.4865274262879837
227089,227093,4,12.333097290108572,0.32433053156955893
227251,227257,6,12.333810412470088,0.4864676688992807
227299,227303,4,12.334021610358894,0.3243062260115181
227453,227459,6,12.334698902623192,0.48643262777366975
227671,227693,22,12.335656883378643,1.7834477894438943
227789,227797,8,12.336175040857412,0.6484992287726138
227827,227849,22,12.336341847993632,1.7833487650618287
228023,228049,26,12.337201780041799,2.107447090803107
228359,228383,24,12.338674231017986,1.945103627070954
228427,228443,16,12.338971963437553,1.2967044618798622
229093,229123,30,12.341883313631712,2.430747337147869
229127,229133,6,12.342031713963703,0.48614362197851385
229157,229171,14,12.342162637146894,1.1343230851506867
229171,229181,10,12.342223728766887,0.8102267646220266
229247,229249,2,12.342555303882596,0.16204099967620644
229249,229253,4,12.342564028059034,0.3240817702793827
229267,229283,16,12.342642542222157,1.296318834906433
229321,229343,22,12.342878047731457,1.7824043885812726
230059,230063,4,12.346091076748387,0.3239891861427518
230117,230123,6,12.346343154215734,0.4859738567975298
230149,230189,40,12.346482204243552,3.2397892240311
230369,230383,14,12.347437650140286,1.1338384850917582
230653,230663,10,12.348669695621519,0.8098038287918342
231019,231031,12,12.350255237203747,0.9716398381671787
231349,231359,10,12.35168267187065,0.8096062913576705
231613,231631,18,12.35282315436647,1.4571567790669266
231631,231643,12,12.352900867191718,0.9714317413386686
231839,231841,2,12.353798444225676,0.16189352683949815
231871,231877,6,12.353936461521188,0.4856751545297487
232259,232303,44,12.355608407270804,3.5611358461399343
232439,232451,12,12.356383103994277,0.9711579755180079
232523,232549,26,12.356744423848003,2.104114086054987
232681,232699,18,12.357423695763442,1.456614294626074
232751,232753,2,12.357724491585508,0.16184209328843827
232901,232907,6,12.358368749551493,0.48550096874377136
232907,232919,12,12.358394511238712,0.9709999133857729
233117,233141,24,12.35929575243751,1.9418582159316562
233423,233437,14,12.360607537252873,1.1326304113941215
234007,234029,22,12.363106308422322,1.7794880551186862
234089,234103,14,12.363456663908542,1.1323693996411912
234287,234293,6,12.364302138534889,0.4852679862375938
234461,234463,2,12.365044541736573,0.16174628350502615
234529,234539,10,12.36533452659969,0.8087124516112766
234893,234907,14,12.36688537028812,1.1320554513778784
234917,234931,14,12.36698753925013,1.1320460989846592
235171,235177,6,12.368068188084894,0.485120223203512
235591,235601,10,12.369852529690359,0.8084170749811129
235951,235967,16,12.371379435331608,1.2933076770974592
236129,236143,14,12.372133544840317,1.1315752411869633
236339,236377,38,12.373022493991705,3.0711978434091316
236507,236519,12,12.37373308478477,0.9697962545155974
236659,236681,22,12.374375565458482,1.7778674878278498
236893,236897,4,12.375363841377686,0.3232228200536446
236993,237011,18,12.375785883816096,1.4544530883924494
237067,237071,4,12.376098080586974,0.32320364414971475
237163,237173,10,12.376502947429271,0.8079826783442979
237373,237379,6,12.377388022591994,0.48475494094944904
237883,237901,18,12.379534235141714,1.454012700163105
237997,238001,4,12.38001334753215,0.3231014287070511
238019,238031,12,12.380105781399985,0.9692970489823228
238223,238229,6,12.380962488756653,0.48461498897591315
238423,238439,16,12.38180168602984,1.2922190490300378
238481,238499,18,12.382044921566912,1.4537178724531838
238519,238529,10,12.38220425070771,0.8076106481144862
238591,238627,36,12.382506067901005,2.9073274668786384
238921,238939,18,12.383888232338906,1.4535014901858814
239461,239489,28,12.386145843324924,2.260590207331493
239779,239783,4,12.387472944763333,0.3229068606515872
239957,239963,6,12.388215019605196,0.4843312769841814
240007,240011,4,12.388423368565457,0.3228820876552904
240113,240131,18,12.388864924850228,1.45291760860954
240283,240287,4,12.389572674319815,0.3228521358360408
240517,240551,34,12.390546052100497,2.7440275720726754
240899,240913,14,12.392133037494306,1.1297490075066856
240967,240997,30,12.392415273636516,2.4208355948030293
241069,241079,10,12.392838478548692,0.8069176417742746
241543,241559,16,12.39480279005529,1.2908636201002943
241559,241561,2,12.39486902865503,0.1613570902101755
241651,241663,12,12.395249815481096,0.9681127995510468
241811,241817,6,12.39591170827036,0.48403055307314696
241847,241861,14,12.396060573791312,1.1293910607051936
241993,242009,16,12.396664079100635,1.2906698042237168
242197,242201,4,12.397506723566943,0.3226455197153659
242491,242509,18,12.398719875268894,1.4517627772124846
242519,242521,2,12.398835336805897,0.16130547310867235
243787,243799,12,12.404050172212212,0.9674259482505663
243889,243911,22,12.40446848273595,1.7735544276337782
244301,244303,2,12.406156350565329,0.16121028491704145
244841,244843,2,12.408364299256617,0.16118159910245541
245251,245257,6,12.410037454891263,0.4834796044580167
245317,245321,4,12.41030653073966,0.3223127478835608
245591,245593,2,12.411422829632542,0.16114187933594176
245621,245627,6,12.411544976485784,0.4834208804276392
245741,245747,6,12.412033414754863,0.4834018568518734
245977,245981,4,12.412993314608523,0.3222429835108753
246329,246343,14,12.414423319767852,1.1277205263096988
246349,246361,12,12.414504508698597,0.9666112724508528
246361,246371,10,12.414553218893245,0.8055062331829529
246809,246811,2,12.416370037123189,0.16107767358900252
246833,246839,6,12.416467273582077,0.4832292364484311
246971,246979,8,12.417026199810266,0.6442766465389468
247241,247249,8,12.418118848417999,0.6442199577610869
247301,247309,8,12.418361497172986,0.6442073700158578
247579,247591,12,12.41948500197917,0.9662236395541103
247693,247697,4,12.419945355086204,0.3220626086218587
247957,247991,34,12.421010623017064,2.7372973932568296
248119,248137,18,12.421663748771017,1.449081247411877
248779,248783,4,12.424320231140152,0.32194920330324817
248821,248827,6,12.424489041429942,0.482917243517441
249037,249059,22,12.425356758785304,1.7705729040290918
249127,249131,4,12.425718085581215,0.3219129850243097
249397,249419,22,12.426801283286439,1.770367087915789
249419,249421,2,12.426889492165122,0.16094132013171564
249499,249503,4,12.427210186149646,0.32187433382740027
249563,249583,20,12.427466667309705,1.6093384545226541
249589,249593,4,12.427570843993456,0.32186499278202035
250441,250451,10,12.430978642823643,0.8044418937018255
250753,250777,24,12.43222366986029,1.9304671985739543
250829,250837,8,12.432526711040323,0.6434733812311737
250889,250919,30,12.432765889225223,2.412978758491649
251417,251429,12,12.43486819417267,0.9650283229880585
251513,251519,6,12.43524995704689,0.482499348282089
251543,251561,18,12.435369228062585,1.4474841614979836
251707,251737,30,12.436020991622668,2.4123471663652736
251893,251897,4,12.436759673149504,0.32162718466256524
252101,252139,38,12.437585079848033,3.0552554821570155
252383,252391,8,12.438703053973562,0.6431538694417492
252401,252409,8,12.438774371606481,0.6431501819231722
252559,252583,24,12.439400163768855,1.9293534803955166
253159,253229,70,12.441773028810339,5.626207762985794
253679,253681,2,12.443824967230318,0.16072228637632063
253741,253751,10,12.444069340728834,0.8035956507627683
253867,253871,4,12.44456578681553,0.3214254372971232
253871,253879,8,12.444581542973234,0.6428500606769825
253949,253951,2,12.44488873843861,0.16070854806621024
254257,254279,22,12.446100845488544,1.7676218659255478
255053,255071,18,12.449226645681426,1.4458729455491204
255179,255181,2,12.449720538665641,0.16064617625660854
255571,255587,16,12.451255536519659,1.2850109736381072
255589,255613,24,12.4513259645657,1.927505557906026
255743,255757,14,12.45192831296031,1.1243238515458216
256393,256423,30,12.454466702563927,2.4087743551334944
256471,256483,12,12.454770876772299,0.9634862109249693
256483,256489,6,12.454817664593438,0.48174129574428076
256873,256877,4,12.456337078314249,0.32112168889229603
257099,257107,8,12.457216503709272,0.6421980381907878
257221,257239,18,12.457690916535093,1.444890559622779
257281,257287,6,12.457924151781105,0.48162116953827994
257381,257399,18,12.458312756345881,1.4448184398670962
258197,258211,14,12.461478138427102,1.1234622285159417
258241,258253,12,12.461648536423015,0.9629544570227844
258283,258299,16,12.46181116197417,1.2839225207345637
258637,258659,22,12.463180813198113,1.7651994566830562
258703,258707,4,12.463435964550639,0.32093878537002757
258763,258779,16,12.463667863845545,1.2837312559020129
258959,258967,8,12.464425026992423,0.6418266372235818
259001,259009,8,12.464587201678082,0.6418182865231972
259159,259163,4,12.465197051936292,0.32089344302653094
259547,259577,30,12.466693082722,2.406412013269019
259949,259967,18,12.468240736910829,1.4436679865117632
260269,260317,48,12.469470990536658,3.849401473120087
260467,260483,16,12.470231452688466,1.2830555760495166
260969,260983,14,12.472156905304287,1.1225003105955103
260999,261011,12,12.472271854879866,0.962134255861727
261059,261061,2,12.472501714398403,0.16035275406626534
261101,261127,26,12.472662584630097,2.0845589162364955
261439,261451,12,12.47395626567706,0.9620043348250961
261587,261593,6,12.474522203140781,0.4809803455630025
261983,262007,24,12.476034895141895,1.9236881109835209
262121,262127,6,12.476561508192699,0.4809017288986326
262133,262139,6,12.476607287528678,0.4808999643675135
262321,262331,10,12.477324223649111,0.8014538871280052
262853,262877,24,12.479350219536085,1.9231770547178528
263023,263047,24,12.47999675980764,1.9230774223670488
263101,263111,10,12.480293267857345,0.8012632223759298
263273,263287,14,12.480946795600438,1.1217097732469328
263597,263609,12,12.482176700665605,0.9613707839402807
264013,264029,16,12.483753623340327,1.2816657940193166
264301,264323,22,12.484843884164489,1.7621365716798696
264839,264871,32,12.486877373166982,2.5626903383198685
265277,265313,36,12.488529842059332,2.882645151614073
265313,265333,20,12.48866554005611,1.6014521275993867
265333,265337,4,12.488740919876214,0.320288492303806
265459,265471,12,12.489215682127215,0.9608289507861322
265493,265511,18,12.489343753968159,1.441228646964015
265781,265787,6,12.490427940388768,0.48036784877470323
265921,265957,36,12.490954551171631,2.8820855806110717
266111,266117,6,12.491668793954311,0.48032013167879267
266759,266767,8,12.494100908051257,0.6403021761129496
266767,266797,30,12.494130897217673,2.4011273970789535
266921,266927,6,12.494708013451406,0.4802032983516374
266933,266947,14,12.49475296956301,1.120470331354589
267203,267217,14,12.495763948126509,1.120379678915031
267271,267277,6,12.496018403910577,0.4801529420060973
267299,267301,2,12.49612316100516,0.1600496389345065
267497,267511,14,12.49686363030204,1.1202810892529225
267511,267517,6,12.49691596596806,0.48011845613264603
267517,267521,4,12.496938394700763,0.32007839629714196
267587,267593,6,12.49720002608606,0.48010754308772247
267649,267661,12,12.49743169959187,0.9601972860065229
267781,267791,10,12.497924761253241,0.8001328373333271
267803,267811,8,12.498006914566306,0.6401020622477075
267929,267941,12,12.498477299020934,0.9601169576825185
268783,268789,6,12.501659641583524,0.47993627822361745
269189,269201,12,12.503169014105065,0.9597566814031362
269723,269741,18,12.505150785432368,1.4394068739234036
269923,269939,16,12.505892012122299,1.2793969422165783
270131,270133,2,12.506662305501424,0.15991476791695583
270167,270191,24,12.50679556529529,1.9189567683185642
270209,270217,8,12.506951012613767,0.639644305948882
270287,270299,12,12.507239636398369,0.9594443177595952
270551,270553,2,12.50821589923851,0.15989490556536992
270689,270701,12,12.508725839387022,0.959330323014582
270821,270833,12,12.509213365019475,0.9592929347225438
271289,271333,44,12.510939952303469,3.5169220032823256
271489,271499,10,12.51167690188157,0.7992533757402375
271927,271939,12,12.513288926904204,0.9589804942647326
272171,272179,8,12.514185824214456,0.6392745091350901
272183,272189,6,12.514229913171281,0.4794541926774874
272189,272191,2,12.514251956920777,0.15981778270765412
272263,272267,4,12.51452378988477,0.3196286224836711
272359,272369,10,12.51487632797906,0.7990490467447416
272809,272813,4,12.516527195609592,0.31957746246123886
272983,272989,6,12.517164801165903,0.4793417754986444
273061,273067,6,12.517450492430822,0.4793308352709795
274583,274591,8,12.523008862169462,0.6388241107268605
274931,274943,12,12.524275436074847,0.9581392601311908
274993,275003,10,12.524500921779282,0.7984350085048626
275309,275321,12,12.525649382205494,0.9580341612505732
275423,275447,24,12.526063376676953,1.9160049952075984
275549,275573,24,12.52652075019937,1.9159350372383344
275581,275591,10,12.526636875251667,0.7982988650175185
275651,275657,6,12.526890851800111,0.4789696079404892
275719,275729,10,12.527137510125174,0.7982669617793696
275813,275827,14,12.527478378836001,1.1175433376641613
276247,276251,4,12.529050672026626,0.3192580271808401
276251,276257,6,12.52906515171705,0.47888648732724703
276359,276371,12,12.529456024127521,0.9577430957012046
276671,276673,2,12.530584353632616,0.1596094757879508
276721,276739,18,12.530765057365723,1.4364645668158464
276869,276883,14,12.531299749117837,1.1172025472445948
276901,276907,6,12.531415320564594,0.47879667591526875
277427,277429,2,12.533313114498407,0.1595747255118378
277531,277547,16,12.53368791764105,1.27655962914795
277639,277643,4,12.534076987660548,0.31913000087185434
278191,278207,16,12.536063207121437,1.2763177510871822
278261,278269,8,12.53631480115064,0.638146068194277
278609,278611,2,12.537564644185105,0.15952061319401417
279007,279023,16,12.538992150094499,1.276019620115913
279109,279119,10,12.539357665511135,0.7974890155262491
279557,279571,14,12.540961486384537,1.1163418383191361
279593,279607,14,12.541090253263013,1.1163303761694403
279637,279641,4,12.541247612489416,0.31894753405686144
279919,279941,22,12.542255554585918,1.754070462386327
279967,279977,10,12.542427018062831,0.7972938559338328
280121,280129,8,12.542976931661697,0.6378071205573171
280223,280229,6,12.543340993741872,0.47834145647427767
280253,280277,24,12.543448045605032,1.9133494963060902
280507,280513,6,12.544353959070227,0.47830283006815866
280513,280537,24,12.544375348682006,1.91320805802591
280561,280583,22,12.54454644910768,1.753750132717226
280711,280717,6,12.545080949327078,0.47827511231179753
280817,280837,20,12.545458490611784,1.594202397223403
281363,281381,18,12.547400929587466,1.4345600416381852
281531,281539,8,12.547997844832569,0.6375519105858395
281647,281651,4,12.548409792748291,0.3187654902943634
281777,281783,6,12.548871256946859,0.4781306523228927
281797,281803,6,12.54894223254193,0.47812794806249037
282253,282281,28,12.550559110830534,2.2309763057358407
282287,282299,12,12.550679562880134,0.9561235262105788
282349,282377,28,12.550899173391151,2.230915858153183
282487,282493,6,12.55138781081067,0.47803478710395064
282917,282959,42,12.55290884738948,3.3458380452379672
283183,283193,10,12.553848610751347,0.7965684715550748
283501,283511,10,12.554970929480584,0.7964972644037587
283741,283763,22,12.555817129213047,1.7521758857743797
284173,284191,18,12.557338486613368,1.4334247674528109
284507,284509,2,12.558513136815256,0.1592545214717341
284527,284539,12,12.558583431384678,0.9555217804271823
284657,284659,2,12.559040225680583,0.15924783773766588
284741,284743,2,12.559335274137407,0.15924409662973688
284747,284749,2,12.559356345696422,0.15924382945669968
284803,284807,4,12.559552992172344,0.3184826723126988
285031,285049,18,12.560353225265375,1.4330807165353183
285091,285101,10,12.560563706531566,0.7961426121982043
285281,285283,2,12.561229938418922,0.1592200771584426
285301,285317,16,12.561300042277818,1.273753508486262
285343,285377,34,12.56144724438658,2.706694486592205
285473,285497,24,12.561902732677893,1.910538595205615
285521,285533,12,12.562070860539528,0.9552565124986576
