window,midpoint,count,mean_gap,mean_expected,mean_residual,mae,rmse,relative_drift,model
29,737511.025,1819,13.731720725673448,13.525309335764295,0.2064113899091517,8.302760083572272,11.187150534380162,0.6138684060716971,affine_log
30,762507.9750000001,1865,13.398391420911528,13.55855798051349,-0.1601665596019623,8.097383509073326,10.514707484978947,0.5972156862633162,affine_log
31,787504.925,1848,13.530303030303031,13.590669664927033,-0.06036663462400284,8.371544418806147,10.975991723865993,0.6159773304188461,affine_log
32,812501.875,1845,13.544715447154472,13.621781879915861,-0.07706643276139158,8.223634932520767,11.08255894087898,0.6037121284878159,affine_log
33,837498.825,1821,13.733113673805601,13.65176977354652,0.08134390025908095,8.513189260220862,11.644642681191943,0.6235960173249586,affine_log
34,862495.775,1831,13.654833424358275,13.68106339974333,-0.026229975385056076,8.276749521482385,10.968758944099188,0.604978522476379,affine_log
35,887492.7250000001,1826,13.68565169769989,13.709327168552337,-0.023675470852445757,8.333705952573233,10.905569169032512,0.6078858466292805,affine_log
36,912489.675,1832,13.64410480349345,13.737124459997123,-0.09301965650367267,8.461711523485867,10.955480603179605,0.6159740015551726,affine_log
37,937486.625,1799,13.891050583657588,13.763887631066936,0.12716295259065194,8.282978933316143,11.06964547395997,0.6017906535810675,affine_log
38,962483.575,1818,13.749174917491748,13.790216435247162,-0.0410415177554135,8.482444954923668,11.093304494123702,0.6151060061133579,affine_log
39,987480.525,1774,14.092446448703495,13.81573659480364,0.2767098538998545,8.491552316447782,11.275553655296388,0.6146289963027824,affine_log
0,12599.475,2745,9.11111111111111,9.077032668751924,0.03407844235918611,5.044554995543802,6.629654236471195,0.555749348893488,sinusoidal_log
1,37596.425,2373,10.530973451327434,10.547934009406045,-0.01696055807861225,6.043737494308319,8.212093190648549,0.5729783186848589,sinusoidal_log
2,62593.375,2258,11.075287865367581,11.061012211280719,0.014275654086864905,6.374376682414154,8.260017656494929,0.5762923465461111,sinusoidal_log
3,87590.32500000001,2197,11.376422394173874,11.402601619142928,-0.02617922496905384,6.7412318488861125,8.842870880291548,0.5912012077637432,sinusoidal_log
4,112587.275,2141,11.67211583372256,11.65392771451965,0.018188119202907777,6.891566187322676,9.259067179010414,0.5913513757886503,sinusoidal_log
5,137584.225,2116,11.810018903591683,11.867237852181741,-0.05721894859005763,6.8427526424314875,8.994430995273445,0.5766087043728947,sinusoidal_log
6,162581.175,2068,12.088007736943908,12.003987569469794,0.08402016747411171,7.113610268248362,9.675235406548746,0.5926039349074871,sinusoidal_log
7,187578.125,2069,12.086031899468342,12.159898154707275,-0.0738662552389325,7.268640756466382,9.74977797882224,0.5977550686682837,sinusoidal_log
