scenario,kind,method,window_left,window_right,window_mid,true_prime_count,observed_count,true_positive,false_positive,false_negative,density_error,precision,recovery,f1,gap_drift
mixed_keep_50_noise_50,mixed,sieve_cleaned,175002,185002,180002.0,829,423,423,0,406,0.4897466827503016,1.0,0.5102533172496985,0.6757188498402555,1.2487788598520275
mixed_keep_50_noise_50,mixed,sieve_cleaned,180002,190002,185002.0,827,422,422,0,405,0.48972188633615477,1.0,0.5102781136638452,0.6757405924739792,1.272697432522341
mixed_keep_50_noise_50,mixed,sieve_cleaned,185002,195002,190002.0,828,408,408,0,420,0.5072463768115942,1.0,0.4927536231884058,0.6601941747572816,1.3379369527086578
mixed_keep_50_noise_50,mixed,sieve_cleaned,190002,200000,195001.0,814,416,416,0,398,0.48894348894348894,1.0,0.5110565110565111,0.6764227642276422,1.285862279394004
mixed_keep_50_noise_50,mixed,sieve_cleaned,195002,200000,197501.0,411,222,222,0,189,0.45985401459854014,1.0,0.5401459854014599,0.7014218009478673,1.1741717763347987
mixed_keep_50_noise_50,mixed,density_only,2,10002,5002.0,1229,1220,1220,0,9,0.007323026851098454,1.0,0.9926769731489016,0.9963250306247448,0.5459948269852782
mixed_keep_50_noise_50,mixed,density_only,5002,15002,10002.0,1085,1075,1075,0,10,0.009216589861751152,1.0,0.9907834101382489,0.9953703703703703,0.5661791716114938
mixed_keep_50_noise_50,mixed,density_only,10002,20002,15002.0,1033,1020,1020,0,13,0.012584704743465635,1.0,0.9874152952565344,0.9936678032148076,0.5795122704651356
mixed_keep_50_noise_50,mixed,density_only,15002,25002,20002.0,1008,999,999,0,9,0.008928571428571428,1.0,0.9910714285714286,0.9955156950672646,0.5686621683280494
mixed_keep_50_noise_50,mixed,density_only,20002,30002,25002.0,983,979,979,0,4,0.004069175991861648,1.0,0.9959308240081384,0.9979612640163099,0.5669917496308979
mixed_keep_50_noise_50,mixed,density_only,25002,35002,30002.0,970,963,963,0,7,0.007216494845360825,1.0,0.9927835051546392,0.9963786859803414,0.5833972250714236
mixed_keep_50_noise_50,mixed,density_only,30002,40002,35002.0,958,946,946,0,12,0.012526096033402923,1.0,0.9874739039665971,0.9936974789915966,0.5798536365002419
mixed_keep_50_noise_50,mixed,density_only,35002,45002,40002.0,943,934,934,0,9,0.009544008483563097,1.0,0.9904559915164369,0.9952051145444859,0.5671060385313142
mixed_keep_50_noise_50,mixed,density_only,40002,50002,45002.0,930,925,925,0,5,0.005376344086021506,1.0,0.9946236559139785,0.9973045822102425,0.5798640378569918
mixed_keep_50_noise_50,mixed,density_only,45002,55002,50002.0,916,912,912,0,4,0.004366812227074236,1.0,0.9956331877729258,0.9978118161925601,0.5805849841352028
mixed_keep_50_noise_50,mixed,density_only,50002,60002,55002.0,924,917,917,0,7,0.007575757575757576,1.0,0.9924242424242424,0.9961977186311787,0.576052205627387
mixed_keep_50_noise_50,mixed,density_only,55002,65002,60002.0,902,893,893,0,9,0.009977827050997782,1.0,0.9900221729490022,0.9949860724233983,0.5919553571455994
mixed_keep_50_noise_50,mixed,density_only,60002,70002,65002.0,879,871,871,0,8,0.009101251422070534,1.0,0.9908987485779295,0.9954285714285714,0.5926700134688663
mixed_keep_50_noise_50,mixed,density_only,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.5691688793603216
mixed_keep_50_noise_50,mixed,density_only,70002,80002,75002.0,901,896,896,0,5,0.005549389567147614,1.0,0.9944506104328524,0.9972175848636617,0.5758226367963887
mixed_keep_50_noise_50,mixed,density_only,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5914772934045526
mixed_keep_50_noise_50,mixed,density_only,80002,90002,85002.0,877,862,862,0,15,0.01710376282782212,1.0,0.9828962371721779,0.9913743530764807,0.6018875812027207
mixed_keep_50_noise_50,mixed,density_only,85002,95002,90002.0,880,866,866,0,14,0.015909090909090907,1.0,0.9840909090909091,0.9919816723940436,0.6064720799769728
mixed_keep_50_noise_50,mixed,density_only,90002,100002,95002.0,878,869,869,0,9,0.010250569476082005,1.0,0.989749430523918,0.9948483113909559,0.601801638329311
mixed_keep_50_noise_50,mixed,density_only,95002,105002,100002.0,867,863,863,0,4,0.00461361014994233,1.0,0.9953863898500577,0.9976878612716763,0.5890519653188688
mixed_keep_50_noise_50,mixed,density_only,100002,110002,105002.0,861,859,859,0,2,0.0023228803716608595,1.0,0.9976771196283392,0.9988372093023256,0.5861829621912327
mixed_keep_50_noise_50,mixed,density_only,105002,115002,110002.0,848,844,844,0,4,0.0047169811320754715,1.0,0.9952830188679245,0.9976359338061466,0.6109358890049705
mixed_keep_50_noise_50,mixed,density_only,110002,120002,115002.0,848,838,838,0,10,0.01179245283018868,1.0,0.9882075471698113,0.9940688018979834,0.6172442525224459
mixed_keep_50_noise_50,mixed,density_only,115002,125002,120002.0,862,851,851,0,11,0.012761020881670533,1.0,0.9872389791183295,0.9935785172212492,0.5943291101695591
mixed_keep_50_noise_50,mixed,density_only,120002,130002,125002.0,858,853,853,0,5,0.005827505827505828,1.0,0.9941724941724942,0.9970777323202805,0.5792044849373954
mixed_keep_50_noise_50,mixed,density_only,125002,135002,130002.0,842,831,831,0,11,0.013064133016627079,1.0,0.9869358669833729,0.9934249850567841,0.5996938116274512
mixed_keep_50_noise_50,mixed,density_only,130002,140002,135002.0,851,837,837,0,14,0.01645123384253819,1.0,0.9835487661574618,0.9917061611374407,0.591936263047066
mixed_keep_50_noise_50,mixed,density_only,135002,145002,140002.0,846,841,841,0,5,0.00591016548463357,1.0,0.9940898345153665,0.9970361588618851,0.5809819809867542
mixed_keep_50_noise_50,mixed,density_only,140002,150002,145002.0,839,835,835,0,4,0.004767580452920143,1.0,0.9952324195470799,0.997610513739546,0.5775995967421264
mixed_keep_50_noise_50,mixed,density_only,145002,155002,150002.0,850,842,842,0,8,0.009411764705882352,1.0,0.9905882352941177,0.9952718676122931,0.588954881680487
mixed_keep_50_noise_50,mixed,density_only,150002,160002,155002.0,835,827,827,0,8,0.009580838323353293,1.0,0.9904191616766467,0.9951865222623345,0.6096226807948938
mixed_keep_50_noise_50,mixed,density_only,155002,165002,160002.0,822,818,818,0,4,0.004866180048661801,1.0,0.9951338199513382,0.9975609756097561,0.5949515910339108
mixed_keep_50_noise_50,mixed,density_only,160002,170002,165002.0,813,810,810,0,3,0.0036900369003690036,1.0,0.996309963099631,0.9981515711645101,0.6014236981452283
mixed_keep_50_noise_50,mixed,density_only,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5942045564754019
mixed_keep_50_noise_50,mixed,density_only,170002,180002,175002.0,846,839,839,0,7,0.008274231678486997,1.0,0.991725768321513,0.9958456973293769,0.5870785057418486
mixed_keep_50_noise_50,mixed,density_only,175002,185002,180002.0,829,816,816,0,13,0.015681544028950542,1.0,0.9843184559710495,0.9920972644376901,0.6093453692128623
mixed_keep_50_noise_50,mixed,density_only,180002,190002,185002.0,827,805,805,0,22,0.026602176541717048,1.0,0.973397823458283,0.9865196078431373,0.6053965008074474
mixed_keep_50_noise_50,mixed,density_only,185002,195002,190002.0,828,816,816,0,12,0.014492753623188406,1.0,0.9855072463768116,0.9927007299270074,0.6035609598068188
mixed_keep_50_noise_50,mixed,density_only,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6068059486425066
mixed_keep_50_noise_50,mixed,density_only,195002,200000,197501.0,411,411,411,0,0,0.0,1.0,1.0,1.0,0.5903876175490064
mixed_keep_50_noise_50,mixed,local_gap_fixed,2,10002,5002.0,1229,1221,1221,0,8,0.006509357200976403,1.0,0.9934906427990235,0.996734693877551,0.5411306384075747
mixed_keep_50_noise_50,mixed,local_gap_fixed,5002,15002,10002.0,1085,1075,1075,0,10,0.009216589861751152,1.0,0.9907834101382489,0.9953703703703703,0.561807220838466
mixed_keep_50_noise_50,mixed,local_gap_fixed,10002,20002,15002.0,1033,1018,1018,0,15,0.01452081316553727,1.0,0.9854791868344628,0.9926864943929791,0.5690123430878128
mixed_keep_50_noise_50,mixed,local_gap_fixed,15002,25002,20002.0,1008,998,998,0,10,0.00992063492063492,1.0,0.9900793650793651,0.9950149551345963,0.5596196905936393
mixed_keep_50_noise_50,mixed,local_gap_fixed,20002,30002,25002.0,983,979,979,0,4,0.004069175991861648,1.0,0.9959308240081384,0.9979612640163099,0.5617143745736114
mixed_keep_50_noise_50,mixed,local_gap_fixed,25002,35002,30002.0,970,959,959,0,11,0.01134020618556701,1.0,0.988659793814433,0.9942975635044065,0.5820456052374496
mixed_keep_50_noise_50,mixed,local_gap_fixed,30002,40002,35002.0,958,947,947,0,11,0.011482254697286013,1.0,0.988517745302714,0.9942257217847769,0.5751829180372443
mixed_keep_50_noise_50,mixed,local_gap_fixed,35002,45002,40002.0,943,937,937,0,6,0.006362672322375398,1.0,0.9936373276776246,0.9968085106382978,0.5640484172636662
mixed_keep_50_noise_50,mixed,local_gap_fixed,40002,50002,45002.0,930,924,924,0,6,0.0064516129032258064,1.0,0.9935483870967742,0.9967637540453074,0.5795586534558346
mixed_keep_50_noise_50,mixed,local_gap_fixed,45002,55002,50002.0,916,912,912,0,4,0.004366812227074236,1.0,0.9956331877729258,0.9978118161925601,0.578555854681941
mixed_keep_50_noise_50,mixed,local_gap_fixed,50002,60002,55002.0,924,915,915,0,9,0.00974025974025974,1.0,0.9902597402597403,0.9951060358890702,0.5729342740999933
mixed_keep_50_noise_50,mixed,local_gap_fixed,55002,65002,60002.0,902,893,893,0,9,0.009977827050997782,1.0,0.9900221729490022,0.9949860724233983,0.5852278948219357
mixed_keep_50_noise_50,mixed,local_gap_fixed,60002,70002,65002.0,879,873,873,0,6,0.006825938566552901,1.0,0.9931740614334471,0.9965753424657535,0.5838418775437115
mixed_keep_50_noise_50,mixed,local_gap_fixed,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.5641143427661282
mixed_keep_50_noise_50,mixed,local_gap_fixed,70002,80002,75002.0,901,895,895,0,6,0.006659267480577136,1.0,0.9933407325194229,0.9966592427616927,0.5753471405539408
mixed_keep_50_noise_50,mixed,local_gap_fixed,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5859494953713258
mixed_keep_50_noise_50,mixed,local_gap_fixed,80002,90002,85002.0,877,868,868,0,9,0.010262257696693273,1.0,0.9897377423033067,0.9948424068767908,0.5931143758080473
mixed_keep_50_noise_50,mixed,local_gap_fixed,85002,95002,90002.0,880,864,864,0,16,0.01818181818181818,1.0,0.9818181818181818,0.9908256880733944,0.6070893538910548
mixed_keep_50_noise_50,mixed,local_gap_fixed,90002,100002,95002.0,878,864,864,0,14,0.015945330296127564,1.0,0.9840546697038725,0.9919632606199771,0.6105288360865757
mixed_keep_50_noise_50,mixed,local_gap_fixed,95002,105002,100002.0,867,865,865,0,2,0.002306805074971165,1.0,0.9976931949250288,0.9988452655889145,0.5872862152599932
mixed_keep_50_noise_50,mixed,local_gap_fixed,100002,110002,105002.0,861,860,860,0,1,0.0011614401858304297,1.0,0.9988385598141696,0.999418942475305,0.5858599868110325
mixed_keep_50_noise_50,mixed,local_gap_fixed,105002,115002,110002.0,848,844,844,0,4,0.0047169811320754715,1.0,0.9952830188679245,0.9976359338061466,0.6074111648194384
mixed_keep_50_noise_50,mixed,local_gap_fixed,110002,120002,115002.0,848,837,837,0,11,0.012971698113207548,1.0,0.9870283018867925,0.9934718100890207,0.6121390062637625
mixed_keep_50_noise_50,mixed,local_gap_fixed,115002,125002,120002.0,862,851,851,0,11,0.012761020881670533,1.0,0.9872389791183295,0.9935785172212492,0.5935911515176077
mixed_keep_50_noise_50,mixed,local_gap_fixed,120002,130002,125002.0,858,854,854,0,4,0.004662004662004662,1.0,0.9953379953379954,0.9976635514018692,0.5769538569778395
mixed_keep_50_noise_50,mixed,local_gap_fixed,125002,135002,130002.0,842,831,831,0,11,0.013064133016627079,1.0,0.9869358669833729,0.9934249850567841,0.5963654354463208
mixed_keep_50_noise_50,mixed,local_gap_fixed,130002,140002,135002.0,851,836,836,0,15,0.01762632197414806,1.0,0.982373678025852,0.991108476585655,0.5865919513756307
mixed_keep_50_noise_50,mixed,local_gap_fixed,135002,145002,140002.0,846,840,840,0,6,0.0070921985815602835,1.0,0.9929078014184397,0.9964412811387899,0.5780294246785436
mixed_keep_50_noise_50,mixed,local_gap_fixed,140002,150002,145002.0,839,836,836,0,3,0.003575685339690107,1.0,0.9964243146603099,0.9982089552238805,0.5733170032572934
mixed_keep_50_noise_50,mixed,local_gap_fixed,145002,155002,150002.0,850,846,846,0,4,0.004705882352941176,1.0,0.9952941176470588,0.9976415094339623,0.5833549048069463
mixed_keep_50_noise_50,mixed,local_gap_fixed,150002,160002,155002.0,835,826,826,0,9,0.010778443113772455,1.0,0.9892215568862276,0.9945815773630344,0.6133937569778428
mixed_keep_50_noise_50,mixed,local_gap_fixed,155002,165002,160002.0,822,815,815,0,7,0.00851581508515815,1.0,0.9914841849148418,0.9957238851557727,0.5967463852610903
mixed_keep_50_noise_50,mixed,local_gap_fixed,160002,170002,165002.0,813,807,807,0,6,0.007380073800738007,1.0,0.992619926199262,0.9962962962962962,0.5999245727575273
mixed_keep_50_noise_50,mixed,local_gap_fixed,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5868530704615388
mixed_keep_50_noise_50,mixed,local_gap_fixed,170002,180002,175002.0,846,842,842,0,4,0.004728132387706856,1.0,0.9952718676122931,0.9976303317535545,0.5798835834050501
mixed_keep_50_noise_50,mixed,local_gap_fixed,175002,185002,180002.0,829,816,816,0,13,0.015681544028950542,1.0,0.9843184559710495,0.9920972644376901,0.6069481058122985
mixed_keep_50_noise_50,mixed,local_gap_fixed,180002,190002,185002.0,827,805,805,0,22,0.026602176541717048,1.0,0.973397823458283,0.9865196078431373,0.5972915818248795
mixed_keep_50_noise_50,mixed,local_gap_fixed,185002,195002,190002.0,828,817,817,0,11,0.013285024154589372,1.0,0.9867149758454107,0.9933130699088145,0.5997004674944822
mixed_keep_50_noise_50,mixed,local_gap_fixed,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6060319445501586
mixed_keep_50_noise_50,mixed,local_gap_fixed,195002,200000,197501.0,411,410,410,0,1,0.0024330900243309003,1.0,0.9975669099756691,0.9987819732034106,0.5893861186354933
mixed_keep_50_noise_50,mixed,adaptive_window,2,10002,5002.0,1229,1218,1218,0,11,0.008950366151342554,1.0,0.9910496338486574,0.9955046996322027,0.5469578089623098
mixed_keep_50_noise_50,mixed,adaptive_window,5002,15002,10002.0,1085,1071,1071,0,14,0.012903225806451613,1.0,0.9870967741935484,0.9935064935064934,0.5712093364043433
mixed_keep_50_noise_50,mixed,adaptive_window,10002,20002,15002.0,1033,1022,1022,0,11,0.010648596321393998,1.0,0.989351403678606,0.994647201946472,0.5738055928742685
mixed_keep_50_noise_50,mixed,adaptive_window,15002,25002,20002.0,1008,1001,1001,0,7,0.006944444444444444,1.0,0.9930555555555556,0.9965156794425087,0.5640989998861407
mixed_keep_50_noise_50,mixed,adaptive_window,20002,30002,25002.0,983,978,978,0,5,0.00508646998982706,1.0,0.9949135300101729,0.9974502804691483,0.5669791271036837
mixed_keep_50_noise_50,mixed,adaptive_window,25002,35002,30002.0,970,958,958,0,12,0.012371134020618556,1.0,0.9876288659793815,0.9937759336099585,0.5853773757321241
mixed_keep_50_noise_50,mixed,adaptive_window,30002,40002,35002.0,958,948,948,0,10,0.010438413361169102,1.0,0.9895615866388309,0.9947534102833158,0.5769416444162292
mixed_keep_50_noise_50,mixed,adaptive_window,35002,45002,40002.0,943,937,937,0,6,0.006362672322375398,1.0,0.9936373276776246,0.9968085106382978,0.5683106931911107
mixed_keep_50_noise_50,mixed,adaptive_window,40002,50002,45002.0,930,923,923,0,7,0.007526881720430108,1.0,0.9924731182795699,0.9962223421478683,0.5834519460046215
mixed_keep_50_noise_50,mixed,adaptive_window,45002,55002,50002.0,916,911,911,0,5,0.0054585152838427945,1.0,0.9945414847161572,0.997263273125342,0.5789026265834004
mixed_keep_50_noise_50,mixed,adaptive_window,50002,60002,55002.0,924,916,916,0,8,0.008658008658008658,1.0,0.9913419913419913,0.9956521739130434,0.5746125453971526
mixed_keep_50_noise_50,mixed,adaptive_window,55002,65002,60002.0,902,895,895,0,7,0.007760532150776054,1.0,0.9922394678492239,0.9961046188091263,0.5900139934727514
mixed_keep_50_noise_50,mixed,adaptive_window,60002,70002,65002.0,879,872,872,0,7,0.007963594994311717,1.0,0.9920364050056882,0.9960022844089091,0.5906321372846849
mixed_keep_50_noise_50,mixed,adaptive_window,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.5669288017761671
mixed_keep_50_noise_50,mixed,adaptive_window,70002,80002,75002.0,901,895,895,0,6,0.006659267480577136,1.0,0.9933407325194229,0.9966592427616927,0.5773363849923436
mixed_keep_50_noise_50,mixed,adaptive_window,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5916940046797364
mixed_keep_50_noise_50,mixed,adaptive_window,80002,90002,85002.0,877,872,872,0,5,0.005701254275940707,1.0,0.9942987457240593,0.9971412235563178,0.5963536579444433
mixed_keep_50_noise_50,mixed,adaptive_window,85002,95002,90002.0,880,866,866,0,14,0.015909090909090907,1.0,0.9840909090909091,0.9919816723940436,0.6119741939368438
mixed_keep_50_noise_50,mixed,adaptive_window,90002,100002,95002.0,878,860,860,0,18,0.02050113895216401,1.0,0.979498861047836,0.9896432681242807,0.6109449444317127
mixed_keep_50_noise_50,mixed,adaptive_window,95002,105002,100002.0,867,863,863,0,4,0.00461361014994233,1.0,0.9953863898500577,0.9976878612716763,0.5890519653188688
mixed_keep_50_noise_50,mixed,adaptive_window,100002,110002,105002.0,861,858,858,0,3,0.003484320557491289,1.0,0.9965156794425087,0.9982547993019197,0.5880334805186531
mixed_keep_50_noise_50,mixed,adaptive_window,105002,115002,110002.0,848,844,844,0,4,0.0047169811320754715,1.0,0.9952830188679245,0.9976359338061466,0.6101194824523235
mixed_keep_50_noise_50,mixed,adaptive_window,110002,120002,115002.0,848,840,840,0,8,0.009433962264150943,1.0,0.9905660377358491,0.9952606635071091,0.6129758385934982
mixed_keep_50_noise_50,mixed,adaptive_window,115002,125002,120002.0,862,851,851,0,11,0.012761020881670533,1.0,0.9872389791183295,0.9935785172212492,0.5955347893628624
mixed_keep_50_noise_50,mixed,adaptive_window,120002,130002,125002.0,858,853,853,0,5,0.005827505827505828,1.0,0.9941724941724942,0.9970777323202805,0.5788591410924869
mixed_keep_50_noise_50,mixed,adaptive_window,125002,135002,130002.0,842,831,831,0,11,0.013064133016627079,1.0,0.9869358669833729,0.9934249850567841,0.5987766012318844
mixed_keep_50_noise_50,mixed,adaptive_window,130002,140002,135002.0,851,836,836,0,15,0.01762632197414806,1.0,0.982373678025852,0.991108476585655,0.5917860283170419
mixed_keep_50_noise_50,mixed,adaptive_window,135002,145002,140002.0,846,840,840,0,6,0.0070921985815602835,1.0,0.9929078014184397,0.9964412811387899,0.5812194299193326
mixed_keep_50_noise_50,mixed,adaptive_window,140002,150002,145002.0,839,836,836,0,3,0.003575685339690107,1.0,0.9964243146603099,0.9982089552238805,0.5733170032572934
mixed_keep_50_noise_50,mixed,adaptive_window,145002,155002,150002.0,850,844,844,0,6,0.007058823529411765,1.0,0.9929411764705882,0.9964580873671782,0.588687961054716
mixed_keep_50_noise_50,mixed,adaptive_window,150002,160002,155002.0,835,826,826,0,9,0.010778443113772455,1.0,0.9892215568862276,0.9945815773630344,0.6174204136305154
mixed_keep_50_noise_50,mixed,adaptive_window,155002,165002,160002.0,822,817,817,0,5,0.006082725060827251,1.0,0.9939172749391727,0.9969493593654667,0.5952751136442725
mixed_keep_50_noise_50,mixed,adaptive_window,160002,170002,165002.0,813,806,806,0,7,0.008610086100861008,1.0,0.991389913899139,0.9956763434218654,0.6010768866514038
mixed_keep_50_noise_50,mixed,adaptive_window,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5884861441377679
mixed_keep_50_noise_50,mixed,adaptive_window,170002,180002,175002.0,846,843,843,0,3,0.0035460992907801418,1.0,0.9964539007092199,0.9982238010657194,0.5803817117074309
mixed_keep_50_noise_50,mixed,adaptive_window,175002,185002,180002.0,829,814,814,0,15,0.018094089264173704,1.0,0.9819059107358263,0.9908703590992087,0.6109003425778566
mixed_keep_50_noise_50,mixed,adaptive_window,180002,190002,185002.0,827,805,805,0,22,0.026602176541717048,1.0,0.973397823458283,0.9865196078431373,0.6035247455520485
mixed_keep_50_noise_50,mixed,adaptive_window,185002,195002,190002.0,828,819,819,0,9,0.010869565217391304,1.0,0.9891304347826086,0.994535519125683,0.6019157453061318
mixed_keep_50_noise_50,mixed,adaptive_window,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6060319445501586
mixed_keep_50_noise_50,mixed,adaptive_window,195002,200000,197501.0,411,410,410,0,1,0.0024330900243309003,1.0,0.9975669099756691,0.9987819732034106,0.5893861186354933
mixed_keep_25_noise_100,mixed,raw,2,10002,5002.0,1229,1181,308,873,921,0.03905614320585842,0.26079593564775616,0.25061025223759154,0.2556016597510373,0.7166728087460829
mixed_keep_25_noise_100,mixed,raw,5002,15002,10002.0,1085,1129,264,865,821,0.04055299539170507,0.23383525243578387,0.24331797235023042,0.23848238482384823,0.6807835999919936
mixed_keep_25_noise_100,mixed,raw,10002,20002,15002.0,1033,1114,235,879,798,0.07841239109390126,0.21095152603231598,0.22749273959341723,0.21891010712622264,0.669456265867296
mixed_keep_25_noise_100,mixed,raw,15002,25002,20002.0,1008,1109,254,855,754,0.1001984126984127,0.2290351668169522,0.251984126984127,0.23996221067548415,0.6566112784313705
mixed_keep_25_noise_100,mixed,raw,20002,30002,25002.0,983,1175,251,924,732,0.1953204476093591,0.21361702127659574,0.25534079348931843,0.23262279888785914,0.6298526850066314
mixed_keep_25_noise_100,mixed,raw,25002,35002,30002.0,970,1160,222,938,748,0.1958762886597938,0.19137931034482758,0.2288659793814433,0.20845070422535214,0.6286815963191199
mixed_keep_25_noise_100,mixed,raw,30002,40002,35002.0,958,1089,210,879,748,0.13674321503131523,0.1928374655647383,0.21920668058455114,0.20517830972154374,0.6414740072341294
mixed_keep_25_noise_100,mixed,raw,35002,45002,40002.0,943,1114,233,881,710,0.18133616118769882,0.20915619389587073,0.24708377518557795,0.22654350996596984,0.6309476856630511
mixed_keep_25_noise_100,mixed,raw,40002,50002,45002.0,930,1155,240,915,690,0.24193548387096775,0.2077922077922078,0.25806451612903225,0.23021582733812948,0.6167757488881913
mixed_keep_25_noise_100,mixed,raw,45002,55002,50002.0,916,1156,230,926,686,0.26200873362445415,0.19896193771626297,0.25109170305676853,0.22200772200772198,0.6206216562651657
mixed_keep_25_noise_100,mixed,raw,50002,60002,55002.0,924,1121,242,879,682,0.2132034632034632,0.215878679750223,0.2619047619047619,0.23667481662591686,0.6358287838147159
mixed_keep_25_noise_100,mixed,raw,55002,65002,60002.0,902,1075,228,847,674,0.1917960088691796,0.21209302325581394,0.25277161862527714,0.23065250379362667,0.6428287642761499
mixed_keep_25_noise_100,mixed,raw,60002,70002,65002.0,879,1100,227,873,652,0.2514220705346985,0.20636363636363636,0.2582480091012514,0.22940879231935318,0.604961144705571
mixed_keep_25_noise_100,mixed,raw,65002,75002,70002.0,900,1149,231,918,669,0.27666666666666667,0.2010443864229765,0.25666666666666665,0.2254758418740849,0.6010952073232525
mixed_keep_25_noise_100,mixed,raw,70002,80002,75002.0,901,1126,226,900,675,0.24972253052164262,0.20071047957371227,0.25083240843507215,0.22298963986186485,0.6201894439351278
mixed_keep_25_noise_100,mixed,raw,75002,85002,80002.0,884,1111,236,875,648,0.25678733031674206,0.21242124212421243,0.2669683257918552,0.23659147869674185,0.6034176039092756
mixed_keep_25_noise_100,mixed,raw,80002,90002,85002.0,877,1108,222,886,655,0.2633979475484607,0.2003610108303249,0.2531356898517674,0.22367758186397987,0.6091231666910717
mixed_keep_25_noise_100,mixed,raw,85002,95002,90002.0,880,1118,217,901,663,0.27045454545454545,0.19409660107334525,0.24659090909090908,0.2172172172172172,0.6143601417683849
mixed_keep_25_noise_100,mixed,raw,90002,100002,95002.0,878,1135,229,906,649,0.29271070615034167,0.20176211453744494,0.2608200455580866,0.2275211127670144,0.6092464312823563
mixed_keep_25_noise_100,mixed,raw,95002,105002,100002.0,867,1114,238,876,629,0.2848904267589389,0.21364452423698385,0.27450980392156865,0.2402826855123675,0.6088462359723528
mixed_keep_25_noise_100,mixed,raw,100002,110002,105002.0,861,1139,231,908,630,0.3228803716608595,0.20280948200175591,0.2682926829268293,0.231,0.6003514985979647
mixed_keep_25_noise_100,mixed,raw,105002,115002,110002.0,848,1152,216,936,632,0.3584905660377358,0.1875,0.25471698113207547,0.216,0.6112468959502071
mixed_keep_25_noise_100,mixed,raw,110002,120002,115002.0,848,1092,223,869,625,0.28773584905660377,0.2042124542124542,0.26297169811320753,0.22989690721649483,0.6363276845477049
mixed_keep_25_noise_100,mixed,raw,115002,125002,120002.0,862,1112,215,897,647,0.2900232018561485,0.19334532374100719,0.2494199535962877,0.21783181357649445,0.6209648484999635
mixed_keep_25_noise_100,mixed,raw,120002,130002,125002.0,858,1137,206,931,652,0.32517482517482516,0.18117854001759015,0.2400932400932401,0.20651629072681707,0.613877783678347
mixed_keep_25_noise_100,mixed,raw,125002,135002,130002.0,842,1073,208,865,634,0.27434679334916867,0.19384902143522834,0.24703087885985747,0.21723237597911224,0.6275775164117982
mixed_keep_25_noise_100,mixed,raw,130002,140002,135002.0,851,1060,213,847,638,0.245593419506463,0.2009433962264151,0.2502937720329025,0.2229199372056515,0.6178937124627398
mixed_keep_25_noise_100,mixed,raw,135002,145002,140002.0,846,1107,202,905,644,0.30851063829787234,0.18247515808491419,0.23877068557919623,0.20686123911930362,0.6162594862477798
mixed_keep_25_noise_100,mixed,raw,140002,150002,145002.0,839,1132,216,916,623,0.3492252681764005,0.19081272084805653,0.25744934445768775,0.2191780821917808,0.6131784508799523
mixed_keep_25_noise_100,mixed,raw,145002,155002,150002.0,850,1113,232,881,618,0.30941176470588233,0.20844564240790656,0.27294117647058824,0.23637289862455427,0.6056772454822027
mixed_keep_25_noise_100,mixed,raw,150002,160002,155002.0,835,1109,212,897,623,0.3281437125748503,0.19116321009918846,0.25389221556886227,0.21810699588477367,0.6055728175579422
mixed_keep_25_noise_100,mixed,raw,155002,165002,160002.0,822,1140,200,940,622,0.38686131386861317,0.17543859649122806,0.24330900243309003,0.2038735983690112,0.6101585499314308
mixed_keep_25_noise_100,mixed,raw,160002,170002,165002.0,813,1146,200,946,613,0.4095940959409594,0.17452006980802792,0.24600246002460024,0.20418580908626852,0.6048854569279442
mixed_keep_25_noise_100,mixed,raw,165002,175002,170002.0,822,1128,208,920,614,0.3722627737226277,0.18439716312056736,0.25304136253041365,0.21333333333333332,0.6040881641631065
mixed_keep_25_noise_100,mixed,raw,170002,180002,175002.0,846,1119,206,913,640,0.32269503546099293,0.1840929401251117,0.24349881796690306,0.20966921119592874,0.6243886841067703
mixed_keep_25_noise_100,mixed,raw,175002,185002,180002.0,829,1120,203,917,626,0.35102533172496986,0.18125,0.2448733413751508,0.20831195484864035,0.6098590906636033
