scenario,kind,method,window_left,window_right,window_mid,true_prime_count,observed_count,true_positive,false_positive,false_negative,density_error,precision,recovery,f1,gap_drift
mixed_keep_25_noise_100,mixed,raw,180002,190002,185002.0,827,1128,207,921,620,0.3639661426844015,0.18351063829787234,0.2503022974607013,0.21176470588235294,0.6057014420069169
mixed_keep_25_noise_100,mixed,raw,185002,195002,190002.0,828,1144,198,946,630,0.38164251207729466,0.17307692307692307,0.2391304347826087,0.20081135902636918,0.6087779526417876
mixed_keep_25_noise_100,mixed,raw,190002,200000,195001.0,814,1115,192,923,622,0.36977886977886976,0.17219730941704037,0.23587223587223588,0.19906687402799378,0.6143554138980618
mixed_keep_25_noise_100,mixed,raw,195002,200000,197501.0,411,544,98,446,313,0.3236009732360097,0.1801470588235294,0.2384428223844282,0.20523560209424083,0.6366721638093915
mixed_keep_25_noise_100,mixed,sieve_cleaned,2,10002,5002.0,1229,308,308,0,921,0.7493897477624084,1.0,0.25061025223759154,0.4007807417046194,3.1509710259859474
mixed_keep_25_noise_100,mixed,sieve_cleaned,5002,15002,10002.0,1085,264,264,0,821,0.7566820276497696,1.0,0.24331797235023042,0.3914010378057821,3.2784257276390605
mixed_keep_25_noise_100,mixed,sieve_cleaned,10002,20002,15002.0,1033,235,235,0,798,0.7725072604065828,1.0,0.22749273959341723,0.37066246056782337,3.552692921732429
mixed_keep_25_noise_100,mixed,sieve_cleaned,15002,25002,20002.0,1008,254,254,0,754,0.748015873015873,1.0,0.251984126984127,0.40253565768621236,3.10029149499534
mixed_keep_25_noise_100,mixed,sieve_cleaned,20002,30002,25002.0,983,251,251,0,732,0.7446592065106816,1.0,0.25534079348931843,0.40680713128038903,2.9772323356969665
mixed_keep_25_noise_100,mixed,sieve_cleaned,25002,35002,30002.0,970,222,222,0,748,0.7711340206185567,1.0,0.2288659793814433,0.37248322147651003,3.427211027087687
mixed_keep_25_noise_100,mixed,sieve_cleaned,30002,40002,35002.0,958,210,210,0,748,0.7807933194154488,1.0,0.21920668058455114,0.3595890410958904,3.6316277860640036
mixed_keep_25_noise_100,mixed,sieve_cleaned,35002,45002,40002.0,943,233,233,0,710,0.7529162248144221,1.0,0.24708377518557795,0.3962585034013606,3.2137702466647853
mixed_keep_25_noise_100,mixed,sieve_cleaned,40002,50002,45002.0,930,240,240,0,690,0.7419354838709677,1.0,0.25806451612903225,0.41025641025641024,3.0217449352229355
mixed_keep_25_noise_100,mixed,sieve_cleaned,45002,55002,50002.0,916,230,230,0,686,0.7489082969432315,1.0,0.25109170305676853,0.40139616055846417,3.183816899542427
mixed_keep_25_noise_100,mixed,sieve_cleaned,50002,60002,55002.0,924,242,242,0,682,0.7380952380952381,1.0,0.2619047619047619,0.41509433962264153,2.965642843168243
mixed_keep_25_noise_100,mixed,sieve_cleaned,55002,65002,60002.0,902,228,228,0,674,0.7472283813747228,1.0,0.25277161862527714,0.40353982300884955,3.1284951842760282
mixed_keep_25_noise_100,mixed,sieve_cleaned,60002,70002,65002.0,879,227,227,0,652,0.7417519908987485,1.0,0.2582480091012514,0.4104882459312839,3.115595602251268
mixed_keep_25_noise_100,mixed,sieve_cleaned,65002,75002,70002.0,900,231,231,0,669,0.7433333333333333,1.0,0.25666666666666665,0.40848806366047746,2.951395735131257
mixed_keep_25_noise_100,mixed,sieve_cleaned,70002,80002,75002.0,901,226,226,0,675,0.7491675915649278,1.0,0.25083240843507215,0.4010647737355812,3.074856443388907
mixed_keep_25_noise_100,mixed,sieve_cleaned,75002,85002,80002.0,884,236,236,0,648,0.7330316742081447,1.0,0.2669683257918552,0.42142857142857143,2.907424716501874
mixed_keep_25_noise_100,mixed,sieve_cleaned,80002,90002,85002.0,877,222,222,0,655,0.7468643101482326,1.0,0.2531356898517674,0.40400363967242947,3.1334731342320126
mixed_keep_25_noise_100,mixed,sieve_cleaned,85002,95002,90002.0,880,217,217,0,663,0.7534090909090909,1.0,0.24659090909090908,0.39562443026435734,3.147979688362948
mixed_keep_25_noise_100,mixed,sieve_cleaned,90002,100002,95002.0,878,229,229,0,649,0.7391799544419134,1.0,0.2608200455580866,0.41373080397470646,2.9608133059277693
mixed_keep_25_noise_100,mixed,sieve_cleaned,95002,105002,100002.0,867,238,238,0,629,0.7254901960784313,1.0,0.27450980392156865,0.43076923076923085,2.7367469199547054
mixed_keep_25_noise_100,mixed,sieve_cleaned,100002,110002,105002.0,861,231,231,0,630,0.7317073170731707,1.0,0.2682926829268293,0.4230769230769231,2.8099410088425913
mixed_keep_25_noise_100,mixed,sieve_cleaned,105002,115002,110002.0,848,216,216,0,632,0.7452830188679245,1.0,0.25471698113207547,0.40601503759398494,3.1228131472518554
mixed_keep_25_noise_100,mixed,sieve_cleaned,110002,120002,115002.0,848,223,223,0,625,0.7370283018867925,1.0,0.26297169811320753,0.4164332399626517,3.0255340225414527
mixed_keep_25_noise_100,mixed,sieve_cleaned,115002,125002,120002.0,862,215,215,0,647,0.7505800464037123,1.0,0.2494199535962877,0.39925719591457753,3.054422823980195
mixed_keep_25_noise_100,mixed,sieve_cleaned,120002,130002,125002.0,858,206,206,0,652,0.7599067599067599,1.0,0.2400932400932401,0.38721804511278196,3.2388384922589246
mixed_keep_25_noise_100,mixed,sieve_cleaned,125002,135002,130002.0,842,208,208,0,634,0.7529691211401425,1.0,0.24703087885985747,0.3961904761904762,3.2224491451849606
mixed_keep_25_noise_100,mixed,sieve_cleaned,130002,140002,135002.0,851,213,213,0,638,0.7497062279670975,1.0,0.2502937720329025,0.40037593984962405,3.1318646948707913
mixed_keep_25_noise_100,mixed,sieve_cleaned,135002,145002,140002.0,846,202,202,0,644,0.7612293144208038,1.0,0.23877068557919623,0.3854961832061069,3.3119582257375892
mixed_keep_25_noise_100,mixed,sieve_cleaned,140002,150002,145002.0,839,216,216,0,623,0.7425506555423123,1.0,0.25744934445768775,0.409478672985782,3.045093810647749
mixed_keep_25_noise_100,mixed,sieve_cleaned,145002,155002,150002.0,850,232,232,0,618,0.7270588235294118,1.0,0.27294117647058824,0.4288354898336414,2.78371773751912
mixed_keep_25_noise_100,mixed,sieve_cleaned,150002,160002,155002.0,835,212,212,0,623,0.7461077844311377,1.0,0.25389221556886227,0.40496657115568285,3.0911885580266065
mixed_keep_25_noise_100,mixed,sieve_cleaned,155002,165002,160002.0,822,200,200,0,622,0.7566909975669099,1.0,0.24330900243309003,0.39138943248532293,3.2772928233549985
mixed_keep_25_noise_100,mixed,sieve_cleaned,160002,170002,165002.0,813,200,200,0,613,0.7539975399753998,1.0,0.24600246002460024,0.39486673247778875,3.337342122274531
mixed_keep_25_noise_100,mixed,sieve_cleaned,165002,175002,170002.0,822,208,208,0,614,0.7469586374695864,1.0,0.25304136253041365,0.40388349514563104,3.133860745758959
mixed_keep_25_noise_100,mixed,sieve_cleaned,170002,180002,175002.0,846,206,206,0,640,0.7565011820330969,1.0,0.24349881796690306,0.3916349809885931,3.171461357044741
mixed_keep_25_noise_100,mixed,sieve_cleaned,175002,185002,180002.0,829,203,203,0,626,0.7551266586248492,1.0,0.2448733413751508,0.3934108527131783,3.2221189848510616
mixed_keep_25_noise_100,mixed,sieve_cleaned,180002,190002,185002.0,827,207,207,0,620,0.7496977025392987,1.0,0.2503022974607013,0.4003868471953578,3.1409719385432546
mixed_keep_25_noise_100,mixed,sieve_cleaned,185002,195002,190002.0,828,198,198,0,630,0.7608695652173914,1.0,0.2391304347826087,0.3859649122807018,3.3310201041410417
mixed_keep_25_noise_100,mixed,sieve_cleaned,190002,200000,195001.0,814,192,192,0,622,0.7641277641277642,1.0,0.23587223587223588,0.38170974155069587,3.4126258526696116
mixed_keep_25_noise_100,mixed,sieve_cleaned,195002,200000,197501.0,411,98,98,0,313,0.7615571776155717,1.0,0.2384428223844282,0.3850687622789784,3.2019720664578464
mixed_keep_25_noise_100,mixed,density_only,2,10002,5002.0,1229,1220,1220,0,9,0.007323026851098454,1.0,0.9926769731489016,0.9963250306247448,0.5431561220680037
mixed_keep_25_noise_100,mixed,density_only,5002,15002,10002.0,1085,1075,1075,0,10,0.009216589861751152,1.0,0.9907834101382489,0.9953703703703703,0.5702351136055964
mixed_keep_25_noise_100,mixed,density_only,10002,20002,15002.0,1033,1019,1019,0,14,0.013552758954501452,1.0,0.9864472410454985,0.99317738791423,0.5828121962348215
mixed_keep_25_noise_100,mixed,density_only,15002,25002,20002.0,1008,999,999,0,9,0.008928571428571428,1.0,0.9910714285714286,0.9955156950672646,0.569665683712943
mixed_keep_25_noise_100,mixed,density_only,20002,30002,25002.0,983,980,980,0,3,0.003051881993896236,1.0,0.9969481180061037,0.9984717269485481,0.5662233651492014
mixed_keep_25_noise_100,mixed,density_only,25002,35002,30002.0,970,962,962,0,8,0.008247422680412371,1.0,0.9917525773195877,0.9958592132505176,0.5829644509492015
mixed_keep_25_noise_100,mixed,density_only,30002,40002,35002.0,958,944,944,0,14,0.014613778705636743,1.0,0.9853862212943633,0.992639327024185,0.5817826489253546
mixed_keep_25_noise_100,mixed,density_only,35002,45002,40002.0,943,934,934,0,9,0.009544008483563097,1.0,0.9904559915164369,0.9952051145444859,0.5700931655927153
mixed_keep_25_noise_100,mixed,density_only,40002,50002,45002.0,930,927,927,0,3,0.0032258064516129032,1.0,0.9967741935483871,0.9983844911147012,0.5799119013999772
mixed_keep_25_noise_100,mixed,density_only,45002,55002,50002.0,916,914,914,0,2,0.002183406113537118,1.0,0.9978165938864629,0.9989071038251366,0.5790742255975831
mixed_keep_25_noise_100,mixed,density_only,50002,60002,55002.0,924,919,919,0,5,0.005411255411255411,1.0,0.9945887445887446,0.9972870320130222,0.5741887723800136
mixed_keep_25_noise_100,mixed,density_only,55002,65002,60002.0,902,892,892,0,10,0.011086474501108648,1.0,0.9889135254988913,0.9944258639910815,0.5918903879569709
mixed_keep_25_noise_100,mixed,density_only,60002,70002,65002.0,879,870,870,0,9,0.010238907849829351,1.0,0.9897610921501706,0.9948542024013721,0.5932451199889762
mixed_keep_25_noise_100,mixed,density_only,65002,75002,70002.0,900,895,895,0,5,0.005555555555555556,1.0,0.9944444444444445,0.9972144846796658,0.5684456560282846
mixed_keep_25_noise_100,mixed,density_only,70002,80002,75002.0,901,894,894,0,7,0.00776914539400666,1.0,0.9922308546059934,0.996100278551532,0.5793521395476976
mixed_keep_25_noise_100,mixed,density_only,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5903716738138355
mixed_keep_25_noise_100,mixed,density_only,80002,90002,85002.0,877,864,864,0,13,0.014823261117445839,1.0,0.9851767388825542,0.9925330269959792,0.6006230505214102
mixed_keep_25_noise_100,mixed,density_only,85002,95002,90002.0,880,865,865,0,15,0.017045454545454544,1.0,0.9829545454545454,0.9914040114613181,0.6086194244776273
mixed_keep_25_noise_100,mixed,density_only,90002,100002,95002.0,878,869,869,0,9,0.010250569476082005,1.0,0.989749430523918,0.9948483113909559,0.6067984821402381
mixed_keep_25_noise_100,mixed,density_only,95002,105002,100002.0,867,864,864,0,3,0.0034602076124567475,1.0,0.9965397923875432,0.9982668977469671,0.5872105885836122
mixed_keep_25_noise_100,mixed,density_only,100002,110002,105002.0,861,859,859,0,2,0.0023228803716608595,1.0,0.9976771196283392,0.9988372093023256,0.588111196574967
mixed_keep_25_noise_100,mixed,density_only,105002,115002,110002.0,848,844,844,0,4,0.0047169811320754715,1.0,0.9952830188679245,0.9976359338061466,0.612898436419996
mixed_keep_25_noise_100,mixed,density_only,110002,120002,115002.0,848,840,840,0,8,0.009433962264150943,1.0,0.9905660377358491,0.9952606635071091,0.6157090229066521
mixed_keep_25_noise_100,mixed,density_only,115002,125002,120002.0,862,851,851,0,11,0.012761020881670533,1.0,0.9872389791183295,0.9935785172212492,0.5917010278787757
mixed_keep_25_noise_100,mixed,density_only,120002,130002,125002.0,858,851,851,0,7,0.008158508158508158,1.0,0.9918414918414918,0.9959040374488004,0.5852204162642601
mixed_keep_25_noise_100,mixed,density_only,125002,135002,130002.0,842,835,835,0,7,0.00831353919239905,1.0,0.9916864608076009,0.9958258795468097,0.5951458216138299
mixed_keep_25_noise_100,mixed,density_only,130002,140002,135002.0,851,837,837,0,14,0.01645123384253819,1.0,0.9835487661574618,0.9917061611374407,0.592290686732503
mixed_keep_25_noise_100,mixed,density_only,135002,145002,140002.0,846,836,836,0,10,0.01182033096926714,1.0,0.9881796690307328,0.9940546967895363,0.5876831520492204
mixed_keep_25_noise_100,mixed,density_only,140002,150002,145002.0,839,836,836,0,3,0.003575685339690107,1.0,0.9964243146603099,0.9982089552238805,0.5768995753571653
mixed_keep_25_noise_100,mixed,density_only,145002,155002,150002.0,850,843,843,0,7,0.00823529411764706,1.0,0.991764705882353,0.9958653278204371,0.5882472175769625
mixed_keep_25_noise_100,mixed,density_only,150002,160002,155002.0,835,826,826,0,9,0.010778443113772455,1.0,0.9892215568862276,0.9945815773630344,0.610353390111358
mixed_keep_25_noise_100,mixed,density_only,155002,165002,160002.0,822,818,818,0,4,0.004866180048661801,1.0,0.9951338199513382,0.9975609756097561,0.5949515910339108
mixed_keep_25_noise_100,mixed,density_only,160002,170002,165002.0,813,811,811,0,2,0.0024600246002460025,1.0,0.997539975399754,0.9987684729064039,0.5998570275583947
mixed_keep_25_noise_100,mixed,density_only,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5897227643507428
mixed_keep_25_noise_100,mixed,density_only,170002,180002,175002.0,846,838,838,0,8,0.009456264775413711,1.0,0.9905437352245863,0.995249406175772,0.5889747106483173
mixed_keep_25_noise_100,mixed,density_only,175002,185002,180002.0,829,816,816,0,13,0.015681544028950542,1.0,0.9843184559710495,0.9920972644376901,0.6126766328613862
mixed_keep_25_noise_100,mixed,density_only,180002,190002,185002.0,827,805,805,0,22,0.026602176541717048,1.0,0.973397823458283,0.9865196078431373,0.6099734019894371
mixed_keep_25_noise_100,mixed,density_only,185002,195002,190002.0,828,817,817,0,11,0.013285024154589372,1.0,0.9867149758454107,0.9933130699088145,0.6044589954283326
mixed_keep_25_noise_100,mixed,density_only,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6052663279932834
mixed_keep_25_noise_100,mixed,density_only,195002,200000,197501.0,411,410,410,0,1,0.0024330900243309003,1.0,0.9975669099756691,0.9987819732034106,0.5878661170604743
mixed_keep_25_noise_100,mixed,local_gap_fixed,2,10002,5002.0,1229,1220,1220,0,9,0.007323026851098454,1.0,0.9926769731489016,0.9963250306247448,0.5445873727794328
mixed_keep_25_noise_100,mixed,local_gap_fixed,5002,15002,10002.0,1085,1073,1073,0,12,0.011059907834101382,1.0,0.9889400921658986,0.9944392956441149,0.5686787259162074
mixed_keep_25_noise_100,mixed,local_gap_fixed,10002,20002,15002.0,1033,1017,1017,0,16,0.015488867376573089,1.0,0.9845111326234269,0.9921951219512196,0.5822038500433201
mixed_keep_25_noise_100,mixed,local_gap_fixed,15002,25002,20002.0,1008,1001,1001,0,7,0.006944444444444444,1.0,0.9930555555555556,0.9965156794425087,0.5665295054287504
mixed_keep_25_noise_100,mixed,local_gap_fixed,20002,30002,25002.0,983,982,982,0,1,0.001017293997965412,1.0,0.9989827060020345,0.9994910941475827,0.5626525075672248
mixed_keep_25_noise_100,mixed,local_gap_fixed,25002,35002,30002.0,970,961,961,0,9,0.009278350515463918,1.0,0.9907216494845361,0.9953392024857587,0.5824375296453547
mixed_keep_25_noise_100,mixed,local_gap_fixed,30002,40002,35002.0,958,946,946,0,12,0.012526096033402923,1.0,0.9874739039665971,0.9936974789915966,0.5745567940474374
mixed_keep_25_noise_100,mixed,local_gap_fixed,35002,45002,40002.0,943,934,934,0,9,0.009544008483563097,1.0,0.9904559915164369,0.9952051145444859,0.5607940940442017
mixed_keep_25_noise_100,mixed,local_gap_fixed,40002,50002,45002.0,930,924,924,0,6,0.0064516129032258064,1.0,0.9935483870967742,0.9967637540453074,0.5773956798050601
mixed_keep_25_noise_100,mixed,local_gap_fixed,45002,55002,50002.0,916,914,914,0,2,0.002183406113537118,1.0,0.9978165938864629,0.9989071038251366,0.5782640318205164
mixed_keep_25_noise_100,mixed,local_gap_fixed,50002,60002,55002.0,924,916,916,0,8,0.008658008658008658,1.0,0.9913419913419913,0.9956521739130434,0.5741935197546459
mixed_keep_25_noise_100,mixed,local_gap_fixed,55002,65002,60002.0,902,892,892,0,10,0.011086474501108648,1.0,0.9889135254988913,0.9944258639910815,0.5870236436043942
mixed_keep_25_noise_100,mixed,local_gap_fixed,60002,70002,65002.0,879,873,873,0,6,0.006825938566552901,1.0,0.9931740614334471,0.9965753424657535,0.5850605605850144
mixed_keep_25_noise_100,mixed,local_gap_fixed,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.5646886129899779
mixed_keep_25_noise_100,mixed,local_gap_fixed,70002,80002,75002.0,901,893,893,0,8,0.008879023307436182,1.0,0.9911209766925638,0.9955406911928651,0.5750399925477234
mixed_keep_25_noise_100,mixed,local_gap_fixed,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.587023472496597
mixed_keep_25_noise_100,mixed,local_gap_fixed,80002,90002,85002.0,877,863,863,0,14,0.01596351197263398,1.0,0.984036488027366,0.9919540229885058,0.5955189070582869
mixed_keep_25_noise_100,mixed,local_gap_fixed,85002,95002,90002.0,880,863,863,0,17,0.019318181818181818,1.0,0.9806818181818182,0.9902467010900746,0.5993530792075544
mixed_keep_25_noise_100,mixed,local_gap_fixed,90002,100002,95002.0,878,870,870,0,8,0.009111617312072893,1.0,0.9908883826879271,0.9954233409610984,0.5965569557710773
mixed_keep_25_noise_100,mixed,local_gap_fixed,95002,105002,100002.0,867,866,866,0,1,0.0011534025374855825,1.0,0.9988465974625144,0.9994229659549912,0.583844408775824
mixed_keep_25_noise_100,mixed,local_gap_fixed,100002,110002,105002.0,861,859,859,0,2,0.0023228803716608595,1.0,0.9976771196283392,0.9988372093023256,0.586182979219993
mixed_keep_25_noise_100,mixed,local_gap_fixed,105002,115002,110002.0,848,844,844,0,4,0.0047169811320754715,1.0,0.9952830188679245,0.9976359338061466,0.6077474886683978
mixed_keep_25_noise_100,mixed,local_gap_fixed,110002,120002,115002.0,848,840,840,0,8,0.009433962264150943,1.0,0.9905660377358491,0.9952606635071091,0.610528915495465
mixed_keep_25_noise_100,mixed,local_gap_fixed,115002,125002,120002.0,862,851,851,0,11,0.012761020881670533,1.0,0.9872389791183295,0.9935785172212492,0.5906051637445863
mixed_keep_25_noise_100,mixed,local_gap_fixed,120002,130002,125002.0,858,851,851,0,7,0.008158508158508158,1.0,0.9918414918414918,0.9959040374488004,0.5809152264432799
mixed_keep_25_noise_100,mixed,local_gap_fixed,125002,135002,130002.0,842,830,830,0,12,0.014251781472684086,1.0,0.9857482185273159,0.992822966507177,0.6013077468409116
mixed_keep_25_noise_100,mixed,local_gap_fixed,130002,140002,135002.0,851,837,837,0,14,0.01645123384253819,1.0,0.9835487661574618,0.9917061611374407,0.5939349536816144
mixed_keep_25_noise_100,mixed,local_gap_fixed,135002,145002,140002.0,846,842,842,0,4,0.004728132387706856,1.0,0.9952718676122931,0.9976303317535545,0.5806430061042207
