shuffle_id,mode,singular_value,energy_share,cumulative_energy
55,6,0.002127083135016168,0.012979040185536745,0.997494483910584
55,7,0.0009345698660035654,0.0025055160894158855,0.9999999999999999
55,8,1.7440680368247878e-20,8.725704363526123e-37,0.9999999999999999
56,1,0.01110229403743249,0.44533332746185705,0.44533332746185705
56,2,0.009407649687457819,0.3197584439094614,0.7650917713713185
56,3,0.0059952190875980525,0.12985834518989298,0.8949501165612115
56,4,0.004230001641082189,0.06464587514221627,0.9595959917034278
56,5,0.0027293498032672308,0.026913993755282584,0.9865099854587104
56,6,0.0016274048910716143,0.00956865687036339,0.9960786423290737
56,7,0.001041809598964874,0.003921357670926324,1.0
56,8,2.143822512768947e-18,1.6604943485381005e-32,1.0
57,1,0.010822006563602948,0.4208558894710124,0.4208558894710124
57,2,0.008634570539827508,0.2679164047878339,0.6887722942588463
57,3,0.005738708205776169,0.11834396310467529,0.8071162573635217
57,4,0.005109490046371141,0.0938151415113085,0.9009313988748302
57,5,0.003960997812208184,0.05638025400730733,0.9573116528821375
57,6,0.0033386124471044038,0.04005436393224995,0.9973660168143874
57,7,0.0008561455182653046,0.0026339831856125578,1.0
57,8,1.3945161679381415e-17,6.988193641921253e-31,1.0
58,1,0.010193699262511062,0.4782686884129341,0.4782686884129341
58,2,0.00718137578570286,0.23736879310156658,0.7156374815145007
58,3,0.005637190092561705,0.146262730099764,0.8619002116142647
58,4,0.004497197672843224,0.09308769361371438,0.954987905227979
58,5,0.0027219575628161267,0.03410130629836617,0.9890892115263452
58,6,0.0015381199507580612,0.010889018267355322,0.9999782297937005
58,7,6.877444817856047e-05,2.177020629939903e-05,1.0
58,8,1.7086034618636174e-17,1.343664612714418e-30,1.0
59,1,0.01241765631401765,0.47917708361571143,0.47917708361571143
59,2,0.008398523682148114,0.21919097631823903,0.6983680599339505
59,3,0.007548731641867227,0.17707805439071364,0.8754461143246641
59,4,0.004601957027775426,0.06581151473029846,0.9412576290549626
59,5,0.0034913892028010226,0.037880290226444784,0.9791379192814074
59,6,0.002190220196269277,0.014907071255368911,0.9940449905367763
59,7,0.0013843083662263105,0.005955009463223672,1.0
59,8,1.958653390849599e-17,1.1921528633812744e-30,1.0
60,1,0.01115224744089503,0.4084521110121078,0.4084521110121078
60,2,0.00974227699972933,0.31170035621926345,0.7201524672313713
60,3,0.0060285505590672705,0.11935542579419593,0.8395078930255672
60,4,0.005236588472971977,0.09005612216343355,0.9295640151890007
60,5,0.0037085612923905952,0.045167626923410184,0.9747316421124108
60,6,0.0027168953494178714,0.02424164975308021,0.998973291865491
60,7,0.0005591332583911833,0.0010267081345086669,0.9999999999999997
60,8,2.8287965212273407e-18,2.627966168100352e-32,0.9999999999999997
61,1,0.008396044588431887,0.3735535965899731,0.3735535965899731
61,2,0.007719447854897337,0.31577367778850407,0.6893272743784772
61,3,0.004979380755978659,0.13138752225093855,0.8207147966294157
61,4,0.004624416078096639,0.11332278901260168,0.9340375856420173
61,5,0.0027800942437070124,0.04095646702567321,0.9749940526676906
61,6,0.0020726895337500224,0.022765225594854655,0.9977592782625452
61,7,0.0006502677846544521,0.002240721737454909,1.0
61,8,1.1380368662923842e-17,6.8630333891151144e-31,1.0
62,1,0.013047913552726224,0.45980456175012935,0.45980456175012935
62,2,0.010414778334858548,0.2929484444300698,0.7527530061801991
62,3,0.006923475729318932,0.129461156535695,0.8822141627158941
62,4,0.004925211506586723,0.06551502409970075,0.9477291868155949
62,5,0.004019918823845754,0.04364411593685803,0.991373302752453
62,6,0.0014889088620327019,0.005987249604534372,0.9973605523569873
62,7,0.0009885780394099958,0.0026394476430125686,0.9999999999999999
62,8,1.9492378041201864e-17,1.0261734771280667e-30,0.9999999999999999
63,1,0.008205272837737544,0.3496914462821707,0.3496914462821707
63,2,0.006888558255140163,0.24646521134222762,0.5961566576243983
63,3,0.006218150694964496,0.20082669528711017,0.7969833529115085
63,4,0.005072657875282761,0.1336503501368001,0.9306337030483085
63,5,0.0028266887652512265,0.04150065409325535,0.9721343571415638
63,6,0.002189581793542046,0.024901258836470482,0.9970356159780343
63,7,0.000755470923348604,0.002964384021965636,0.9999999999999999
63,8,7.920871500283632e-18,3.2587038352946813e-31,0.9999999999999999
