transition,anchor_residue,next_residue,z_center,empirical_pdf,exp_pdf,delta
13->29,13,29,2.8714285714285714,0.0,0.05677605333590008,-0.05677605333590008
13->29,13,29,2.9571428571428573,0.0,0.052112266104527814,-0.052112266104527814
13->29,13,29,3.0428571428571427,0.0,0.04783157896661976,-0.04783157896661976
13->29,13,29,3.1285714285714286,0.0,0.043902522716071216,-0.043902522716071216
13->29,13,29,3.2142857142857144,0.2060688405797098,0.040296213139445945,0.16577262744026386
13->29,13,29,3.3,0.17436594202898523,0.0369861386754717,0.13737980335351352
13->29,13,29,3.385714285714286,0.08982487922705298,0.03394796551694117,0.05587691371011182
13->29,13,29,3.4714285714285715,0.10039251207729505,0.03115935872223703,0.06923315335505802
13->29,13,29,3.557142857142857,0.06340579710144917,0.0285998180213932,0.03480597908005597
13->29,13,29,3.6428571428571432,0.026419082125603822,0.026250527109631196,0.0001685550159726268
13->29,13,29,3.7285714285714286,0.010567632850241584,0.024094215320462204,-0.01352658247022062
13->29,13,29,3.814285714285714,0.005283816425120764,0.02211503066145294,-0.016831214236332173
13->29,13,29,3.9000000000000004,0.005283816425120764,0.02029842327928616,-0.015014606854165394
13->29,13,29,3.9857142857142858,0.02113526570048317,0.01863103849741608,0.0025042272030670887
13->29,13,29,4.071428571428571,0.005283816425120792,0.017100618639991582,-0.011816802214870789
13->29,13,29,4.157142857142857,0.0,0.01569591292031223,-0.01569591292031223
13->29,13,29,4.242857142857143,0.0,0.014406594731367297,-0.014406594731367297
13->29,13,29,4.328571428571429,0.0,0.013223185730424613,-0.013223185730424613
13->29,13,29,4.414285714285715,0.0,0.012136986159581541,-0.012136986159581541
13->29,13,29,4.5,0.0,0.011140010890034115,-0.011140010890034115
13->29,13,29,4.585714285714285,0.0,0.010224930719897714,-0.010224930719897714
13->29,13,29,4.671428571428572,0.0,0.009385018494033781,-0.009385018494033781
13->29,13,29,4.757142857142857,0.0,0.008614099649785918,-0.008614099649785918
13->29,13,29,4.842857142857143,0.0,0.007906506825065263,-0.007906506825065263
13->29,13,29,4.928571428571429,0.0,0.007257038195089519,-0.007257038195089519
13->29,13,29,5.014285714285714,0.0,0.0066609192314905025,-0.0066609192314905025
13->29,13,29,5.1,0.0,0.006113767602664896,-0.006113767602664896
13->29,13,29,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
13->29,13,29,5.271428571428571,0.010567632850241584,0.005150607354483377,0.005417025495758207
13->29,13,29,5.357142857142858,0.01585144927536221,0.004727518122275987,0.011123931153086221
13->29,13,29,5.442857142857143,0.015851449275362375,0.0043391829464526546,0.01151226632890972
13->29,13,29,5.5285714285714285,0.0,0.00398274700504392,-0.00398274700504392
13->29,13,29,5.614285714285714,0.005283816425120737,0.0036555899813244695,0.001628226443796268
13->29,13,29,5.7,0.005283816425120792,0.0033553068007171737,0.0019285096244036183
13->29,13,29,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
13->29,13,29,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
13->29,13,29,5.957142857142857,0.0,0.0025945169553504453,-0.0025945169553504453
17->1,17,1,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
17->1,17,1,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
17->1,17,1,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
17->1,17,1,0.3,0.0,0.7428864540123261,-0.7428864540123261
17->1,17,1,0.38571428571428573,0.0,0.6818631148576237,-0.6818631148576237
17->1,17,1,0.4714285714285714,0.0,0.6258524501183417,-0.6258524501183417
17->1,17,1,0.5571428571428572,0.0,0.574442700865141,-0.574442700865141
17->1,17,1,0.6428571428571428,0.0,0.5272559315136365,-0.5272559315136365
17->1,17,1,0.7285714285714286,0.0,0.48394525145437756,-0.48394525145437756
17->1,17,1,0.8142857142857143,0.0,0.4441922649080403,-0.4441922649080403
17->1,17,1,0.9,0.0,0.40770473025859444,-0.40770473025859444
17->1,17,1,0.9857142857142857,6.215177713736796,0.3742144116571816,5.840963302079614
17->1,17,1,1.0714285714285714,3.0307396733909644,0.34347510710290213,2.687264566288062
17->1,17,1,1.157142857142857,1.0614793467819412,0.3152608385040695,0.7462185082778717
17->1,17,1,1.2428571428571429,0.3938520653218052,0.28936419041427874,0.10448787490752648
17->1,17,1,1.3285714285714287,0.14889529298751214,0.2655947852306119,-0.11669949224309978
17->1,17,1,1.4142857142857141,0.1008645533141211,0.24377788364449285,-0.14291333033037174
17->1,17,1,1.5,0.05283381364072996,0.22375310005649293,-0.17091928641576298
17->1,17,1,1.5857142857142859,0.024015369836695503,0.2053732235115413,-0.1813578536748458
17->1,17,1,1.6714285714285715,0.009606147934678178,0.18850313548671466,-0.17889698755203648
17->1,17,1,1.7571428571428571,0.0,0.17301881657579302,-0.17301881657579302
17->1,17,1,1.842857142857143,0.009606147934678202,0.1588064347682837,-0.1492002868336055
17->1,17,1,1.9285714285714286,0.0,0.14576150862045373,-0.14576150862045373
17->1,17,1,2.0142857142857142,0.0,0.1337881391664733,-0.1337881391664733
17->1,17,1,2.0999999999999996,0.0,0.12279830492311432,-0.12279830492311432
17->1,17,1,2.185714285714286,0.0,0.11271121480527316,-0.11271121480527316
17->1,17,1,2.2714285714285714,0.0,0.10345271419531782,-0.10345271419531782
17->1,17,1,2.357142857142857,0.0,0.09495473980001322,-0.09495473980001322
17->1,17,1,2.442857142857143,0.004803073967339089,0.08715481928744107,-0.08235174532010198
17->1,17,1,2.5285714285714285,0.0,0.07999561202552476,-0.07999561202552476
17->1,17,1,2.6142857142857143,0.0,0.07342448754592751,-0.07342448754592751
17->1,17,1,2.7,0.0,0.06739313863442749,-0.06739313863442749
17->1,17,1,2.7857142857142856,0.0,0.061857226203427235,-0.061857226203427235
17->1,17,1,2.8714285714285714,0.0,0.05677605333590008,-0.05677605333590008
17->1,17,1,2.9571428571428573,0.0,0.052112266104527814,-0.052112266104527814
17->1,17,1,3.0428571428571427,0.1729106628242072,0.04783157896661976,0.12507908385758743
17->1,17,1,3.1285714285714286,0.1104707012487996,0.043902522716071216,0.06656817853272838
17->1,17,1,3.2142857142857144,0.10086455331412085,0.040296213139445945,0.060568340174674905
17->1,17,1,3.3,0.07204610951008633,0.0369861386754717,0.03505997083461463
17->1,17,1,3.385714285714286,0.048030739673390874,0.03394796551694117,0.014082774156449707
17->1,17,1,3.4714285714285715,0.024015369836695565,0.03115935872223703,-0.0071439888855414635
17->1,17,1,3.557142857142857,0.014409221902017265,0.0285998180213932,-0.014190596119375934
17->1,17,1,3.6428571428571432,0.0,0.026250527109631196,-0.026250527109631196
17->1,17,1,3.7285714285714286,0.009606147934678226,0.024094215320462204,-0.014488067385783978
17->1,17,1,3.814285714285714,0.009606147934678178,0.02211503066145294,-0.01250888272677476
17->1,17,1,3.9000000000000004,0.0,0.02029842327928616,-0.02029842327928616
17->1,17,1,3.9857142857142858,0.0,0.01863103849741608,-0.01863103849741608
17->1,17,1,4.071428571428571,0.0,0.017100618639991582,-0.017100618639991582
17->1,17,1,4.157142857142857,0.004803073967339064,0.01569591292031223,-0.010892838952973164
17->1,17,1,4.242857142857143,0.0,0.014406594731367297,-0.014406594731367297
17->1,17,1,4.328571428571429,0.0,0.013223185730424613,-0.013223185730424613
17->1,17,1,4.414285714285715,0.0,0.012136986159581541,-0.012136986159581541
17->1,17,1,4.5,0.0,0.011140010890034115,-0.011140010890034115
17->1,17,1,4.585714285714285,0.0,0.010224930719897714,-0.010224930719897714
17->1,17,1,4.671428571428572,0.0,0.009385018494033781,-0.009385018494033781
17->1,17,1,4.757142857142857,0.0,0.008614099649785918,-0.008614099649785918
17->1,17,1,4.842857142857143,0.0,0.007906506825065263,-0.007906506825065263
17->1,17,1,4.928571428571429,0.0,0.007257038195089519,-0.007257038195089519
17->1,17,1,5.014285714285714,0.0,0.0066609192314905025,-0.0066609192314905025
17->1,17,1,5.1,0.0,0.006113767602664896,-0.006113767602664896
17->1,17,1,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
17->1,17,1,5.271428571428571,0.004803073967339113,0.005150607354483377,-0.00034753338714426426
17->1,17,1,5.357142857142858,0.014409221902017188,0.004727518122275987,0.009681703779741202
17->1,17,1,5.442857142857143,0.01440922190201734,0.0043391829464526546,0.010070038955564686
17->1,17,1,5.5285714285714285,0.004803073967339113,0.00398274700504392,0.0008203269622951929
17->1,17,1,5.614285714285714,0.004803073967339064,0.0036555899813244695,0.0011474839860145941
17->1,17,1,5.7,0.004803073967339113,0.0033553068007171737,0.0014477671666219393
17->1,17,1,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
17->1,17,1,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
17->1,17,1,5.957142857142857,0.0,0.0025945169553504453,-0.0025945169553504453
17->7,17,7,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
17->7,17,7,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
17->7,17,7,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
17->7,17,7,0.3,0.0,0.7428864540123261,-0.7428864540123261
17->7,17,7,0.38571428571428573,0.0,0.6818631148576237,-0.6818631148576237
17->7,17,7,0.4714285714285714,0.0,0.6258524501183417,-0.6258524501183417
17->7,17,7,0.5571428571428572,0.0,0.574442700865141,-0.574442700865141
17->7,17,7,0.6428571428571428,0.0,0.5272559315136365,-0.5272559315136365
17->7,17,7,0.7285714285714286,0.0,0.48394525145437756,-0.48394525145437756
17->7,17,7,0.8142857142857143,0.0,0.4441922649080403,-0.4441922649080403
17->7,17,7,0.9,0.0,0.40770473025859444,-0.40770473025859444
17->7,17,7,0.9857142857142857,0.0,0.3742144116571816,-0.3742144116571816
17->7,17,7,1.0714285714285714,0.0,0.34347510710290213,-0.34347510710290213
17->7,17,7,1.157142857142857,0.0,0.3152608385040695,-0.3152608385040695
17->7,17,7,1.2428571428571429,0.0,0.28936419041427874,-0.28936419041427874
17->7,17,7,1.3285714285714287,0.0,0.2655947852306119,-0.2655947852306119
17->7,17,7,1.4142857142857141,5.589225589225594,0.24377788364449285,5.345447705581101
17->7,17,7,1.5,2.7609427609427564,0.22375310005649293,2.5371896608862636
17->7,17,7,1.5857142857142859,1.1952861952861964,0.2053732235115413,0.9899129717746551
17->7,17,7,1.6714285714285715,0.47138047138047057,0.18850313548671466,0.2828773358937559
17->7,17,7,1.7571428571428571,0.26936026936026963,0.17301881657579302,0.09634145278447662
17->7,17,7,1.842857142857143,0.20202020202020224,0.1588064347682837,0.04321376725191853
17->7,17,7,1.9285714285714286,0.10942760942760926,0.14576150862045373,-0.036333899192844465
17->7,17,7,2.0142857142857142,0.05050505050505069,0.1337881391664733,-0.08328308866142262
17->7,17,7,2.0999999999999996,0.06734006734006723,0.12279830492311432,-0.05545823758304709
17->7,17,7,2.185714285714286,0.04208754208754202,0.11271121480527316,-0.07062367271773114
17->7,17,7,2.2714285714285714,0.016835016835016807,0.10345271419531782,-0.086617697360301
17->7,17,7,2.357142857142857,0.0,0.09495473980001322,-0.09495473980001322
17->7,17,7,2.442857142857143,0.008417508417508403,0.08715481928744107,-0.07873731086993266
17->7,17,7,2.5285714285714285,0.0,0.07999561202552476,-0.07999561202552476
17->7,17,7,2.6142857142857143,0.0,0.07342448754592751,-0.07342448754592751
17->7,17,7,2.7,0.008417508417508403,0.06739313863442749,-0.05897563021691908
17->7,17,7,2.7857142857142856,0.0,0.061857226203427235,-0.061857226203427235
17->7,17,7,2.8714285714285714,0.0,0.05677605333590008,-0.05677605333590008
17->7,17,7,2.9571428571428573,0.008417508417508403,0.052112266104527814,-0.043694757687019414
17->7,17,7,3.0428571428571427,0.0,0.04783157896661976,-0.04783157896661976
17->7,17,7,3.1285714285714286,0.0,0.043902522716071216,-0.043902522716071216
17->7,17,7,3.2142857142857144,0.0,0.040296213139445945,-0.040296213139445945
17->7,17,7,3.3,0.0,0.0369861386754717,-0.0369861386754717
17->7,17,7,3.385714285714286,0.0,0.03394796551694117,-0.03394796551694117
17->7,17,7,3.4714285714285715,0.23569023569023653,0.03115935872223703,0.20453087696799951
17->7,17,7,3.557142857142857,0.2104377104377101,0.0285998180213932,0.1818378924163169
17->7,17,7,3.6428571428571432,0.14309764309764286,0.026250527109631196,0.11684711598801167
17->7,17,7,3.7285714285714286,0.11784511784511827,0.024094215320462204,0.09375090252465607
17->7,17,7,3.814285714285714,0.02525252525252521,0.02211503066145294,0.003137494591072272
17->7,17,7,3.9000000000000004,0.04208754208754202,0.02029842327928616,0.02178911880825586
17->7,17,7,3.9857142857142858,0.0,0.01863103849741608,-0.01863103849741608
17->7,17,7,4.071428571428571,0.025252525252525346,0.017100618639991582,0.008151906612533764
17->7,17,7,4.157142857142857,0.0,0.01569591292031223,-0.01569591292031223
17->7,17,7,4.242857142857143,0.0,0.014406594731367297,-0.014406594731367297
17->7,17,7,4.328571428571429,0.0,0.013223185730424613,-0.013223185730424613
17->7,17,7,4.414285714285715,0.0,0.012136986159581541,-0.012136986159581541
17->7,17,7,4.5,0.0,0.011140010890034115,-0.011140010890034115
17->7,17,7,4.585714285714285,0.0,0.010224930719897714,-0.010224930719897714
17->7,17,7,4.671428571428572,0.0,0.009385018494033781,-0.009385018494033781
17->7,17,7,4.757142857142857,0.0,0.008614099649785918,-0.008614099649785918
17->7,17,7,4.842857142857143,0.00841750841750836,0.007906506825065263,0.0005110015924430968
17->7,17,7,4.928571428571429,0.0,0.007257038195089519,-0.007257038195089519
17->7,17,7,5.014285714285714,0.0,0.0066609192314905025,-0.0066609192314905025
17->7,17,7,5.1,0.0,0.006113767602664896,-0.006113767602664896
17->7,17,7,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
17->7,17,7,5.271428571428571,0.0,0.005150607354483377,-0.005150607354483377
17->7,17,7,5.357142857142858,0.0,0.004727518122275987,-0.004727518122275987
17->7,17,7,5.442857142857143,0.0,0.0043391829464526546,-0.0043391829464526546
17->7,17,7,5.5285714285714285,0.0,0.00398274700504392,-0.00398274700504392
17->7,17,7,5.614285714285714,0.03367003367003344,0.0036555899813244695,0.03001444368870897
17->7,17,7,5.7,0.025252525252525346,0.0033553068007171737,0.02189721845180817
17->7,17,7,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
17->7,17,7,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
17->7,17,7,5.957142857142857,0.0,0.0025945169553504453,-0.0025945169553504453
17->11,17,11,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
17->11,17,11,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
17->11,17,11,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
17->11,17,11,0.3,0.0,0.7428864540123261,-0.7428864540123261
17->11,17,11,0.38571428571428573,0.0,0.6818631148576237,-0.6818631148576237
17->11,17,11,0.4714285714285714,0.0,0.6258524501183417,-0.6258524501183417
17->11,17,11,0.5571428571428572,0.0,0.574442700865141,-0.574442700865141
17->11,17,11,0.6428571428571428,0.0,0.5272559315136365,-0.5272559315136365
17->11,17,11,0.7285714285714286,0.0,0.48394525145437756,-0.48394525145437756
17->11,17,11,0.8142857142857143,0.0,0.4441922649080403,-0.4441922649080403
17->11,17,11,0.9,0.0,0.40770473025859444,-0.40770473025859444
17->11,17,11,0.9857142857142857,0.0,0.3742144116571816,-0.3742144116571816
17->11,17,11,1.0714285714285714,0.0,0.34347510710290213,-0.34347510710290213
17->11,17,11,1.157142857142857,0.0,0.3152608385040695,-0.3152608385040695
17->11,17,11,1.2428571428571429,0.0,0.28936419041427874,-0.28936419041427874
17->11,17,11,1.3285714285714287,0.0,0.2655947852306119,-0.2655947852306119
17->11,17,11,1.4142857142857141,0.0,0.24377788364449285,-0.24377788364449285
17->11,17,11,1.5,0.0,0.22375310005649293,-0.22375310005649293
17->11,17,11,1.5857142857142859,0.0,0.2053732235115413,-0.2053732235115413
17->11,17,11,1.6714285714285715,4.655913978494616,0.18850313548671466,4.467410843007901
17->11,17,11,1.7571428571428571,3.1720430107526916,0.17301881657579302,2.9990241941768985
17->11,17,11,1.842857142857143,1.3978494623655928,0.1588064347682837,1.239043027597309
17->11,17,11,1.9285714285714286,0.8602150537634394,0.14576150862045373,0.7144535451429856
17->11,17,11,2.0142857142857142,0.3548387096774206,0.1337881391664733,0.2210505705109473
17->11,17,11,2.0999999999999996,0.3010752688172038,0.12279830492311432,0.17827696389408948
17->11,17,11,2.185714285714286,0.08602150537634395,0.11271121480527316,-0.026689709428929204
17->11,17,11,2.2714285714285714,0.09677419354838694,0.10345271419531782,-0.006678520646930877
17->11,17,11,2.357142857142857,0.01075268817204305,0.09495473980001322,-0.08420205162797018
17->11,17,11,2.442857142857143,0.010752688172042994,0.08715481928744107,-0.07640213111539806
17->11,17,11,2.5285714285714285,0.0,0.07999561202552476,-0.07999561202552476
17->11,17,11,2.6142857142857143,0.0,0.07342448754592751,-0.07342448754592751
17->11,17,11,2.7,0.010752688172042994,0.06739313863442749,-0.056640450462384494
17->11,17,11,2.7857142857142856,0.010752688172042994,0.061857226203427235,-0.05110453803138424
17->11,17,11,2.8714285714285714,0.0,0.05677605333590008,-0.05677605333590008
17->11,17,11,2.9571428571428573,0.0,0.052112266104527814,-0.052112266104527814
17->11,17,11,3.0428571428571427,0.0,0.04783157896661976,-0.04783157896661976
17->11,17,11,3.1285714285714286,0.0,0.043902522716071216,-0.043902522716071216
17->11,17,11,3.2142857142857144,0.0,0.040296213139445945,-0.040296213139445945
17->11,17,11,3.3,0.0,0.0369861386754717,-0.0369861386754717
17->11,17,11,3.385714285714286,0.0,0.03394796551694117,-0.03394796551694117
17->11,17,11,3.4714285714285715,0.0,0.03115935872223703,-0.03115935872223703
17->11,17,11,3.557142857142857,0.0,0.0285998180213932,-0.0285998180213932
17->11,17,11,3.6428571428571432,0.0,0.026250527109631196,-0.026250527109631196
17->11,17,11,3.7285714285714286,0.1720430107526888,0.024094215320462204,0.14794879543222658
17->11,17,11,3.814285714285714,0.1505376344086019,0.02211503066145294,0.12842260374714898
17->11,17,11,3.9000000000000004,0.11827956989247292,0.02029842327928616,0.09798114661318676
17->11,17,11,3.9857142857142858,0.0860215053763444,0.01863103849741608,0.06739046687892832
17->11,17,11,4.071428571428571,0.0645161290322583,0.017100618639991582,0.04741551039226671
17->11,17,11,4.157142857142857,0.021505376344085878,0.01569591292031223,0.005809463423773649
17->11,17,11,4.242857142857143,0.0215053763440861,0.014406594731367297,0.007098781612718803
17->11,17,11,4.328571428571429,0.010752688172042939,0.013223185730424613,-0.0024704975583816745
17->11,17,11,4.414285714285715,0.0,0.012136986159581541,-0.012136986159581541
17->11,17,11,4.5,0.0215053763440861,0.011140010890034115,0.010365365454051985
17->11,17,11,4.585714285714285,0.0,0.010224930719897714,-0.010224930719897714
17->11,17,11,4.671428571428572,0.0,0.009385018494033781,-0.009385018494033781
17->11,17,11,4.757142857142857,0.0,0.008614099649785918,-0.008614099649785918
17->11,17,11,4.842857142857143,0.0,0.007906506825065263,-0.007906506825065263
17->11,17,11,4.928571428571429,0.0,0.007257038195089519,-0.007257038195089519
17->11,17,11,5.014285714285714,0.0,0.0066609192314905025,-0.0066609192314905025
17->11,17,11,5.1,0.0,0.006113767602664896,-0.006113767602664896
17->11,17,11,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
17->11,17,11,5.271428571428571,0.0,0.005150607354483377,-0.005150607354483377
17->11,17,11,5.357142857142858,0.0,0.004727518122275987,-0.004727518122275987
17->11,17,11,5.442857142857143,0.0,0.0043391829464526546,-0.0043391829464526546
17->11,17,11,5.5285714285714285,0.0,0.00398274700504392,-0.00398274700504392
17->11,17,11,5.614285714285714,0.0,0.0036555899813244695,-0.0036555899813244695
17->11,17,11,5.7,0.0,0.0033553068007171737,-0.0033553068007171737
17->11,17,11,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
17->11,17,11,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
17->11,17,11,5.957142857142857,0.03225806451612915,0.0025945169553504453,0.029663547560778703
17->13,17,13,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
17->13,17,13,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
17->13,17,13,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
17->13,17,13,0.3,0.0,0.7428864540123261,-0.7428864540123261
17->13,17,13,0.38571428571428573,0.0,0.6818631148576237,-0.6818631148576237
17->13,17,13,0.4714285714285714,0.0,0.6258524501183417,-0.6258524501183417
17->13,17,13,0.5571428571428572,0.0,0.574442700865141,-0.574442700865141
17->13,17,13,0.6428571428571428,0.0,0.5272559315136365,-0.5272559315136365
17->13,17,13,0.7285714285714286,0.0,0.48394525145437756,-0.48394525145437756
17->13,17,13,0.8142857142857143,0.0,0.4441922649080403,-0.4441922649080403
17->13,17,13,0.9,0.0,0.40770473025859444,-0.40770473025859444
17->13,17,13,0.9857142857142857,0.0,0.3742144116571816,-0.3742144116571816
17->13,17,13,1.0714285714285714,0.0,0.34347510710290213,-0.34347510710290213
17->13,17,13,1.157142857142857,0.0,0.3152608385040695,-0.3152608385040695
17->13,17,13,1.2428571428571429,0.0,0.28936419041427874,-0.28936419041427874
17->13,17,13,1.3285714285714287,0.0,0.2655947852306119,-0.2655947852306119
17->13,17,13,1.4142857142857141,0.0,0.24377788364449285,-0.24377788364449285
17->13,17,13,1.5,0.0,0.22375310005649293,-0.22375310005649293
17->13,17,13,1.5857142857142859,0.0,0.2053732235115413,-0.2053732235115413
17->13,17,13,1.6714285714285715,0.0,0.18850313548671466,-0.18850313548671466
17->13,17,13,1.7571428571428571,0.617056170561706,0.17301881657579302,0.44403735398591304
17->13,17,13,1.842857142857143,5.2808528085280875,0.1588064347682837,5.122046373759804
17->13,17,13,1.9285714285714286,2.2673226732267278,0.14576150862045373,2.121561164606274
17->13,17,13,2.0142857142857142,1.1193111931119346,0.1337881391664733,0.9855230539454614
17->13,17,13,2.0999999999999996,0.7462074620746193,0.12279830492311432,0.623409157151505
17->13,17,13,2.185714285714286,0.3874538745387446,0.11271121480527316,0.27474265973347145
17->13,17,13,2.2714285714285714,0.2870028700286997,0.10345271419531782,0.18355015583338186
17->13,17,13,2.357142857142857,0.10045100451004542,0.09495473980001322,0.0054962647100322
17->13,17,13,2.442857142857143,0.0861008610086099,0.08715481928744107,-0.0010539582788311602
17->13,17,13,2.5285714285714285,0.014350143501434985,0.07999561202552476,-0.06564546852408977
17->13,17,13,2.6142857142857143,0.01435014350143506,0.07342448754592751,-0.05907434404449245
17->13,17,13,2.7,0.02870028700286997,0.06739313863442749,-0.038692851631557515
17->13,17,13,2.7857142857142856,0.014350143501434985,0.061857226203427235,-0.04750708270199225
17->13,17,13,2.8714285714285714,0.0,0.05677605333590008,-0.05677605333590008
17->13,17,13,2.9571428571428573,0.0,0.052112266104527814,-0.052112266104527814
17->13,17,13,3.0428571428571427,0.0,0.04783157896661976,-0.04783157896661976
17->13,17,13,3.1285714285714286,0.0,0.043902522716071216,-0.043902522716071216
17->13,17,13,3.2142857142857144,0.014350143501434985,0.040296213139445945,-0.02594606963801096
17->13,17,13,3.3,0.014350143501434985,0.0369861386754717,-0.022635995174036715
17->13,17,13,3.385714285714286,0.0,0.03394796551694117,-0.03394796551694117
17->13,17,13,3.4714285714285715,0.0,0.03115935872223703,-0.03115935872223703
17->13,17,13,3.557142857142857,0.0,0.0285998180213932,-0.0285998180213932
17->13,17,13,3.6428571428571432,0.0,0.026250527109631196,-0.026250527109631196
17->13,17,13,3.7285714285714286,0.0,0.024094215320462204,-0.024094215320462204
17->13,17,13,3.814285714285714,0.0,0.02211503066145294,-0.02211503066145294
17->13,17,13,3.9000000000000004,0.2583025830258297,0.02029842327928616,0.23800415974654354
17->13,17,13,3.9857142857142858,0.14350143501435061,0.01863103849741608,0.12487039651693453
17->13,17,13,4.071428571428571,0.08610086100861036,0.017100618639991582,0.06900024236861878
17->13,17,13,4.157142857142857,0.08610086100860945,0.01569591292031223,0.07040494808829723
17->13,17,13,4.242857142857143,0.04305043050430518,0.014406594731367297,0.028643835772937887
17->13,17,13,4.328571428571429,0.02870028700286982,0.013223185730424613,0.015477101272445207
17->13,17,13,4.414285714285715,0.0,0.012136986159581541,-0.012136986159581541
17->13,17,13,4.5,0.0,0.011140010890034115,-0.011140010890034115
17->13,17,13,4.585714285714285,0.01435014350143491,0.010224930719897714,0.004125212781537196
17->13,17,13,4.671428571428572,0.01435014350143506,0.009385018494033781,0.004965125007401278
17->13,17,13,4.757142857142857,0.0,0.008614099649785918,-0.008614099649785918
17->13,17,13,4.842857142857143,0.0,0.007906506825065263,-0.007906506825065263
17->13,17,13,4.928571428571429,0.0,0.007257038195089519,-0.007257038195089519
17->13,17,13,5.014285714285714,0.0,0.0066609192314905025,-0.0066609192314905025
17->13,17,13,5.1,0.0,0.006113767602664896,-0.006113767602664896
17->13,17,13,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
17->13,17,13,5.271428571428571,0.0,0.005150607354483377,-0.005150607354483377
17->13,17,13,5.357142857142858,0.0,0.004727518122275987,-0.004727518122275987
17->13,17,13,5.442857142857143,0.0,0.0043391829464526546,-0.0043391829464526546
17->13,17,13,5.5285714285714285,0.0,0.00398274700504392,-0.00398274700504392
17->13,17,13,5.614285714285714,0.0,0.0036555899813244695,-0.0036555899813244695
17->13,17,13,5.7,0.0,0.0033553068007171737,-0.0033553068007171737
17->13,17,13,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
17->13,17,13,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
17->13,17,13,5.957142857142857,0.0,0.0025945169553504453,-0.0025945169553504453
17->17,17,17,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
17->17,17,17,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
17->17,17,17,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
17->17,17,17,0.3,0.0,0.7428864540123261,-0.7428864540123261
17->17,17,17,0.38571428571428573,0.0,0.6818631148576237,-0.6818631148576237
17->17,17,17,0.4714285714285714,0.0,0.6258524501183417,-0.6258524501183417
17->17,17,17,0.5571428571428572,0.0,0.574442700865141,-0.574442700865141
17->17,17,17,0.6428571428571428,0.0,0.5272559315136365,-0.5272559315136365
17->17,17,17,0.7285714285714286,0.0,0.48394525145437756,-0.48394525145437756
17->17,17,17,0.8142857142857143,0.0,0.4441922649080403,-0.4441922649080403
17->17,17,17,0.9,0.0,0.40770473025859444,-0.40770473025859444
17->17,17,17,0.9857142857142857,0.0,0.3742144116571816,-0.3742144116571816
17->17,17,17,1.0714285714285714,0.0,0.34347510710290213,-0.34347510710290213
17->17,17,17,1.157142857142857,0.0,0.3152608385040695,-0.3152608385040695
17->17,17,17,1.2428571428571429,0.0,0.28936419041427874,-0.28936419041427874
17->17,17,17,1.3285714285714287,0.0,0.2655947852306119,-0.2655947852306119
17->17,17,17,1.4142857142857141,0.0,0.24377788364449285,-0.24377788364449285
17->17,17,17,1.5,0.0,0.22375310005649293,-0.22375310005649293
17->17,17,17,1.5857142857142859,0.0,0.2053732235115413,-0.2053732235115413
17->17,17,17,1.6714285714285715,0.0,0.18850313548671466,-0.18850313548671466
17->17,17,17,1.7571428571428571,0.0,0.17301881657579302,-0.17301881657579302
17->17,17,17,1.842857142857143,0.0,0.1588064347682837,-0.1588064347682837
17->17,17,17,1.9285714285714286,0.0,0.14576150862045373,-0.14576150862045373
17->17,17,17,2.0142857142857142,0.0,0.1337881391664733,-0.1337881391664733
17->17,17,17,2.0999999999999996,4.62792127921279,0.12279830492311432,4.505122974289676
17->17,17,17,2.185714285714286,2.776752767527674,0.11271121480527316,2.664041552722401
