window_index,midpoint,anchor_mod30,z_center,empirical_pdf,exp_pdf,delta
8,6195.053268536115,23,2.6333333333333333,0.30000000000000104,0.07203045050897056,0.2279695494910305
8,6195.053268536115,23,2.7,0.2999999999999991,0.06738498958611619,0.2326150104138829
8,6195.053268536115,23,2.7666666666666666,0.30000000000000104,0.06303912844409452,0.2369608715559065
8,6195.053268536115,23,2.833333333333333,0.0,0.05897354498975579,-0.05897354498975579
8,6195.053268536115,23,2.9,0.0,0.05517016326999288,-0.05517016326999288
8,6195.053268536115,23,2.966666666666667,0.0,0.05161207310441313,-0.05161207310441313
8,6195.053268536115,23,3.033333333333333,0.0,0.04828345490114099,-0.04828345490114099
8,6195.053268536115,23,3.0999999999999996,0.0,0.0451695093214765,-0.0451695093214765
8,6195.053268536115,23,3.166666666666667,0.0,0.042256391480692004,-0.042256391480692004
8,6195.053268536115,23,3.2333333333333334,0.0,0.039531149392417926,-0.039531149392417926
8,6195.053268536115,23,3.3,0.0,0.036981666382935374,-0.036981666382935374
8,6195.053268536115,23,3.3666666666666667,0.30000000000000104,0.034596607219344995,0.26540339278065606
8,6195.053268536115,23,3.4333333333333336,0.0,0.03236536771209253,-0.03236536771209253
8,6195.053268536115,23,3.5,0.0,0.030278027567779357,-0.030278027567779357
8,6195.053268536115,23,3.5666666666666664,0.0,0.028325306282637477,-0.028325306282637477
8,6195.053268536115,23,3.6333333333333333,0.0,0.02649852188056732,-0.02649852188056732
8,6195.053268536115,23,3.7,0.0,0.024789552312283886,-0.024789552312283886
8,6195.053268536115,23,3.7666666666666666,0.0,0.02319079934394827,-0.02319079934394827
8,6195.053268536115,23,3.833333333333333,0.0,0.02169515477473027,-0.02169515477473027
8,6195.053268536115,23,3.9,0.0,0.020295968833102217,-0.020295968833102217
8,6195.053268536115,23,3.966666666666667,0.0,0.018987020611351133,-0.018987020611351133
8,6195.053268536115,23,4.033333333333333,0.0,0.017762490406858282,-0.017762490406858282
8,6195.053268536115,23,4.1,0.0,0.016616933847173034,-0.016616933847173034
8,6195.053268536115,23,4.166666666666666,0.0,0.015545257683838685,-0.015545257683838685
8,6195.053268536115,23,4.233333333333333,0.0,0.01454269714734751,-0.01454269714734751
8,6195.053268536115,23,4.3,0.0,0.013604794762542978,-0.013604794762542978
8,6195.053268536115,23,4.366666666666667,0.0,0.012727380530280517,-0.012727380530280517
8,6195.053268536115,23,4.433333333333334,0.0,0.011906553387232842,-0.011906553387232842
8,6195.053268536115,23,4.5,0.0,0.011138663861408195,-0.011138663861408195
8,6195.053268536115,23,4.566666666666666,0.0,0.01042029784626662,-0.01042029784626662
8,6195.053268536115,23,4.633333333333333,0.0,0.009748261421292348,-0.009748261421292348
8,6195.053268536115,23,4.7,0.0,0.009119566651533231,-0.009119566651533231
8,6195.053268536115,23,4.766666666666667,0.0,0.00853141830297074,-0.00853141830297074
8,6195.053268536115,23,4.833333333333333,0.0,0.00798120141465572,-0.00798120141465572
8,6195.053268536115,23,4.9,0.0,0.00746646967235465,-0.00746646967235465
8,6195.053268536115,23,4.966666666666667,0.0,0.0069849345320145105,-0.0069849345320145105
8,6195.053268536115,23,5.033333333333333,0.0,0.006534455044688131,-0.006534455044688131
8,6195.053268536115,23,5.1,0.0,0.006113028337680839,-0.006113028337680839
8,6195.053268536115,23,5.166666666666666,0.0,0.005718780709596645,-0.005718780709596645
8,6195.053268536115,23,5.233333333333333,0.0,0.005349959299691729,-0.005349959299691729
8,6195.053268536115,23,5.3,0.0,0.005004924294496477,-0.005004924294496477
8,6195.053268536115,23,5.366666666666667,0.0,0.004682141637055892,-0.004682141637055892
8,6195.053268536115,23,5.433333333333334,0.0,0.004380176206373162,-0.004380176206373162
8,6195.053268536115,23,5.5,0.0,0.0040976854367313865,-0.0040976854367313865
8,6195.053268536115,23,5.566666666666666,0.0,0.003833413348524548,-0.003833413348524548
8,6195.053268536115,23,5.633333333333333,0.0,0.003586184964058159,-0.003586184964058159
8,6195.053268536115,23,5.7,0.0,0.0033549010834917664,-0.0033549010834917664
8,6195.053268536115,23,5.766666666666667,0.0,0.003138533397696691,-0.003138533397696691
8,6195.053268536115,23,5.833333333333333,0.0,0.0029361199163002714,-0.0029361199163002714
8,6195.053268536115,23,5.9,0.0,0.002746760690589351,-0.002746760690589351
8,6195.053268536115,23,5.966666666666667,0.0,0.0025696138122566084,-0.0025696138122566084
9,10740.404740976943,1,0.03333333333333333,0.0,0.9697991161959337,-0.9697991161959337
9,10740.404740976943,1,0.1,0.0,0.9072538472787854,-0.9072538472787854
9,10740.404740976943,1,0.16666666666666669,0.0,0.8487423113261123,-0.8487423113261123
9,10740.404740976943,1,0.23333333333333334,0.0,0.7940043607374581,-0.7940043607374581
9,10740.404740976943,1,0.3,0.0,0.7427966256154565,-0.7427966256154565
9,10740.404740976943,1,0.3666666666666667,0.0,0.694891431721175,-0.694891431721175
9,10740.404740976943,1,0.43333333333333335,0.0,0.6500757882137806,-0.6500757882137806
9,10740.404740976943,1,0.5,0.0,0.6081504406739263,-0.6081504406739263
9,10740.404740976943,1,0.5666666666666667,0.0,0.5689289852005146,-0.5689289852005146
9,10740.404740976943,1,0.6333333333333333,5.384615384615385,0.5322370396420313,4.852378344973354
9,10740.404740976943,1,0.7,0.0,0.4979114682776703,-0.4979114682776703
9,10740.404740976943,1,0.7666666666666666,0.0,0.4657996565011093,-0.4657996565011093
9,10740.404740976943,1,0.8333333333333334,0.0,0.4357588322821159,-0.4357588322821159
9,10740.404740976943,1,0.9,0.0,0.4076554313891406,-0.4076554313891406
9,10740.404740976943,1,0.9666666666666667,0.0,0.38136450355061846,-0.38136450355061846
9,10740.404740976943,1,1.0333333333333332,1.923076923076923,0.35676915691471883,1.566307766162204
9,10740.404740976943,1,1.1,1.923076923076923,0.3337600383375607,1.5893168847393622
9,10740.404740976943,1,1.1666666666666665,0.0,0.3122348471892086,-0.3122348471892086
9,10740.404740976943,1,1.2333333333333334,0.0,0.29209788051578434,-0.29209788051578434
9,10740.404740976943,1,1.2999999999999998,2.6923076923076925,0.2732596075354472,2.4190480847722453
9,10740.404740976943,1,1.3666666666666667,0.0,0.2556362715764093,-0.2556362715764093
9,10740.404740976943,1,1.4333333333333331,0.0,0.23914951768717055,-0.23914951768717055
9,10740.404740976943,1,1.5,0.0,0.2237260442632904,-0.2237260442632904
9,10740.404740976943,1,1.5666666666666667,0.0,0.2092972771418011,-0.2092972771418011
9,10740.404740976943,1,1.6333333333333333,0.0,0.19579906471425323,-0.19579906471425323
9,10740.404740976943,1,1.7000000000000002,0.5769230769230769,0.18317139270284163,0.3937516842202352
9,10740.404740976943,1,1.7666666666666666,0.5769230769230769,0.17135811733147788,0.405564959591599
9,10740.404740976943,1,1.8333333333333335,0.0,0.16030671570546504,-0.16030671570546504
9,10740.404740976943,1,1.9,0.5769230769230769,0.1499680522899403,0.42695502463313656
9,10740.404740976943,1,1.9666666666666668,0.3846153846153846,0.14029616044882603,0.24431922416655855
9,10740.404740976943,1,2.033333333333333,0.0,0.13124803807299337,-0.13124803807299337
9,10740.404740976943,1,2.0999999999999996,0.0,0.12278345638898103,-0.12278345638898103
9,10740.404740976943,1,2.166666666666667,0.0,0.1148647810982167,-0.1148647810982167
9,10740.404740976943,1,2.2333333333333334,0.0,0.10745680505150948,-0.10745680505150948
9,10740.404740976943,1,2.3,0.0,0.10052659171486797,-0.10052659171486797
9,10740.404740976943,1,2.3666666666666667,0.38461538461538586,0.09404332873068051,0.29057205588470536
9,10740.404740976943,1,2.4333333333333336,0.0,0.08797819092317623,-0.08797819092317623
9,10740.404740976943,1,2.5,0.0,0.08230421213907665,-0.08230421213907665
9,10740.404740976943,1,2.5666666666666664,0.0,0.0769961653536303,-0.0769961653536303
9,10740.404740976943,1,2.6333333333333333,0.0,0.07203045050897056,-0.07203045050897056
9,10740.404740976943,1,2.7,0.0,0.06738498958611619,-0.06738498958611619
9,10740.404740976943,1,2.7666666666666666,0.0,0.06303912844409452,-0.06303912844409452
9,10740.404740976943,1,2.833333333333333,0.0,0.05897354498975579,-0.05897354498975579
9,10740.404740976943,1,2.9,0.0,0.05517016326999288,-0.05517016326999288
9,10740.404740976943,1,2.966666666666667,0.19230769230769165,0.05161207310441313,0.14069561920327853
9,10740.404740976943,1,3.033333333333333,0.19230769230769293,0.04828345490114099,0.14402423740655193
9,10740.404740976943,1,3.0999999999999996,0.19230769230769165,0.0451695093214765,0.14713818298621514
9,10740.404740976943,1,3.166666666666667,0.0,0.042256391480692004,-0.042256391480692004
9,10740.404740976943,1,3.2333333333333334,0.0,0.039531149392417926,-0.039531149392417926
9,10740.404740976943,1,3.3,0.0,0.036981666382935374,-0.036981666382935374
