window_index,midpoint,anchor_residue,next_residue,transition_probability,global_transition_probability,delta_from_global
9,14375.071130258799,13,29,0.10285714285714286,0.11837237977805179,-0.015515236920908934
9,14375.071130258799,17,1,0.10795454545454546,0.13029717841433322,-0.022342632959787764
9,14375.071130258799,17,7,0.08522727272727272,0.07440188820941959,0.010825384517853129
9,14375.071130258799,17,11,0.005681818181818182,0.05830919429245789,-0.05262737611063971
9,14375.071130258799,17,13,0.022727272727272728,0.043611200514966204,-0.020883927787693476
9,14375.071130258799,17,17,0.028409090909090908,0.029181418302757216,-0.0007723273936663076
9,14375.071130258799,17,19,0.39204545454545453,0.2887565711833494,0.10328888336210512
9,14375.071130258799,17,23,0.25,0.215266602295891,0.03473339770410899
9,14375.071130258799,17,29,0.10795454545454546,0.16017594678682545,-0.052221401332279996
9,14375.071130258799,19,1,0.2254335260115607,0.15973753563168935,0.06569599037987134
9,14375.071130258799,19,7,0.06358381502890173,0.1069219598773732,-0.04333814484847147
9,14375.071130258799,19,11,0.06358381502890173,0.09675684397353843,-0.033173028944636695
9,14375.071130258799,19,13,0.017341040462427744,0.058624213413650296,-0.04128317295122255
9,14375.071130258799,19,17,0.03468208092485549,0.05007260797074168,-0.015390527045886192
9,14375.071130258799,19,19,0.0,0.029312106706825148,-0.029312106706825148
9,14375.071130258799,19,23,0.36416184971098264,0.28634432313236163,0.07781752657862101
9,14375.071130258799,19,29,0.23121387283236994,0.21223040929382025,0.018983463538549683
9,14375.071130258799,23,1,0.21052631578947367,0.21654749744637386,-0.0060211816569001875
9,14375.071130258799,23,7,0.19298245614035087,0.18536637815171228,0.0076160779886385865
9,14375.071130258799,23,11,0.1111111111111111,0.10391914413203591,0.00719196697907519
9,14375.071130258799,23,13,0.029239766081871343,0.07601741841836461,-0.04677765233649327
9,14375.071130258799,23,17,0.03508771929824561,0.059512929412397185,-0.024425210114151573
9,14375.071130258799,23,19,0.017543859649122806,0.046932960593516475,-0.02938910094439367
9,14375.071130258799,23,23,0.0,0.026772754153002527,-0.026772754153002527
9,14375.071130258799,23,29,0.40350877192982454,0.28493091769259715,0.11857785423722739
9,14375.071130258799,29,1,0.31952662721893493,0.28678799591990123,0.032738631299033705
9,14375.071130258799,29,7,0.2603550295857988,0.2158157513287164,0.044539278257082426
9,14375.071130258799,29,11,0.20710059171597633,0.15928490900306008,0.04781568271291625
9,14375.071130258799,29,13,0.11834319526627218,0.13550222794867664,-0.017159032682404457
9,14375.071130258799,29,17,0.047337278106508875,0.08299779889407849,-0.035660520787569615
9,14375.071130258799,29,19,0.029585798816568046,0.054973962527513826,-0.02538816371094578
9,14375.071130258799,29,23,0.011834319526627219,0.03983464862833521,-0.028000329101707994
9,14375.071130258799,29,29,0.005917159763313609,0.02480270574971815,-0.01888554598640454
